target	prediction	equal structures	equal S, AdvP, and RelP clauses	negates main clause	negates target verb
a wizard can not create many baklava that a student must hide	a wizard can not create many baklava that hagrid should create	0	1	1	1
the student can not eat the croissants that the wizard should chew	the student can not eat the croissants that a student should eat	1	1	1	1
hagrid may not chew a croissant because lupin can hide the strudels	hagrid may not hide a pancake because the student can hide the strudels	0	1	1	0
lily should not create a baklava since neville must eat many eclaires	lily should not eat the baklava since petunia must eat many pancakes	0	1	1	0
james must not sprinkle the chocolates since vernon may create many eclaires	james must not sprinkle the chocolates	0	0	1	1
snape should not sprinkle a eclaire since he may hide many cookies	snape should not hide many cookies since neville may hide many cookies	0	1	1	0
the professor must not assemble the souffles that a wizard may arrange	the professor must not assemble the souffles that she should assemble	0	1	1	1
a student must not arrange many strudels which the student should sprinkle	a student must not arrange many strudels which neville must arrange	0	1	1	1
a witch may not eat a chocolate that a professor must hide	a witch may not eat a chocolate that a professor must eat	1	1	1	1
she must not create the cake since lupin must hide the eclaires	she must not hide the cakes since lupin must hide the eclaires	0	1	1	0
snape should not arrange the doughnuts because ginny must create a pancake	snape should not create the pancake because a student must create a pancake	0	1	1	0
a wizard can not make many souffles that a professor should arrange	a wizard can not make many souffles that a student should make	1	1	1	1
voldemort must not eat the doughnuts because the professor can prepare many cookies	voldemort must not prepare the cookies since lily can prepare the cookies	0	1	1	0
draco may not sprinkle a souffle since the wizard must prepare a cake	draco may not prepare a cake since a professor must prepare a cake	1	1	1	0
a witch can not hide the chocolate because vernon can make the cookies	a witch can not make the cookies because ron can make the cookies	0	1	1	0
lupin may not gobble a eclaire because a student should prepare the strudels	lupin may not gobble the eclaire because hermione should prepare the strudels	0	1	1	1
because a professor must create the souffle sirius should not assemble a croissant	because a professor must assemble the souffle sirius must not create the souffle	1	1	1	0
hagrid must not make the cakes since the professor should gobble the pancakes	hagrid must not make the cakes since the professor must make the croissant	0	1	1	1
the professor may not assemble the strudels because harry can sprinkle the doughnut	the professor may not sprinkle the doughnut since hagrid can sprinkle the doughnut	0	1	1	0
since a student must create a strudel lily should not chew many baklava	since a student must chew many baklava lily should not chew many baklava	0	1	1	0
because she should eat the eclaires a professor must not prepare the baklava	because she should eat the baklava a professor must prepare the baklava	0	0	0	0
a witch may not chew the croissants because albus must create a souffle	a witch may not create the croissants because a student must create a souffle	0	1	1	0
since a professor can prepare the souffle draco should not sprinkle a croissant	since a professor can prepare the souffle draco must not prepare the souffle	1	1	1	0
since a professor must gobble the chocolate vernon can not chew the baklava	since a professor must chew the baklava the student can not chew the baklava	0	1	1	0
the witch must not arrange many cakes since hagrid should chew many eclaires	the witch must not arrange many cakes because she should arrange many eclaires	0	1	1	1
vernon should not arrange the eclaire because the student may arrange a chocolate	vernon should not arrange the chocolate because a student may arrange a chocolate	1	1	1	1
the witch should not chew the strudels because harry must sprinkle the souffles	the witch should not sprinkle the souffles because he must sprinkle the souffles	0	1	1	0
harry must not prepare the pancake because the professor should chew the chocolate	harry must not chew the chocolate	0	0	1	0
since harry may create the cakes a professor should not prepare a eclaire	since harry may prepare a eclaire a professor should prepare a eclaire	0	0	0	0
lily can not hide the eclaires because a witch may prepare the eclaires	lily can not prepare the cakes because the student may prepare the eclaires	1	1	1	0
the professor can not assemble the cake because snape must sprinkle many cookies	the professor can not assemble the cookies since ron can sprinkle many cookies	0	1	1	1
hermione can not gobble the cookies since the professor can sprinkle a doughnut	hermione can not sprinkle the doughnut since a professor can sprinkle a doughnut	0	1	1	0
ginny should not hide the eclaires because a student can hide the eclaires	ginny should not hide the croissant because dobby can hide the eclaires	0	1	1	1
since draco must sprinkle a souffle a wizard must not make the eclaires	since draco must sprinkle a souffle a student must make a chocolate	0	0	0	0
a student can not prepare the chocolates since he must hide the doughnut	a student can not hide the doughnut since he must hide the doughnut	0	1	1	0
hagrid should not make many strudels since a student should sprinkle a doughnut	hagrid should not sprinkle a doughnut since a student should sprinkle a doughnut	0	1	1	0
albus may not gobble the eclaires because a wizard should hide a croissant	albus may not hide a eclaire because a wizard should hide a souffle	0	1	1	0
since the student should assemble the souffle he must not hide the croissant	since the student should hide the baklava he must not hide the baklava	0	1	1	0
snape may not sprinkle the souffles since the student must chew a doughnut	snape may not chew a doughnut since a student can chew a doughnut	0	1	1	0
since lupin can make the pancake a wizard should not prepare the cake	since lupin can prepare the cake the wizard should not prepare the cake	1	1	1	0
dobby should not swim because neville can make the doughnuts which fred must assemble	dobby should not make the doughnuts which she can make because hagrid can make the doughnuts which james can make	0	0	1	0
he may not hiccup since mcgonagall should arrange many doughnuts which she must hide	he may not arrange many doughnuts which harry should arrange	0	0	1	0
because james should hide the croissants which ginny can prepare she may not party	because james should party the wizard may not party	0	0	1	0
sirius should not arrange the eclaires that lily can gobble since harry may giggle	sirius should not arrange the eclaires that lupin should gobble	0	0	1	1
petunia must not make the doughnuts that neville should eat since neville can smile	petunia must not smile since she can smile since she can smile	0	0	1	0
a student must not assemble the chocolates since a student must create the croissants	a student must not assemble the croissant since a student must create the croissant	0	1	1	1
fred must not hide the doughnuts that ginny should make because lupin must hiccup	fred must not hide the doughnuts that snape must make	0	0	1	1
harry must not assemble many pancakes that draco should eat since petunia must jump	harry must not assemble many pancakes that neville should assemble	0	0	1	1
harry must not smile because fred must chew the souffles because hermione can giggle	harry must not chew the souffles	0	0	1	0
because the professor must arrange a souffle a student must not assemble a croissant	because the professor must arrange a souffle a student must not arrange a souffle	1	1	1	0
the student may not prepare the pancakes because the wizard should arrange the chocolate	the student may not arrange the chocolate	0	0	1	0
draco should not eat the pancakes that mcgonagall should assemble because she can run	draco should not eat the pancakes that a professor should eat	0	0	1	1
since hermione should swim she may not chew a pancake since she can jump	since hermione should jump a student can not jump	0	0	1	0
since snape can arrange the croissant which fred should prepare he can not swim	since snape can swim the professor can not swim	0	0	1	0
a professor can not hiccup because hermione can giggle because a wizard should party	a professor can not party because a wizard should party because lupin should party	0	1	1	0
george may not arrange a baklava which george may eat because mcgonagall may giggle	george may not arrange a baklava which a student may arrange	0	0	1	1
the professor may not create the strudels which he should arrange because ginny can run	the professor may not run because she can run because she can run	0	0	1	0
the witch may not laugh since neville may assemble the doughnuts that dobby should hide	the witch may not assemble the doughnuts that ron may assemble	0	0	1	0
she should not giggle since a wizard must sprinkle the croissant which harry should chew	she should not sprinkle a croissant which the professor must sprinkle	0	0	1	0
the professor must not make the baklava that voldemort can arrange since voldemort must smile	the professor must not make the baklava that a professor must make	0	0	1	1
a student should not sprinkle the cookie that dobby can make since george must swim	a student should not sprinkle the cookie that a student should sprinkle	0	0	1	1
she should not make the baklava that harry must eat because the wizard should run	she should not make the baklava that she should make	0	0	1	1
neville must not sprinkle the eclaires that hagrid should hide because a professor may smile	neville must not sprinkle the eclaires because a professor may smile	0	0	1	1
since he may prepare the chocolate which a witch must sprinkle vernon may not run	since he may run the professor may not run because vernon may run	0	0	1	0
a student should not gobble the baklava which she can prepare since mcgonagall should giggle	a student should not gobble the baklava which snape should assemble	0	0	1	1
since hagrid should assemble the croissants that a witch may sprinkle harry may not party	since hagrid should party the student may not party because he may party	0	0	1	0
ginny should not party because mcgonagall should gobble the doughnut that a professor can prepare	ginny should not gobble the doughnut that he should gobble because he should gobble the doughnut that james should gobble	0	0	1	0
the wizard must not jump since fred must wiggle since he may create the chocolates	the wizard must not create the chocolates since vernon may create the chocolates	0	0	1	0
he must not create the doughnut since neville must gobble the chocolate that lily should gobble	he must not gobble the chocolate that he must gobble since he must gobble the chocolate that he must gobble	0	0	1	0
she can not jump since hagrid may gobble the cookies since fred may arrange the strudels	she can not gobble the strudels because neville may arrange the strudels	0	0	1	0
snape may not make a baklava that dobby can assemble since he must chew the cakes	snape may not make a baklava	0	0	1	1
the professor can not sprinkle the cake that a witch can gobble because lily must hiccup	the professor can not sprinkle the cake that a professor should sprinkle	0	0	1	1
draco must not swim because vernon should make the chocolates because voldemort should arrange the pancakes	draco must not make the chocolates because hermione should make the chocolates	0	0	1	0
hagrid may not sprinkle a chocolate that petunia must gobble since lupin must make the chocolates	hagrid may not sprinkle a chocolate that a professor must sprinkle	0	0	1	1
because neville can gobble a chocolate which he must sprinkle vernon can not chew the souffle	because neville can chew a souffle the professor must not chew the souffle	0	0	1	0
ginny must not hide the baklava that neville must chew because vernon should hide the souffles	ginny must not hide the baklava that snape must hide	0	0	1	1
mcgonagall can not party since draco must chew the baklava since hermione may hide the strudels	mcgonagall can not chew the baklava since draco must chew the baklava	0	0	1	0
lupin should not gobble the baklava which fred must create since vernon must eat the doughnuts	lupin should not eat the baklava which vernon must eat	0	0	1	0
vernon must not eat many croissants that a professor can arrange because a professor may smile	vernon must not smile	0	0	1	0
lupin can not make the chocolate because snape should assemble the doughnut which ginny must sprinkle	lupin can not assemble the doughnut which she should assemble because hagrid should assemble the doughnut which she should assemble	0	0	1	0
harry should not hide the doughnut since petunia should make many cookies that lily must chew	harry should not make many cookies that ron should make since neville should make many cookies that neville should make	0	0	1	0
james should not sprinkle a cake since voldemort can laugh because james should chew the chocolates	james should not chew the chocolates because hermione should chew the chocolates	0	0	1	0
since lily can hide the croissants snape must not gobble the pancakes since snape must jump	since lily can hide the croissants snape must not jump	0	0	1	0
harry must not hide many baklava that ron should gobble since he can gobble the souffle	harry must not hide many baklava that neville should hide	0	0	1	1
neville must not prepare the strudels that lily must assemble since he should create the strudel	neville must not prepare the strudels that hagrid must prepare	0	0	1	1
a witch may not prepare the eclaire since he must jump because a professor can run	a witch may not prepare the eclaire because fred can run	0	0	1	1
fred must not arrange many souffles that ron should chew because lupin may assemble a cake	fred must not arrange many souffles that neville should arrange	0	0	1	1
hermione may not hide the chocolates that draco should sprinkle since petunia can chew the cakes	hermione may not hide the chocolates that petunia may hide	0	0	1	1
a student can not smile since draco should gobble the doughnuts which the student should make	a student can not prepare the croissant which voldemort should gobble	0	0	1	0
snape must not arrange a croissant that the professor can prepare since a wizard must walk	snape must not prepare a croissant that a wizard must arrange	0	0	1	0
harry may not arrange the croissant which snape must chew because neville can make the chocolate	harry may not make the doughnuts which mcgonagall can make	0	0	1	0
since he must hide many chocolates vernon should not eat a souffle since hagrid may party	since he must eat many pancakes vernon should not eat a souffle	0	0	1	0
draco can not eat the souffle that george can eat since a student can arrange the croissants	draco can not eat the souffle that a professor must eat	0	0	1	1
she may not hide many baklava that the professor must arrange because mcgonagall must hide a pancake	she may not hide many baklava that neville should hide	0	0	1	1
lily must not chew the cookies because the professor must hide the doughnuts which albus must arrange	lily must not chew the cookies which a professor must hide	0	0	1	1
james must not create the baklava which ron should prepare because a professor can make many chocolates	james must not make the chocolates which a professor should make	0	0	1	0
the professor may not assemble the eclaires that draco should gobble because lupin must make a chocolate	the professor may not assemble the eclaires that neville may assemble	0	0	1	1
hermione can not prepare the cookies that fred can arrange because a professor should eat the cookies	hermione can not prepare the cookies that a professor should prepare	0	0	1	1
because fred must gobble a souffle the professor can not chew the strudels that draco must sprinkle	because fred must chew the strudels that a professor must chew the professor must not chew the strudels	0	0	1	0
hagrid should not arrange a cookie which the student may assemble because voldemort can create many souffles	hagrid should not assemble a cookie which a student can create	0	0	1	0
a wizard must not prepare a cookie which fred can sprinkle because vernon may sprinkle the doughnut	a wizard must not prepare a doughnut because hermione must sprinkle the doughnut	0	0	1	1
vernon should not sprinkle many chocolates because he should assemble the chocolate that a student should assemble	vernon should not assemble the chocolate that he should assemble	0	0	1	0
harry may not prepare a cake which a professor must hide since ron should make a pancake	harry may not prepare a cake which a professor may prepare	0	0	1	1
a professor should not eat many chocolates because ginny can gobble the croissant that he may make	a professor should not eat many doughnuts that a professor can gobble	0	0	1	1
the student must not gobble the eclaires because snape may jump because hermione can assemble the souffle	the student must not assemble the souffle because the student can assemble the souffle	0	0	1	0
since hagrid must sprinkle a croissant petunia can not assemble a strudel because the student can wiggle	since hagrid must wiggle a student can not wiggle because voldemort can wiggle	0	0	1	0
petunia may not arrange many doughnuts that a student should prepare since ron must make the eclaires	petunia may not arrange many doughnuts that harry must arrange	0	0	1	1
the student should not arrange many cookies which hermione must hide because petunia can gobble many pancakes	the student should not arrange many cookies which neville should arrange	0	0	1	1
harry should not gobble the souffles which a professor may make because harry should create the chocolate	harry should not gobble the souffles which she should gobble	0	0	1	1
a professor should not prepare a cake that fred must chew since the student may create the croissants	a professor should not prepare a cake that a professor should prepare	0	0	1	1
ron should not arrange many cookies which snape can make because ron must run since albus must laugh	ron should not arrange many cookies which neville should arrange	0	0	1	1
the student should not gobble many eclaires since lily must giggle because the professor should create the pancakes	the student should not giggle since sirius must giggle	0	0	1	0
because neville may swim hagrid can not prepare the chocolates which she may gobble since a professor should jump	because neville may prepare the chocolates which a professor may prepare the professor may not prepare the chocolates which hagrid should prepare	0	0	1	0
snape may not prepare many cookies because a professor must eat the strudels since he may eat the croissant	snape may not eat many strudels because vernon may eat the pancakes	0	0	1	0
a professor should not hide the chocolates that a student should arrange because a professor should prepare a souffle	a professor should not hide the chocolates that a professor should hide	0	0	1	1
the witch must not sprinkle a cake that he can make because james should laugh since harry may giggle	the witch must not sprinkle a cake that a professor should sprinkle	0	0	1	1
neville should not sprinkle the cookies which hagrid may prepare because he can run since a professor must smile	neville should not smile since a professor must smile since a professor must smile	0	0	1	0
a professor may not sprinkle the strudels because hermione may arrange a croissant since vernon should chew many eclaires	a professor may not arrange the strudels because a student may arrange a croissant	0	0	1	0
since hermione must arrange the cakes because the professor must eat the eclaire vernon must not prepare the doughnuts	since hermione must eat the eclaire the student can not eat the eclaire	0	0	1	0
the student should not chew the cookie that a professor should make since a witch must prepare the chocolate	the student should not chew the cookie that a student should chew	0	0	1	1
lupin can not prepare many souffles since he may smile because she must make many doughnuts that draco must make	lupin can not smile since harry should make many doughnuts that she may make because she may make many doughnuts	0	0	1	0
since ron may assemble a baklava which vernon may chew james can not run since fred should gobble the strudels	since ron may run a witch can not run	0	0	1	0
sirius should not sprinkle the pancake since the witch should gobble many cakes because a wizard can create the pancakes	sirius should not gobble a eclaire because a wizard can gobble the cakes	0	0	1	0
since the professor may create a strudel a student must not create the chocolates since ron must create the eclaires	since the professor may create the chocolates a professor must create the chocolates	0	0	0	0
vernon must not prepare the strudel which the professor must prepare since george should wiggle since the witch must smile	vernon must not smile	0	0	1	0
since neville should create the strudel which a student should sprinkle vernon may not chew a souffle since mcgonagall may party	since neville should chew a souffle a professor may chew a souffle	0	0	0	0
fred can not assemble a eclaire which vernon should sprinkle since the professor should hide a pancake which james may chew	fred can not assemble a pancake which a professor should hide	0	0	1	1
since lupin may party a professor should not assemble the pancake that neville must assemble since vernon can assemble the croissants	since lupin may party a witch may not assemble the pancake that a professor should assemble	0	0	1	1
petunia should not create the cookie which she should prepare because the wizard should gobble the croissant which snape must chew	petunia should not create the cookie which dobby should gobble	0	0	1	1
a wizard may not make many eclaires that fred must create since lupin must make many eclaires that ron must gobble	a wizard may not make many eclaires that neville must make since she must make many eclaires that neville must make	0	1	1	1
a professor should not hide the cookies that lupin may sprinkle since a student can chew many eclaires that she must eat	a professor should not chew the eclaires that a student can chew	0	0	1	0
fred may not giggle since lupin must arrange a eclaire because dobby may eat the strudels because voldemort should sprinkle a pancake	fred may not arrange a eclaire because a student should arrange a eclaire	0	0	1	0
snape must not make the doughnut that she can eat since harry may smile since he may arrange the cookie which she should sprinkle	snape must not smile since he can smile since he can smile	0	0	1	0
