target	prediction	equal structures	equal S, AdvP, and RelP clauses
dobby should assemble a cake because neville can arrange the cake since hagrid may swim	dobby should arrange the cake because neville should arrange the cake	0	0
george should gobble the eclaires that draco must gobble because james must arrange the croissants	george should gobble the eclaires that she must arrange	0	0
lily should sprinkle the pancake that she can create because vernon may chew a souffle	lily should chew a souffle that a professor may chew	0	0
harry must create the doughnut since james may chew the eclaire since vernon must smile	harry must chew the eclaire because the student may chew the eclaire	0	0
the student should create a strudel which the wizard should prepare since draco may smile	the student should smile since sirius may smile	0	0
vernon must assemble the chocolates which harry must chew since james may assemble the chocolates	vernon must assemble the chocolates since neville may assemble the chocolates	0	0
lily may arrange many pancakes which lily should hide since albus can prepare the chocolate	lily may arrange many pancakes which neville should prepare	0	0
hagrid must hide a doughnut because fred must hiccup since vernon should eat the chocolate	hagrid must hide the doughnut since vernon should eat the doughnuts	0	0
ginny should chew a cookie because she must arrange many baklava which petunia can hide	ginny should arrange many baklava which she must arrange because she should arrange many baklava which she must arrange	0	0
mcgonagall should make the eclaire since mcgonagall may assemble many doughnuts which albus should eat	mcgonagall should eat the doughnuts which she may assemble	0	0
harry should prepare a chocolate since lily must arrange the chocolates which vernon can gobble	harry should arrange the cakes which a professor must arrange	0	0
since voldemort must chew a chocolate mcgonagall may sprinkle the strudels that dobby must make	since voldemort must chew the strudels that a student may sprinkle a student may chew the strudels	0	0
george must make the strudel which mcgonagall should make because hermione may make the croissant	george must make the strudel which mcgonagall should make	0	0
he should chew a strudel which george can create since she can prepare the chocolate	he should gobble a strudel which a professor must prepare	0	0
mcgonagall can make the strudels that dobby can prepare since she may assemble a croissant	mcgonagall can assemble the strudels that james may make	0	0
ron should eat the chocolates that draco must gobble because he must assemble the cake	ron should eat the chocolates that petunia should eat	0	0
hagrid should hide the pancakes that mcgonagall may prepare because draco may sprinkle the pancake	hagrid should hide the pancakes that dobby may sprinkle	0	0
because ron must make the croissant which a witch should chew the student should swim	because ron must chew the eclaires which the student should chew the student should chew the pancakes	0	0
she must assemble a pancake which neville may hide because james must make the doughnuts	she must make a pancake which ron must make	0	0
mcgonagall must make the souffles that dobby should create since albus must gobble the strudels	mcgonagall must make the souffles that she should make	0	0
vernon should sprinkle the cookies that sirius can hide because voldemort should chew the eclaires	vernon should sprinkle the cookies that a professor should sprinkle	0	0
george may assemble the souffles which mcgonagall may sprinkle since ron should gobble a strudel	george may sprinkle the souffles which ron may assemble	0	0
hermione must assemble a chocolate because sirius should wiggle because fred must chew a cake	hermione must chew a cake because a professor should chew a cake	0	0
since lupin may prepare the strudels which a witch must chew a witch can party	since lupin may party a witch can party	0	0
fred must chew the souffles that albus must make since dobby may sprinkle the souffles	fred must chew the souffles that she must sprinkle	0	0
hermione may eat a croissant that snape can make because draco must sprinkle the pancakes	hermione may eat a croissant that a professor must eat	0	0
albus can hide the cookie because albus may make a chocolate since petunia should laugh	albus can make the chocolate since a student can make a chocolate	0	0
mcgonagall should sprinkle the cookies because petunia must prepare the doughnuts which petunia should chew	mcgonagall should sprinkle the doughnuts which the professor may prepare	0	0
george should gobble the cakes which draco must sprinkle since the student may gobble many baklava	george should gobble the cakes since lily may gobble the baklava	0	0
a professor can assemble the pancakes that he must eat since fred must create the eclaires	a professor can assemble the pancakes that he must eat	0	0
since harry can sprinkle the cakes that the witch must create he should assemble a cookie	harry can sprinkle the cakes that a professor should sprinkle	0	0
since a wizard can make a croissant she must gobble the cake since vernon can smile	since a wizard can smile a professor can smile because a professor can smile	0	0
the student can chew the cakes because ginny should assemble many eclaires that voldemort may arrange	the student can assemble many eclaires that she should assemble	0	0
a student must eat the chocolates that she may gobble since draco must arrange the baklava	a student must eat the chocolates that a professor should eat	0	0
he should assemble the baklava that hagrid must gobble since a professor must arrange a cake	he should assemble the baklava that neville must arrange	0	0
sirius should hide many strudels which the wizard must create because mcgonagall can prepare the cookies	sirius should prepare the cookies because mcgonagall can prepare the cookies	0	0
the student should prepare the strudel because petunia must make the pancakes since vernon may run	the student should make the doughnuts because vernon may prepare the doughnuts	0	0
draco should assemble the baklava that george should make since the wizard should make the pancake	draco should assemble the baklava that a student should assemble	0	0
lupin can eat the souffle that a professor should arrange since he should sprinkle a strudel	lupin can eat the souffle that a professor must eat	0	0
mcgonagall must prepare the cakes which dobby should create because the student should create a souffle	mcgonagall must create the cakes which a student should create	0	0
voldemort should make the eclaires that the witch can gobble since ron can sprinkle the cookies	voldemort should sprinkle the cookies since ron can sprinkle the cookies	0	0
a professor must make the souffles that george must create since hagrid can prepare the souffles	a professor must make the souffles that a professor must make	0	0
the student must make many cookies which dobby may assemble since she can gobble the doughnuts	the student must make many cookies which hagrid should make	0	0
sirius must assemble a baklava that petunia must make because a professor can sprinkle the cookie	sirius must assemble the baklava because a professor must sprinkle the cookie	0	0
harry may hide a cake because the witch must make many chocolates that petunia must make	harry may make the chocolates that a witch should make	0	0
a student must run because neville must assemble the pancakes because lupin must chew a baklava	a student must chew the baklava because a student can chew a baklava	0	0
a professor can gobble many souffles that lupin must assemble since draco should arrange the eclaires	a professor can gobble many souffles that she should gobble	0	0
voldemort can make the doughnut because petunia should sprinkle many eclaires since harry may chew the cookies	voldemort can chew the cookies since harry may chew the cookies since mcgonagall may chew the cookies	0	1
the witch must chew many souffles that james must sprinkle because the professor should eat the pancakes	the witch must chew many souffles that fred must chew	0	0
ron may eat the chocolate which the professor should prepare because a student should create the eclaires	ron may prepare the chocolate which the student should eat	0	0
ginny can prepare the doughnuts because ginny must sprinkle many cookies since vernon must sprinkle the cakes	ginny can sprinkle the cookies since lily can sprinkle many cookies	0	0
voldemort must hide a cookie because hermione may assemble a cake since petunia must eat the baklava	voldemort must hide the baklava because fred must eat the baklava	0	0
the witch may create the eclaires that a wizard may make because sirius must chew the pancake	the witch may create the eclaires that a student may create	0	0
since james may create many cookies hermione may make a chocolate since vernon may assemble the eclaire	james may assemble the eclaire since the student can assemble the eclaire	0	0
since the professor should eat the baklava a professor can eat the strudels that snape may chew	since the professor should eat the baklava that a professor must eat the professor must eat the baklava that a professor must eat	0	0
a professor can assemble a baklava that the witch can make since snape may chew the cookies	a professor can chew the cookies since mcgonagall may chew the cookies	0	0
a witch should eat the chocolate that the professor should chew because a student should gobble the baklava	a witch should eat the chocolate that a professor should eat	0	0
since hermione can swim a student may giggle since ron should sprinkle the strudels which lupin should gobble	since hermione can giggle a student should sprinkle the strudels which james should sprinkle	0	0
george must prepare the cookie because he can smile because petunia should assemble a chocolate which sirius should prepare	george must smile because hagrid can smile because he can smile	0	0
fred must make the souffles that harry must create since harry must eat the croissant that snape should hide	fred must make the souffles that a student must eat	0	0
voldemort should make the souffle which ron should assemble since lupin must create many souffles that draco may prepare	voldemort should create the souffles that a student must assemble since james must assemble many souffles that she should assemble	0	1
sirius may laugh because the witch should assemble a doughnut which hermione must gobble since a witch may run	sirius may assemble the doughnut which a professor may assemble	0	0
lupin must hide a cake that she must gobble because ginny should create a pancake since voldemort may giggle	lupin must hide a cake that a professor should hide	0	0
james should gobble a doughnut that hagrid should sprinkle since petunia must chew a cake which he should eat	james should gobble a doughnut which a professor must chew	0	0
snape may eat the cake that vernon can arrange because petunia should assemble the cake which mcgonagall can make	snape may eat the cake that a professor should eat	0	0
draco can prepare a cake that the wizard must make since she must wiggle because draco should gobble many chocolates	draco can prepare a cake that a professor should prepare	0	0
since james should hide the baklava which sirius may make she may gobble the croissant which a professor can make	james should hide the baklava which snape must hide	0	0
harry should sprinkle the doughnuts that draco can gobble because the witch should chew the doughnuts because vernon must run	harry should sprinkle the doughnuts because fred must run	0	0
she must eat the cake that snape can gobble because a student may sprinkle the eclaires which lily should gobble	she must eat the cake which a student may gobble	0	0
the student should gobble the cake which he should chew because dobby can gobble a chocolate which albus can arrange	the student should gobble a chocolate which a professor should gobble because he should gobble a chocolate which he should gobble	0	1
james can hide the chocolates that a professor can sprinkle because dobby must hide many cookies which she must hide	james can hide the chocolates which a professor must hide	0	0
the wizard may create the pancake that sirius may hide because harry may run since snape may assemble the eclaire	the wizard may assemble the eclaire since the student should assemble the eclaire	0	0
a witch must hide many pancakes that lupin should create because snape should make the souffles which james should sprinkle	a witch must hide many doughnuts which he should make because james should make the souffles which james should make	0	1
a witch can eat a cake that the professor should chew since vernon must gobble the cake which he can make	a witch can eat a cake that a professor should eat	0	0
albus should create the doughnuts which hagrid should create since george should make many cakes since ron may chew the souffles	albus should chew the souffles since the student must chew the souffles	0	0
albus must sprinkle a cake because snape must sprinkle a croissant that george should gobble because albus must chew a souffle	albus must sprinkle a croissant that a professor must sprinkle	0	0
james must sprinkle the souffles which a professor can create since the witch should create many cookies that ginny can gobble	james must create many cookies that hagrid should create since he should create many cookies that hagrid should create	0	1
since the student may assemble the doughnuts which the wizard should chew since she can hide a chocolate a wizard must hiccup	since the student may hiccup a wizard must hiccup because a wizard should assemble the chocolate	0	0
