Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
because the witch can create the cookies she may prepare the cakes because george must make a doughnut that james must create,because the can create the cookies because mcgonagall must prepare the cookies because a must create the cookies,22,22,18,0,0,N/A,N/A
because mcgonagall must prepare the croissant since ron may hide the eclaires dobby should assemble many cookies since a wizard must laugh,because a professor should prepare many cakes ron ron should prepare many cakes ron ron can assemble many cakes,22,22,19,0,0,N/A,N/A
because petunia can make a baklava because a professor should make a croissant that the wizard should prepare a professor can hiccup,because petunia can hiccup can arrange a doughnut that the wizard must make,22,22,13,0,0,N/A,N/A
since the student should giggle draco may prepare many croissants that voldemort may sprinkle,since the wizard should jump many croissants that ginny must prepare,14,14,11,0,1,0,0
since lily can party the witch should sprinkle many souffles which lily should prepare,since the wizard can arrange many souffles which fred should prepare,14,14,11,0,1,0,0
because james must create a souffle the professor should arrange the doughnut because lily should gobble the souffle,because james should assemble the souffle because a student should gobble the souffle,18,18,13,0,1,0,0
because sirius must arrange the chocolate because a wizard should sprinkle the eclaire fred should assemble the chocolate,because a wizard should assemble the chocolate because a student should assemble the chocolate,18,18,14,0,1,0,0
because the student may eat the strudel because a wizard can arrange the cakes a professor can laugh,because a student may eat the strudel because a professor may laugh,18,18,12,0,1,0,0
because george may create the cakes george should hiccup,because george may hiccup since a professor should hiccup,9,9,9,0,1,0,0
because james should hiccup hagrid may make the eclaires,because james should laugh the eclaires because hagrid may make the eclaires,9,9,12,0,1,0,0
because lily must assemble the souffles james must laugh,because she must assemble the souffles that fred must assemble the souffles,9,9,12,0,0,N/A,N/A
because neville may chew many croissants hagrid must wiggle,because neville may chew many croissants that hagrid must chew,9,9,10,0,1,0,0
because a student may hide the cakes a professor can sprinkle a souffle that harry should make since he may run,because a student may hide the cakes that harry may assemble,21,21,11,0,1,0,0
since she should wiggle because a wizard should sprinkle the souffle the wizard should eat the doughnut which james must eat,since she should sprinkle the souffle which should should sprinkle,21,21,10,0,0,N/A,N/A
since petunia should hiccup neville can sprinkle the cookies that the professor must hide,since petunia should sprinkle the cookies that the professor can sprinkle,14,14,11,0,1,0,0
since the student can prepare the cookie voldemort can assemble a strudel that fred must make,since the professor can prepare the cookie that fred can prepare the cookie that fred can prepare,16,16,17,0,0,N/A,N/A
because the student may prepare the doughnuts because hagrid must make a eclaire james may smile,because the student may prepare the doughnuts that hagrid may arrange,16,16,11,0,1,0,0
because the student should giggle fred can sprinkle a baklava,because the wizard must laugh fred must sprinkle,10,10,8,0,1,0,0
because hagrid can prepare the doughnut a professor can arrange the baklava that she can arrange,because hagrid can prepare the doughnut that the should assemble the baklava that the should eat,16,16,16,0,0,N/A,N/A
because george may sprinkle a baklava a wizard must sprinkle a cookie,because petunia must assemble a doughnut because george may arrange a doughnut a cookie because george should arrange a doughnut,12,12,20,0,0,N/A,N/A
because vernon may sprinkle the strudels sirius must prepare the baklava,because james may sprinkle the strudels because sirius must sprinkle the strudels,11,11,12,0,1,0,0
since neville can sprinkle the pancakes because harry should walk james may walk,since neville can sprinkle the pancakes since harry can sprinkle the pancakes,13,13,12,0,1,0,0
because mcgonagall can assemble the souffles that james should arrange hermione may walk,because mcgonagall can assemble the souffles that he must assemble the souffles that he may assemble,13,13,16,0,0,N/A,N/A
because james should party george must prepare the chocolates that voldemort must hide,because james should prepare the chocolates that hermione must eat,13,13,10,0,1,0,0
because snape must hide the cookies which hermione must eat james should prepare the eclaire that ron can make,because snape must hide the cookies which ron must assemble the cookies that ron must eat,19,19,16,0,0,N/A,N/A
because snape should create the cookies which dobby may hide she must assemble the cookie that draco may eat,because snape must create the cookies that a professor should assemble the cookie that ginny can assemble the cookie that ginny can assemble,19,19,23,0,0,N/A,N/A
since a wizard may sprinkle the croissants that she must sprinkle hagrid can create the baklava,since a wizard may sprinkle the croissants that she can sprinkle,16,16,11,0,1,0,0
because he must gobble many pancakes that james should assemble fred should chew the baklava,because she must assemble many chocolates that james should arrange,15,15,10,0,1,0,0
since hermione can prepare a croissant harry can chew a baklava that ginny may sprinkle,since hermione can prepare a croissant can sprinkle a chocolate that a student can sprinkle,15,15,15,0,0,N/A,N/A
since voldemort must chew the baklava that fred should create she should gobble many cakes,since voldemort must chew many baklava that fred must gobble many baklava that fred must gobble many baklava that fred must gobble many baklava that fred must gobble,15,15,28,0,0,N/A,N/A
because a witch can prepare the cookies a professor can chew a cake which hermione can make,because a witch should prepare the cookies which a can arrange the cookies which a can arrange,17,17,17,0,0,N/A,N/A
since lupin must make the cakes because sirius should hide many pancakes she must assemble the baklava,since must make many cakes because sirius must hide many baklava,17,17,11,0,0,N/A,N/A
because mcgonagall should smile neville can jump,because should can laugh,7,7,4,0,0,N/A,N/A
since hagrid may laugh he may giggle,since hagrid may giggle a doughnut,7,7,6,0,1,0,0
because mcgonagall can giggle george must jump,because mcgonagall can gobble a doughnut because mcgonagall must laugh,7,7,10,0,1,0,0
since sirius may jump lupin must wiggle,since sirius may not jump,7,7,5,0,1,0,0
since lily should swim snape must hiccup,since should must hiccup,7,7,4,0,0,N/A,N/A
since lupin should gobble the souffles fred must run,since should gobble the souffles should prepare the souffles,9,9,9,0,0,N/A,N/A
because lily can gobble many baklava hermione may walk,because lily can gobble many baklava which hagrid can gobble,9,9,10,0,1,0,0
because albus may chew the baklava since lupin can sprinkle the cookies that the student may assemble a student may swim,because albus may sprinkle the cookies since lupin can sprinkle the cookies that the professor can sprinkle,21,21,17,0,1,0,0
since albus may prepare many strudels that snape may chew petunia should chew the pancakes because she must eat the chocolates,since albus may not prepare many strudels that snape may gobble,21,21,11,0,1,0,0
since the professor must run because petunia can assemble a cookie which the witch should create james may prepare many croissants,since the wizard should prepare many cakes the wizard should prepare many cakes the wizard should prepare many cakes the wizard should prepare many cakes,21,21,25,0,0,N/A,N/A
since lily may hide the chocolate mcgonagall should create a pancake,since lily may hide the chocolate since mcgonagall may hide the chocolate,11,11,12,0,1,0,0
because voldemort must arrange a eclaire harry must eat the pancake,voldemort may arrange a pancake,11,11,5,0,1,0,0
because vernon can arrange a eclaire lily should prepare the chocolate,because vernon can prepare the chocolate,11,11,6,0,1,0,0
because james can prepare a cookie ginny may prepare the chocolate,because james can assemble the chocolate because james may prepare the chocolate,11,11,12,0,1,0,0
because snape must prepare the cake lupin should prepare a chocolate,snape must prepare the pancakes because lupin should prepare the pancakes,11,11,11,0,1,0,0
since a witch may jump george must prepare a strudel,since a may not create a doughnut,10,10,7,0,0,N/A,N/A
because harry can sprinkle the croissants lily must gobble the strudel,because harry can sprinkle the strudel because harry must sprinkle the strudel,11,11,12,0,1,0,0
because james may create many pancakes vernon can create a eclaire,because james may arrange many pancakes because james may assemble many pancakes,11,11,12,0,1,0,0
because george can eat the doughnuts dobby should prepare the souffles,because george can eat the doughnuts which fred must prepare the souffles,11,11,12,0,0,N/A,N/A
since the professor should hiccup the student must sprinkle the pancakes,since the professor should hiccup the student must gobble the pancakes since neville must sprinkle the pancakes,11,11,17,0,1,0,0
since lily may gobble the souffles that draco should prepare albus can prepare a eclaire which the witch may chew,since lily may gobble the souffles that draco may gobble the souffles that draco may gobble,20,20,16,0,0,N/A,N/A
because mcgonagall may chew the eclaires which dobby should create a witch must arrange the croissants which petunia can sprinkle,because petunia may chew a eclaires which a student should chew,20,20,11,0,1,0,0
because albus should gobble the eclaires sirius must hiccup because james should arrange the chocolates that the wizard must chew,because albus should gobble the doughnut that the should assemble the doughnut that the should assemble,20,20,16,0,0,N/A,N/A
because sirius should create the chocolates draco should sprinkle the strudels which neville must arrange,because sirius should sprinkle the strudels which neville should sprinkle,15,15,10,0,1,0,0
since neville must hide a chocolate she must make the pancakes which hagrid must create,since neville must make a strudel which snape must make a pancakes which snape must make a pancakes which snape must make,15,15,22,0,0,N/A,N/A
because sirius must arrange a souffle because james should assemble a cookie albus should smile,because sirius must assemble a souffle because james must arrange a doughnut,15,15,12,0,1,0,0
since he should gobble the pancake george may prepare the doughnuts since albus must make a baklava that george can arrange,since he should gobble the pancake that hermione may gobble the doughnuts,21,21,12,0,0,N/A,N/A
since voldemort must assemble the cake the witch must arrange the doughnuts,since voldemort must assemble the doughnuts,12,12,6,0,1,0,0
because george should eat the cookie sirius must create many cakes that mcgonagall can create,because george should eat the cookie that vernon must create the cookie that vernon must create,15,15,16,0,0,N/A,N/A
since voldemort should gobble the souffle ron may eat the eclaires that fred must assemble,since voldemort should gobble the souffle that a student should gobble,15,15,11,0,1,0,0
because vernon may eat the baklava lupin should gobble a souffle which petunia must prepare,because petunia may eat the lupin should arrange the pancakes which lupin may assemble,15,15,14,0,0,N/A,N/A
since draco must laugh dobby must create the croissants,since draco must eat the chocolates since draco must create the croissants,9,9,12,0,1,0,0
since she should chew many chocolates hermione may wiggle,since she should chew many croissants which albus should chew many cakes,9,9,12,0,0,N/A,N/A
because she must eat the chocolates voldemort should smile,because she must smile,9,9,4,0,1,0,0
because hagrid must create the chocolates she may jump,because hagrid may jump,9,9,4,0,1,0,0
since sirius should sprinkle the eclaires dobby should swim,since sirius should sprinkle the eclaires that hagrid should sprinkle the eclaires,9,9,12,0,0,N/A,N/A
since ron can assemble the croissant sirius should hide the croissant because george should chew a baklava that the student must prepare,since ron can assemble the croissant can arrange the croissant because the witch may arrange the croissant because the witch may gobble the croissant that the wizard can assemble,22,22,29,0,0,N/A,N/A
because he must prepare the strudels that hermione may prepare lily should assemble the pancake that ginny must sprinkle,he must prepare the strudels that a student should assemble because sirius must assemble the strudels that a student should assemble,19,19,21,0,1,0,0
because he may run because she may prepare the cake draco should make the souffles that harry must hide,because petunia may assemble the souffles that harry may prepare,19,19,10,0,1,0,0
since ginny should create the cookies which snape must hide voldemort may make the cookie that draco can gobble,since ginny should create the cookies that ginny may make a cookie that ginny can make,19,19,16,0,0,N/A,N/A
since fred should hide the pancakes that he should assemble harry must hide a eclaire that he can prepare,since fred should hide the pancakes that the should hide,19,19,10,0,0,N/A,N/A
because george should eat the eclaire which lupin must assemble neville must make the doughnut that lily can arrange,because george should eat the eclaire that lupin may assemble the eclaire that the should assemble,19,19,16,0,0,N/A,N/A
because a student must prepare many pancakes ron must prepare the pancakes,because a student must prepare many pancakes ron should prepare many pancakes,12,12,12,0,1,1,1
because albus should walk george should gobble many cakes that she must create,because albus should prepare many cakes that lily should arrange many cakes that vernon should arrange,13,13,16,0,0,N/A,N/A
because sirius should sprinkle a pancake that james should make ginny can laugh,because sirius should sprinkle a doughnut that james can gobble a doughnut that james can gobble,13,13,16,0,0,N/A,N/A
since ron must hide many strudels that neville should prepare draco should run,since she must hide many strudels that a student must hide,13,13,11,0,1,0,0
since lupin must laugh a witch should sprinkle the baklava which hermione must make,since must sprinkle the baklava which hermione should sprinkle,14,14,9,0,0,N/A,N/A
since the professor should arrange the doughnut that fred must gobble he should giggle,since the professor should arrange the doughnut that fred may arrange the doughnut that the should arrange the doughnut that the should make,14,14,23,0,0,N/A,N/A
because george may make a eclaire she must prepare the souffles that the wizard can gobble,because petunia must gobble the souffles that the should assemble the souffles that the should assemble,16,16,16,0,0,N/A,N/A
because the witch must wiggle albus must hide many souffles which george should eat,because the witch must hide many souffles which fred must hide,14,14,11,0,1,0,0
because he should chew the pancakes since the professor can hide a eclaire hermione should prepare the doughnut that petunia may gobble,he should chew the pancakes since neville should chew a doughnut that ginny should assemble,22,22,15,0,1,0,0
because hermione may chew a doughnut because snape should sprinkle the cookies lily can arrange a baklava that the student can assemble,because petunia should sprinkle the cookies that the professor may sprinkle the cookies that the professor may sprinkle,22,22,18,0,0,N/A,N/A
since the wizard should chew many pancakes the wizard may arrange the baklava,since the should should chew many baklava,13,13,7,0,0,N/A,N/A
since george should party snape may gobble a souffle because sirius may swim,since george should not assemble a doughnut because sirius may make,13,13,11,0,1,0,0
because a student must sprinkle the baklava a professor should gobble many croissants,because a student must sprinkle many baklava a student should sprinkle many baklava,13,13,13,0,1,1,1
because petunia may create the cakes hagrid may gobble the baklava,because petunia must gobble the professor may gobble the baklava,11,11,10,0,1,0,0
since he may eat the chocolates lupin can prepare the chocolate,since he may prepare the chocolate,11,11,6,0,1,0,0
since petunia must arrange the croissants she should arrange the croissant,since must arrange the croissant,11,11,5,0,0,N/A,N/A
because vernon must wiggle a student should make a eclaire because he may wiggle,because snape may wiggle since neville should not wiggle,14,14,9,0,1,0,0
because george can create the strudels which mcgonagall must eat a professor may jump,because george can create the strudels which a student should assemble the strudels which neville must hide,14,14,17,0,0,N/A,N/A
because hermione must create the cookies that voldemort should eat harry should chew a chocolate that sirius should sprinkle,because hermione must assemble a cookie that sirius must create a croissant that he must create a croissant that he must create a croissant that he must create,19,19,28,0,0,N/A,N/A
because albus must prepare the pancakes that lupin must assemble she may make the baklava which neville must create,because albus must prepare the chocolates that lupin should arrange,19,19,10,0,1,0,0
since neville should chew a eclaire which fred should assemble draco must arrange the strudels that she may make,since neville should chew a eclaire which she must arrange the strudels that ginny must hide,19,19,16,0,0,N/A,N/A
because harry may smile ron must make a croissant,harry may jump because harry may arrange a croissant,9,9,9,0,1,0,0
since fred may giggle dobby should prepare the eclaire,since fred may prepare the eclaire since fred should prepare the eclaire,9,9,12,0,1,0,0
since mcgonagall should prepare a eclaire that ron may arrange since lupin can create the souffles he can assemble the baklava,since mcgonagall should assemble the baklava that lupin can assemble the baklava that lupin can assemble the baklava,21,21,18,0,0,N/A,N/A
since sirius may create a pancake lily may make the pancakes since neville should gobble many baklava that petunia must sprinkle,since sirius may swim many pancakes that ginny should gobble many cakes that ginny should gobble,21,21,16,0,0,N/A,N/A
since hagrid can arrange a baklava since neville should make the cake which he must chew ginny should assemble the pancake,since hagrid can make the pancake which mcgonagall can assemble the pancake which mcgonagall may assemble the pancake which mcgonagall may assemble,21,21,22,0,0,N/A,N/A
because lily should make the pancakes which dobby may make george must prepare many strudels,because should should make the pancakes which james must eat,15,15,10,0,0,N/A,N/A
since albus may sprinkle the cake that the student should gobble the wizard can swim,since albus may sprinkle the cake that the wizard may sprinkle the cake that the student may sprinkle,15,15,18,0,0,N/A,N/A
since petunia may eat the pancakes that ginny must chew he may arrange many eclaires,since petunia may eat the pancakes that the professor may eat the chocolates that the professor may eat,15,15,18,0,0,N/A,N/A
because dobby must arrange the pancakes that ginny may eat voldemort may hide the cookie,because a professor should arrange the pancakes that a professor may hide the chocolates that a professor may hide the chocolates that a professor should hide,15,15,26,0,0,N/A,N/A
because hermione should arrange the strudel petunia should create a souffle which mcgonagall should create,because hermione should arrange the strudel which a professor should arrange the strudel which a professor should arrange,15,15,18,0,0,N/A,N/A
because james can create the croissants petunia can gobble a baklava,because james can gobble the croissants because james can gobble the chocolates,11,11,12,0,1,0,0
since lupin must create the souffles draco can eat many eclaires,since must assemble many souffles draco must eat many souffles,11,11,10,0,0,N/A,N/A
because lily can chew the cake dobby may gobble the cakes,because dobby can chew the cakes which the wizard should chew,11,11,11,0,1,0,0
because james can sprinkle the cookies albus must gobble the croissant,because james can sprinkle the cookies,11,11,6,0,1,0,0
since she may arrange many croissants that fred must sprinkle neville must eat the croissant which hagrid may sprinkle,since she may arrange many croissant that she may arrange many croissants that fred must eat,19,19,16,0,0,N/A,N/A
because lupin must arrange a baklava which mcgonagall should chew vernon must hide the croissants since snape may smile,because james may can sprinkle a doughnut which lupin may hide the chocolates which snape may hide,19,19,17,0,0,N/A,N/A
since mcgonagall can gobble the strudels that voldemort must make neville must arrange the strudels since dobby may party,since mcgonagall can gobble the strudels that the wizard must gobble the strudels that the student must gobble,19,19,18,0,0,N/A,N/A
because hagrid may sprinkle a cookie which albus can eat fred should eat the cake,because hagrid may arrange the chocolates because hagrid may assemble the chocolates which a wizard should eat the chocolates which a professor should eat,15,15,24,0,0,N/A,N/A
since the professor must smile the student may chew the croissants which ginny should assemble,since the wizard must sprinkle the croissants which she should chew the croissants which she should chew,15,15,17,0,0,N/A,N/A
since the professor must smile neville may assemble the croissants which the witch may prepare,since the professor may assemble the croissants which the wizard may assemble the croissants which the wizard may assemble the croissants which the student may assemble the croissants which the,15,15,30,0,0,N/A,N/A
because dobby should chew the chocolates that snape can chew hermione can arrange many souffles,because dobby should chew the souffles that snape can gobble many souffles that snape can gobble,15,15,16,0,0,N/A,N/A
because she should sprinkle a pancake since george must create the souffle draco must jump,because she should laugh a souffle since draco must create the souffle,15,15,12,0,1,0,0
since a witch must assemble the doughnut draco can gobble the croissants,since a witch must gobble the doughnut,12,12,7,0,1,0,0
because a witch can gobble a eclaire draco may create a strudel,because a witch can sprinkle a strudel because a witch should arrange a chocolate,12,12,14,0,1,0,0
because ron should walk james should make the cookie which albus may eat because a professor can hiccup,because should should make the chocolates which a professor may make a doughnut which dobby should eat a cookie which dobby should eat,18,18,23,0,0,N/A,N/A
since the wizard must prepare the strudels that fred can hide lupin can prepare many cookies,since the wizard must prepare many strudels that the can chew,16,16,11,0,0,N/A,N/A
since fred can chew the eclaires which the student must hide ron must prepare a baklava,since fred can chew the eclaires which the witch can chew the eclaires which the witch can chew the eclaires which the eclaires,16,16,23,0,0,N/A,N/A
because mcgonagall should chew the baklava petunia should make the croissants that he should hide,because should chew the baklava that she must create the baklava that she must make,15,15,15,0,0,N/A,N/A
because mcgonagall must hide the cookies that harry may assemble sirius should eat the chocolate,because a witch must hide the cookies that the professor must hide the cookies that the should assemble,15,15,18,0,0,N/A,N/A
because draco must swim the wizard should eat a chocolate that a witch may gobble,draco must eat the wizard should arrange a chocolate that because draco must prepare,15,15,14,0,0,N/A,N/A
since he can arrange the cookies albus should assemble the cookie that mcgonagall should assemble,he can arrange the cookies that the professor should assemble the cookies that the professor should assemble the cookies that the professor should assemble,15,15,24,0,0,N/A,N/A
since albus should hide the doughnut that hermione should chew ginny may hide a pancake,since albus should hide the doughnut that hermione should hide,15,15,10,0,1,0,0
because neville may chew the baklava the student must wiggle,because neville may chew the baklava because the student may chew the baklava,10,10,13,0,1,0,0
because a witch should make the eclaire albus can laugh,because a witch should laugh,10,10,5,0,1,0,0
because albus must create the doughnut ron must make the strudels,because albus must assemble the strudels ron must make the strudels,11,11,11,0,1,1,1
since hagrid should eat a croissant vernon can gobble the croissant,since hagrid should sprinkle the croissant,11,11,6,0,1,0,0
because a wizard may arrange the chocolate because dobby should chew the doughnuts the student may hide the eclaire that a professor must arrange,a wizard may arrange the chocolate that a student may assemble the eclaire that voldemort should arrange,24,24,17,0,0,N/A,N/A
since the wizard can laugh voldemort may hide the chocolates which fred must prepare because hermione can make the cookie which he may chew,since the wizard can hide the cookie which a professor must hide the chocolates which the professor must hide,24,24,19,0,0,N/A,N/A
because she should jump voldemort must prepare the chocolates that lily can gobble since ginny should prepare the souffles that a professor should eat,because she should prepare the souffles that she must assemble the should prepare the souffles that vernon must prepare since ginny should sprinkle the souffles that he must hide,24,24,29,0,0,N/A,N/A
since lily should hide the souffle that a wizard must eat fred can swim because voldemort should make the chocolates which draco can prepare,since should should hide the souffle that the wizard should hide the souffle that the should arrange,24,24,17,0,0,N/A,N/A
since harry must make the croissant that ron can create since the student should jump albus may smile,since harry must make the croissant that ron may create a croissant that ron may create a croissant that ron may create a croissant that ron may create,18,18,28,0,0,N/A,N/A
since vernon should assemble the doughnuts since ron must gobble the cookies that she can prepare a wizard must laugh,since vernon should assemble the doughnuts that the professor should assemble the doughnuts that the professor should assemble the doughnuts that the professor should assemble,20,20,25,0,0,N/A,N/A
because petunia must sprinkle the cake since albus should arrange the chocolates that vernon must make he should laugh,because petunia must sprinkle the albus should arrange the chocolates that vernon must sprinkle,19,19,14,0,0,N/A,N/A
because james may create the cakes because petunia should hiccup because snape can party dobby should create the souffle,because james may jump because cakes which the should arrange because a may arrange because the may arrange the souffle,19,19,20,0,0,N/A,N/A
since harry may gobble the eclaires that albus may chew draco should hide the strudels which george must assemble,since harry may not gobble the eclaires that the student may gobble the eclaires that james should hide,19,19,18,0,0,N/A,N/A
since albus should swim since ron should make a chocolate harry must prepare the croissants,since albus should swim the croissants since ron should swim,15,15,10,0,1,0,0
since james may eat the doughnut that voldemort must hide dobby may make a cookie that voldemort may assemble,since james may eat the doughnut that the should assemble the doughnut that ginny may assemble,19,19,16,0,0,N/A,N/A
because james should arrange a souffle that george must create harry may arrange the baklava that snape must prepare,because james should assemble the baklava that snape may assemble the baklava that snape may eat,19,19,16,0,0,N/A,N/A
since neville may chew the cookie that snape must create ron must arrange a cookie that he should arrange,since ginny may chew the cookie that snape may chew the cookie that snape can chew,19,19,16,0,0,N/A,N/A
since harry should gobble the doughnuts that lupin can gobble ron must arrange many strudels that lupin must assemble,since harry should gobble the doughnuts that lupin must gobble the doughnuts that lupin should gobble,19,19,16,0,0,N/A,N/A
since petunia should arrange the baklava that she may gobble neville should hide a doughnut that fred can assemble,since petunia should arrange the baklava that she should arrange the baklava that the should create,19,19,16,0,0,N/A,N/A
since she must eat the cookies the student must laugh,since she must laugh since the must laugh,10,10,8,0,0,N/A,N/A
because a student must create the souffles that a professor must chew james can make many chocolates that hagrid may assemble,because a student must many croissants that hagrid must chew,21,21,10,0,0,N/A,N/A
because the witch must gobble the chocolates which sirius should hide she should assemble the cookies which sirius may chew,because the witch must gobble the cookies which the professor must assemble the cookies,20,20,14,0,0,N/A,N/A
because fred can assemble the doughnut that hagrid should hide a witch should prepare the croissant because neville must walk,because fred can assemble the doughnut that hagrid may assemble the doughnut that mcgonagall can arrange,20,20,16,0,0,N/A,N/A
because the witch should gobble the eclaires that the student must arrange ron should arrange a croissant,because the witch should gobble the eclaires that the should assemble the eclaires that the should assemble,17,17,17,0,0,N/A,N/A
because draco can eat the eclaire that the wizard should create lily may eat the eclaire,draco can eat the eclaire that the professor should eat,16,16,10,0,1,0,0
because petunia should sprinkle the baklava a professor can prepare the pancakes that ron can gobble,because petunia should sprinkle the baklava ron can sprinkle the baklava that ron must sprinkle,16,16,15,0,1,0,0
since dobby must hide the cookie the wizard can create the pancake that petunia may gobble,since dobby must sprinkle the cookie that she can hide the cookie that she can hide,16,16,16,0,0,N/A,N/A
since hagrid can arrange a baklava the witch must gobble the chocolate that hermione may hide,hagrid can gobble the chocolate that hermione must gobble the chocolate that hermione must gobble,16,16,15,0,0,N/A,N/A
because fred must wiggle snape should prepare the souffles,because sirius should prepare the souffles,9,9,6,0,1,0,0
since she should laugh albus may hide the doughnuts,since she should laugh the doughnuts since james may hide the doughnuts since james may hide the doughnuts,9,9,18,0,1,0,0
since vernon may make many cakes neville may smile,since vernon may chew many cakes,9,9,6,0,1,0,0
since mcgonagall may arrange a cookie lupin can laugh,since mcgonagall can laugh since lupin must laugh,9,9,8,0,1,0,0
because george must eat the eclaire that lily should eat george must prepare the strudels,because george must eat the chocolates that the student should prepare the eclaire that james must hide,15,15,17,0,0,N/A,N/A
because harry may smile ron should chew the croissants since mcgonagall should make many baklava,because harry may chew many baklava since harry may chew many baklava since harry must chew,15,15,16,0,1,0,0
because snape may assemble a pancake george can assemble many cookies that ginny should assemble,snape may assemble many cookies that ginny should assemble,15,15,9,0,1,0,0
since voldemort must make the chocolate that neville can hide he must hide the pancake,since voldemort must make the chocolate that a student should hide the chocolate that petunia may hide the chocolate that petunia must hide,15,15,23,0,0,N/A,N/A
since mcgonagall may eat a croissant because petunia should wiggle hermione can swim,since mcgonagall may swim since a wizard must swim,13,13,9,0,1,0,0
since mcgonagall may assemble a souffle which lupin should gobble ron may party,since mcgonagall may party a may party since a professor may party,13,13,12,0,0,N/A,N/A
because james should arrange the baklava which albus should prepare petunia must party,because james should arrange the baklava which the student should arrange the baklava which the student should arrange,13,13,18,0,0,N/A,N/A
because voldemort must make the pancakes the student should prepare many pancakes,because she must prepare many pancakes because the student should prepare many pancakes,12,12,13,0,1,0,0
since dobby must jump because sirius may eat the cake which vernon may prepare petunia can giggle because snape can assemble a souffle,since dobby must assemble the strudels which a witch should assemble because sirius may sprinkle a eclaire which vernon can gobble a eclaire which vernon can gobble because sirius may,23,23,30,0,0,N/A,N/A
since she must chew a eclaire that snape must create because ron should eat the pancake lupin can prepare the souffles,since she must prepare the souffles that snape can prepare the souffles that ron can prepare,21,21,16,0,0,N/A,N/A
since sirius must assemble a chocolate ron can make the baklava because mcgonagall should chew the doughnuts that petunia must hide,since sirius must make the doughnuts because the wizard may make the doughnuts that mcgonagall can arrange,21,21,17,0,1,0,0
since hermione may giggle voldemort may create the doughnuts which harry can create,since the wizard may create the doughnuts which the wizard may create,13,13,12,0,1,0,0
because dobby must party vernon should arrange the pancakes that james should create,because a professor should arrange the pancakes that a student should arrange the chocolates that a student should arrange,13,13,19,0,0,N/A,N/A
because vernon should laugh mcgonagall can prepare the chocolate which sirius must make,because vernon should prepare the chocolate which a should assemble the chocolate which sirius can prepare,13,13,16,0,0,N/A,N/A
because lily may hide the pancake which harry may prepare vernon must giggle,because lily may hide the pancake which a professor should hide the pancake which voldemort may hide,13,13,17,0,0,N/A,N/A
because she should eat many souffles which voldemort should prepare a student should giggle,because she should eat many souffles which fred should eat many souffles which fred should eat,14,14,16,0,0,N/A,N/A
since a student must create the doughnuts hagrid should chew the strudels,since a professor must chew the strudels hagrid should gobble the strudels,12,12,12,0,1,1,1
since vernon may make a strudel that harry must gobble the professor must prepare the eclaire that fred must assemble,since vernon may sprinkle the eclaire that fred must gobble the eclaire that fred must gobble,20,20,16,0,0,N/A,N/A
since petunia may assemble the eclaires that lupin should hide ron may create the eclaires that the witch should prepare,since petunia may assemble the eclaires that lupin may assemble the eclaires that lupin may assemble,20,20,16,0,0,N/A,N/A
since james must chew a eclaire which vernon should gobble because hermione may giggle draco must run since the witch must arrange the croissant,since james must sprinkle the croissant that dobby must gobble the croissant,24,24,12,0,0,N/A,N/A
because petunia can jump because dobby must chew the strudel that james should create a witch should hide the chocolates that mcgonagall should hide,because petunia can arrange a strudel that a professor can jump,24,24,11,0,1,0,0
since a professor must assemble a eclaire that hagrid must arrange since ron may arrange many pancakes she may smile,since a professor may smile a croissant that ron should arrange many pancakes,20,20,13,0,0,N/A,N/A
since vernon must sprinkle a cookie she can hide the strudels which hermione can create since a student may giggle,since vernon must hide the chocolates which neville must hide the strudels which neville must hide,20,20,16,0,0,N/A,N/A
since voldemort can assemble the doughnut that the wizard may make neville may gobble the eclaire that she must hide,voldemort can assemble the doughnut that the student can assemble the doughnut that the student can assemble the doughnut that the student can assemble,20,20,24,0,0,N/A,N/A
since the professor must arrange the baklava that hermione must arrange he may arrange the baklava that lupin should assemble,since the professor must arrange the baklava that lupin may arrange the baklava that lupin may chew,20,20,17,0,0,N/A,N/A
since hagrid should jump a student may create the baklava since vernon must make the baklava that dobby must arrange,since hagrid should jump the baklava that the should create the baklava that the should create the baklava that the should create the baklava that the should create the baklava,20,20,30,0,0,N/A,N/A
because the student should arrange a cake because albus should smile since james must laugh fred may gobble the strudel,because the student may gobble the strudel because the must gobble the strudel,20,20,13,0,0,N/A,N/A
because vernon can run george must sprinkle a pancake which the student must arrange because she may make the souffle,because vernon can run george should arrange a souffle which the should arrange,20,20,13,0,0,N/A,N/A
because he can make the cake that the student can hide a witch should gobble the eclaires,because he can make the eclaires that the wizard should make a cake that the wizard should make,17,17,18,0,0,N/A,N/A
since george must walk because ginny must hiccup mcgonagall can gobble the strudels that mcgonagall must arrange,since george must assemble the chocolates that ginny should assemble the chocolates that ginny should assemble,17,17,16,0,0,N/A,N/A
because the wizard must assemble many doughnuts a student should chew the baklava that ron should create,because the wizard must assemble many doughnuts ron should arrange many baklava ron should arrange,17,17,15,0,0,N/A,N/A
since she should prepare the pancakes voldemort can sprinkle a souffle because hagrid must hide the eclaires,since she should prepare the pancakes because hagrid must prepare the pancakes,17,17,12,0,1,0,0
because lupin must run ron can jump,because a wizard can jump,7,7,5,0,1,0,0
