target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Negates Target Verb in Main Clause,Negation Present Outside the Main Clause,Parseable
lupin should not gobble the souffles which a wizard can hide,lupin should not gobble the souffles which a wizard can hide,10,11,11,1,1,1,1,1,1,0,1
draco can not make the baklava because the professor should wiggle,draco can not make the baklava because the professor should wiggle,10,11,11,1,1,1,1,1,1,0,1
the wizard should not prepare a chocolate that hermione should sprinkle,the wizard should not prepare a chocolate that hermione should sprinkle,10,11,11,1,1,1,1,1,1,0,1
the student can not hide the doughnut that lupin may eat,the student can not hide the doughnut that lupin may eat,10,11,11,1,1,1,1,1,1,0,1
since fred can arrange the eclaires that ginny can create draco can not arrange a cake that petunia must prepare,since fred can arrange the eclaires that ginny can create draco can not arrange a cake that petunia must prepare,19,20,20,1,1,1,1,1,1,0,1
because george may create a doughnut which george may prepare vernon can not prepare many strudels that hermione should create,because george may create a doughnut which george may prepare vernon can not prepare many strudels that hermione should create,19,20,20,1,1,1,1,1,1,0,1
snape may not eat a cookie that voldemort must hide,snape may not eat a cookie that voldemort must hide,9,10,10,1,1,1,1,1,1,0,1
ron should not make a eclaire that he can hide,ron should not make a eclaire that he can hide,9,10,10,1,1,1,1,1,1,0,1
draco must not make the chocolate that lupin must gobble,draco must not make the chocolate that lupin must gobble,9,10,10,1,1,1,1,1,1,0,1
mcgonagall should not jump since a wizard may prepare the croissant,mcgonagall should not jump since a wizard may prepare the croissant,10,11,11,1,1,1,1,1,1,0,1
lupin can not sprinkle a pancake which a student must create,lupin can not sprinkle a pancake which a student must create,10,11,11,1,1,1,1,1,1,0,1
george should not arrange the strudels that the witch may gobble,george should not arrange the strudels that the witch may gobble,10,11,11,1,1,1,1,1,1,0,1
snape may not hide a strudel which a witch may eat,snape may not hide a strudel which a witch may eat,10,11,11,1,1,1,1,1,1,0,1
since a student must sprinkle the pancake albus may not prepare the souffle that hermione should hide,since a student must sprinkle the pancake albus may not prepare the souffle that hermione should hide,16,17,17,1,1,1,1,1,1,0,1
ron must not prepare many pancakes which fred must chew because a professor can gobble a cake,ron must not prepare many pancakes which fred must chew because a professor can gobble a cake,16,17,17,1,1,1,1,1,1,0,1
draco must not make the chocolates since the professor should eat the cakes that ron must chew,draco must not make the chocolates since the professor should eat the cakes that ron must chew,16,17,17,1,1,1,1,1,1,0,1
draco may not sprinkle a souffle since the wizard must prepare a cake,draco may not sprinkle a souffle since the wizard must prepare a cake,12,13,13,1,1,1,1,1,1,0,1
voldemort can not arrange the strudels that harry can gobble,voldemort can not arrange the strudels that harry can gobble,9,10,10,1,1,1,1,1,1,0,1
neville may not sprinkle the chocolate that george may assemble,neville may not sprinkle the chocolate that george may assemble,9,10,10,1,1,1,1,1,1,0,1
vernon should not assemble the strudel that james should hide,vernon should not assemble the strudel that james should hide,9,10,10,1,1,1,1,1,1,0,1
a professor may not create the croissant that dobby must prepare,a professor may not create the croissant that dobby must prepare,10,11,11,1,1,1,1,1,1,0,1
since hagrid must jump the student can not gobble the chocolates,since hagrid must jump the student can not gobble the chocolates,10,11,11,1,1,1,1,1,1,0,1
voldemort can not eat the cake which the professor may gobble,voldemort can not eat the cake which the professor may gobble,10,11,11,1,1,1,1,1,1,0,1
the witch must not hide a cake which sirius should make,the witch must not hide a cake which sirius should make,10,11,11,1,1,1,1,1,1,0,1
the student must not assemble the baklava,the student must not assemble the baklava,6,7,7,1,1,1,1,1,1,0,1
a student can not arrange the cookies,a student can not arrange the cookies,6,7,7,1,1,1,1,1,1,0,1
the student must not sprinkle the eclaires,the student must not sprinkle the eclaires,6,7,7,1,1,1,1,1,1,0,1
the professor should not assemble the cookie,the professor should not assemble the cookie,6,7,7,1,1,1,1,1,1,0,1
ginny must not prepare the chocolate,ginny must not prepare the chocolate,5,6,6,1,1,1,1,1,1,0,1
lily must not prepare the souffles,lily must not prepare the souffles,5,6,6,1,1,1,1,1,1,0,1
snape may not hide the chocolates,snape may not hide the chocolates,5,6,6,1,1,1,1,1,1,0,1
ron can not chew the pancake,ron can not chew the pancake,5,6,6,1,1,1,1,1,1,0,1
hagrid must not arrange the chocolates which albus must chew,hagrid must not arrange the chocolates which albus must chew,9,10,10,1,1,1,1,1,1,0,1
he should not arrange the croissants that ginny should eat,he should not arrange the croissants that ginny should eat,9,10,10,1,1,1,1,1,1,0,1
james should not sprinkle the souffle that petunia should eat,james should not sprinkle the souffle that petunia should eat,9,10,10,1,1,1,1,1,1,0,1
because george can smile mcgonagall can not prepare a baklava,because george can smile mcgonagall can not prepare a baklava,9,10,10,1,1,1,1,1,1,0,1
she can not prepare the croissant that sirius should arrange,she can not prepare the croissant that sirius should arrange,9,10,10,1,1,1,1,1,1,0,1
since the wizard must hide the baklava that hagrid must chew she may not arrange a eclaire since the wizard must chew the souffles,since the wizard must hide the baklava that hagrid must chew she may not arrange a eclaire since the wizard must arrange,23,24,22,0,0,0,1,1,1,0,1
because he must prepare a doughnut that a wizard can chew the wizard should not wiggle since a wizard can gobble the strudels,because he must prepare a doughnut that a wizard can chew the wizard should not wiggle since a wizard can gobble,22,23,21,0,0,0,1,1,1,0,1
since a wizard should assemble a cookie that the wizard must assemble albus must not arrange the doughnuts that the wizard may create,since a wizard should assemble a cookie that the wizard must assemble albus must not arrange the doughnuts that the wizard must arrange,22,23,23,0,1,1,1,1,1,0,1
because ron must chew a chocolate because james can eat a souffle vernon must not prepare the doughnuts that hermione must create,because ron must chew a chocolate because james can eat a souffle vernon must not prepare the doughnuts that hermione must prepare,21,22,22,0,1,1,1,1,1,0,1
because hagrid must sprinkle the baklava fred may not run because lily must gobble the doughnut because sirius may gobble the cakes,because hagrid must sprinkle the baklava fred may not run because lily must gobble the doughnut because sirius may gobble the eclaires,21,22,22,0,1,1,1,1,1,0,1
because mcgonagall must make the souffles which a professor should eat george must not arrange many pancakes which vernon must hide,because mcgonagall must make the souffles which a professor should eat george must not arrange many pancakes which vernon must hide,20,21,21,1,1,1,1,1,1,0,1
albus may not prepare many croissants that fred should prepare because the professor may gobble the cakes which james should make,albus may not prepare many croissants that fred should prepare because the professor may gobble the cakes which james should make,20,21,21,1,1,1,1,1,1,0,1
he can not eat a doughnut that james must make since ron must hide the strudels which a professor should arrange,he can not eat a doughnut that james must make since ron must hide the strudels which a professor should arrange,20,21,21,1,1,1,1,1,1,0,1
snape may not hide many doughnuts that dobby must assemble,snape may not hide many doughnuts that dobby must assemble,9,10,10,1,1,1,1,1,1,0,1
vernon can not gobble many baklava that hagrid may prepare,vernon can not gobble many baklava that hagrid may prepare,9,10,10,1,1,1,1,1,1,0,1
she should not gobble a eclaire that voldemort can gobble,she should not gobble a eclaire that voldemort can gobble,9,10,10,1,1,1,1,1,1,0,1
ginny must not chew the doughnuts which fred must make,ginny must not chew the doughnuts which fred must make,9,10,10,1,1,1,1,1,1,0,1
he can not arrange a cookie which hermione should make,he can not arrange a cookie which hermione should make,9,10,10,1,1,1,1,1,1,0,1
lupin should not hide many strudels which voldemort should sprinkle,lupin should not hide many strudels which voldemort should sprinkle,9,10,10,1,1,1,1,1,1,0,1
ginny must not prepare the cake because neville may arrange the doughnuts that george must sprinkle,ginny must not prepare the cake because neville may arrange the doughnuts that george must sprinkle,15,16,16,1,1,1,1,1,1,0,1
dobby must not create the chocolate since fred must assemble the doughnuts that neville may sprinkle,dobby must not create the chocolate since fred must assemble the doughnuts that neville may sprinkle,15,16,16,1,1,1,1,1,1,0,1
hermione may not create the eclaires which he should eat since the professor can make a souffle that sirius can make,hermione may not create the eclaires which he should eat since the professor can make a souffle that sirius can make,20,21,21,1,1,1,1,1,1,0,1
hermione may not make a baklava that draco may prepare because the professor can arrange the strudel that dobby may hide,hermione may not make a baklava that draco may prepare because the professor can arrange the strudel that dobby may hide,20,21,21,1,1,1,1,1,1,0,1
since ron may eat the cakes that james may prepare snape should not eat a souffle that petunia must chew,since ron may eat the cakes that james may prepare snape should not eat a souffle that petunia must chew,19,20,20,1,1,1,1,1,1,0,1
because lupin must assemble many doughnuts that lily may assemble dobby should not prepare the pancakes that neville should hide,because lupin must assemble many doughnuts that lily may assemble dobby should not prepare the pancakes that neville should hide,19,20,20,1,1,1,1,1,1,0,1
because lupin may hide many cakes which mcgonagall should create ginny may not jump,because lupin may hide many cakes which mcgonagall should create ginny may not jump,13,14,14,1,1,1,1,1,1,0,1
since snape can arrange the croissant which fred should prepare he can not swim,since snape can arrange the croissant which fred should prepare he can not swim,13,14,14,1,1,1,1,1,1,0,1
because the professor must arrange a souffle a student must not assemble a croissant,because the professor must arrange a souffle a student must not assemble a croissant,13,14,14,1,1,1,1,1,1,0,1
hagrid should not walk since snape may prepare a pancake which she must make,hagrid should not walk since snape may prepare a pancake which she must make,13,14,14,1,1,1,1,1,1,0,1
a student can not jump,a student can not jump,4,5,5,1,1,1,1,1,1,0,1
he should not jump,he should not jump,3,4,4,1,1,1,1,1,1,0,1
hagrid should not walk,hagrid should not walk,3,4,4,1,1,1,1,1,1,0,1
albus may not hiccup,albus may not hiccup,3,4,4,1,1,1,1,1,1,0,1
fred must not eat the cakes,fred must not eat the cakes,5,6,6,1,1,1,1,1,1,0,1
vernon should not hide the chocolates,vernon should not hide the chocolates,5,6,6,1,1,1,1,1,1,0,1
snape should not gobble a baklava,snape should not gobble a baklava,5,6,6,1,1,1,1,1,1,0,1
draco must not prepare the croissant,draco must not prepare the croissant,5,6,6,1,1,1,1,1,1,0,1
she must not create the cake since lupin must hide the eclaires,she must not create the cake since lupin must hide the eclaires,11,12,12,1,1,1,1,1,1,0,1
voldemort may not hide the baklava which a witch can arrange,voldemort may not hide the baklava which a witch can arrange,10,11,11,1,1,1,1,1,1,0,1
petunia can not make the souffles which a witch can chew,petunia can not make the souffles which a witch can chew,10,11,11,1,1,1,1,1,1,0,1
draco must not create a cake which james must make,draco must not create a cake which james must make,9,10,10,1,1,1,1,1,1,0,1
hermione can not assemble the strudels which lupin must eat,hermione can not assemble the strudels which lupin must eat,9,10,10,1,1,1,1,1,1,0,1
ginny may not walk since vernon must eat a strudel which hagrid should make,ginny may not walk since vernon must eat a strudel which hagrid should make,13,14,14,1,1,1,1,1,1,0,1
since voldemort must wiggle snape may not gobble the cake that draco should make,since voldemort must wiggle snape may not gobble the cake that draco should make,13,14,14,1,1,1,1,1,1,0,1
snape can not create the doughnuts that dobby must arrange since he must giggle,snape can not create the doughnuts that dobby must arrange since he must giggle,13,14,14,1,1,1,1,1,1,0,1
because george can walk voldemort must not party because she must sprinkle the pancake,because george can walk voldemort must not party because she must sprinkle the pancake,13,14,14,1,1,1,1,1,1,0,1
voldemort can not gobble the chocolates since lupin may chew the chocolates that she must gobble,voldemort can not gobble the chocolates since lupin may chew the chocolates that she must gobble,15,16,16,1,1,1,1,1,1,0,1
she should not arrange a doughnut because hermione should prepare a baklava that ginny may sprinkle,she should not arrange a doughnut because hermione should prepare a baklava that ginny may sprinkle,15,16,16,1,1,1,1,1,1,0,1
vernon must not assemble the cakes because lupin can chew a croissant which fred should make,vernon must not assemble the cakes because lupin can chew a croissant which fred should make,15,16,16,1,1,1,1,1,1,0,1
albus can not hiccup,albus can not hiccup,3,4,4,1,1,1,1,1,1,0,1
dobby must not laugh,dobby must not laugh,3,4,4,1,1,1,1,1,1,0,1
harry may not walk,harry may not walk,3,4,4,1,1,1,1,1,1,0,1
petunia must not smile,petunia must not smile,3,4,4,1,1,1,1,1,1,0,1
albus should not arrange the strudel,albus should not arrange the strudel,5,6,6,1,1,1,1,1,1,0,1
james should not run,james should not run,3,4,4,1,1,1,1,1,1,0,1
hagrid should not party,hagrid should not party,3,4,4,1,1,1,1,1,1,0,1
sirius can not laugh,sirius can not laugh,3,4,4,1,1,1,1,1,1,0,1
the student must not giggle,the student must not giggle,4,5,5,1,1,1,1,1,1,0,1
a wizard should not walk,a wizard should not walk,4,5,5,1,1,1,1,1,1,0,1
a student must not prepare the souffles,a student must not prepare the souffles,6,7,7,1,1,1,1,1,1,0,1
a wizard can not assemble the croissants,a wizard can not assemble the croissants,6,7,7,1,1,1,1,1,1,0,1
the student should not sprinkle the baklava,the student should not sprinkle the baklava,6,7,7,1,1,1,1,1,1,0,1
a professor should not hide the baklava,a professor should not hide the baklava,6,7,7,1,1,1,1,1,1,0,1
she must not chew the baklava,she must not chew the baklava,5,6,6,1,1,1,1,1,1,0,1
because harry may party vernon can not run because lily may make the souffles that snape should arrange,because harry may party vernon can not run because lily may make the souffles that snape should arrange,17,18,18,1,1,1,1,1,1,0,1
sirius may not prepare the doughnuts that snape must hide,sirius may not prepare the doughnuts that snape must hide,9,10,10,1,1,1,1,1,1,0,1
snape may not chew a pancake that dobby must gobble,snape may not chew a pancake that dobby must gobble,9,10,10,1,1,1,1,1,1,0,1
hagrid can not arrange the souffles which petunia may prepare,hagrid can not arrange the souffles which petunia may prepare,9,10,10,1,1,1,1,1,1,0,1
since petunia can sprinkle the baklava voldemort may not arrange a cookie that fred must assemble,since petunia can sprinkle the baklava voldemort may not arrange a cookie that fred must assemble,15,16,16,1,1,1,1,1,1,0,1
hagrid may not chew the croissants since dobby must create the baklava which james may prepare,hagrid may not chew the croissants since dobby must create the baklava which james may prepare,15,16,16,1,1,1,1,1,1,0,1
neville can not hide the eclaires because harry can prepare a pancake which fred must gobble,neville can not hide the eclaires because harry can prepare a pancake which fred must gobble,15,16,16,1,1,1,1,1,1,0,1
harry must not prepare the chocolates that neville must make since the student must wiggle,harry must not prepare the chocolates that neville must make since the student must wiggle,14,15,15,1,1,1,1,1,1,0,1
vernon must not make the pancake that hagrid should make,vernon must not make the pancake that hagrid should make,9,10,10,1,1,1,1,1,1,0,1
because she must wiggle dobby must not sprinkle the cookies,because she must wiggle dobby must not sprinkle the cookies,9,10,10,1,1,1,1,1,1,0,1
she must not arrange the cookies that harry should chew,she must not arrange the cookies that harry should chew,9,10,10,1,1,1,1,1,1,0,1
the wizard should not laugh,the wizard should not laugh,4,5,5,1,1,1,1,1,1,0,1
since hagrid must arrange the baklava harry must not assemble the pancake,since hagrid must arrange the baklava harry must not assemble the pancake,11,12,12,1,1,1,1,1,1,0,1
because vernon must make the cookies hagrid can not gobble the eclaire,because vernon must make the cookies hagrid can not gobble the eclaire,11,12,12,1,1,1,1,1,1,0,1
because hagrid can chew the croissants ginny can not sprinkle the cookies,because hagrid can chew the croissants ginny can not sprinkle the cookies,11,12,12,1,1,1,1,1,1,0,1
since dobby should eat the cake ginny must not chew the doughnuts,since dobby should eat the cake ginny must not chew the doughnuts,11,12,12,1,1,1,1,1,1,0,1
lupin must not assemble the strudels,lupin must not assemble the strudels,5,6,6,1,1,1,1,1,1,0,1
george should not eat the croissant,george should not eat the croissant,5,6,6,1,1,1,1,1,1,0,1
snape should not gobble the eclaires,snape should not gobble the eclaires,5,6,6,1,1,1,1,1,1,0,1
neville can not create the pancake,neville can not create the pancake,5,6,6,1,1,1,1,1,1,0,1
harry can not assemble a eclaire,harry can not assemble a eclaire,5,6,6,1,1,1,1,1,1,0,1
he should not gobble the cakes,he should not gobble the cakes,5,6,6,1,1,1,1,1,1,0,1
ron must not eat the baklava,ron must not eat the baklava,5,6,6,1,1,1,1,1,1,0,1
the student must not make the doughnuts that ron should eat,the student must not make the doughnuts that ron should eat,10,11,11,1,1,1,1,1,1,0,1
harry should not chew the croissants which a professor can gobble,harry should not chew the croissants which a professor can gobble,10,11,11,1,1,1,1,1,1,0,1
vernon must not jump since the student should arrange the souffles,vernon must not jump since the student should arrange the souffles,10,11,11,1,1,1,1,1,1,0,1
harry may not arrange the baklava,harry may not arrange the baklava,5,6,6,1,1,1,1,1,1,0,1
he should not make the eclaire,he should not make the eclaire,5,6,6,1,1,1,1,1,1,0,1
draco should not create the doughnuts,draco should not create the doughnuts,5,6,6,1,1,1,1,1,1,0,1
draco should not create the chocolates,draco should not create the chocolates,5,6,6,1,1,1,1,1,1,0,1
vernon can not arrange the cake since albus can prepare the pancake that a student must arrange,vernon can not arrange the cake since albus can prepare the pancake that a student must arrange,16,17,17,1,1,1,1,1,1,0,1
because she should create a strudel which a professor may hide he may not prepare the pancake,because she should create a strudel which a professor may hide he may not prepare the pancake,16,17,17,1,1,1,1,1,1,0,1
neville should not gobble the souffles that lupin can hide since a professor may hide a cookie,neville should not gobble the souffles that lupin can hide since a professor may hide a cookie,16,17,17,1,1,1,1,1,1,0,1
because fred must gobble a souffle the professor can not chew the strudels that draco must sprinkle,because fred must gobble a souffle the professor can not chew the strudels that draco must sprinkle,16,17,17,1,1,1,1,1,1,0,1
because george should hide a chocolate since ron should make a doughnut vernon can not create the doughnut,because george should hide a chocolate since ron should make a doughnut vernon can not create the doughnut,17,18,18,1,1,1,1,1,1,0,1
a student may not prepare many pancakes that mcgonagall may chew since the witch must prepare the doughnuts,a student may not prepare many pancakes that mcgonagall may chew since the witch must prepare the doughnuts,17,18,18,1,1,1,1,1,1,0,1
since sirius may wiggle she must not swim because ron may assemble the cookies which draco must eat,since sirius may wiggle she must not swim because ron may assemble the cookies which draco must eat,17,18,18,1,1,1,1,1,1,0,1
a student can not chew the croissants,a student can not chew the croissants,6,7,7,1,1,1,1,1,1,0,1
the professor may not prepare many eclaires,the professor may not prepare many eclaires,6,7,7,1,1,1,1,1,1,0,1
a witch should not gobble the doughnuts,a witch should not gobble the doughnuts,6,7,7,1,1,1,1,1,1,0,1
the professor should not assemble a baklava,the professor should not assemble a baklava,6,7,7,1,1,1,1,1,1,0,1
hermione should not prepare the baklava that the professor can assemble,hermione should not prepare the baklava that the professor can assemble,10,11,11,1,1,1,1,1,1,0,1
george must not sprinkle the cake that the witch must chew,george must not sprinkle the cake that the witch must chew,10,11,11,1,1,1,1,1,1,0,1
voldemort can not prepare the baklava that a professor must chew,voldemort can not prepare the baklava that a professor must chew,10,11,11,1,1,1,1,1,1,0,1
the professor must not prepare a croissant that he must sprinkle,the professor must not prepare a croissant that he must sprinkle,10,11,11,1,1,1,1,1,1,0,1
since james can chew the croissants that she should arrange lily should not assemble the doughnuts since snape must run,since james can chew the croissants that she should arrange lily should not assemble the doughnuts since snape must run,19,20,20,1,1,1,1,1,1,0,1
because harry should create the cake which lily must sprinkle lupin should not assemble the doughnuts which albus may sprinkle,because harry should create the cake which lily must sprinkle lupin should not assemble the doughnuts which albus may sprinkle,19,20,20,1,1,1,1,1,1,0,1
since ginny should giggle lily may not jump,since ginny should giggle lily may not jump,7,8,8,1,1,1,1,1,1,0,1
a professor must not chew many doughnuts,a professor must not chew many doughnuts,6,7,7,1,1,1,1,1,1,0,1
a wizard can not chew the chocolates,a wizard can not chew the chocolates,6,7,7,1,1,1,1,1,1,0,1
albus should not jump,albus should not jump,3,4,4,1,1,1,1,1,1,0,1
petunia may not party,petunia may not party,3,4,4,1,1,1,1,1,1,0,1
since the professor should make the baklava vernon may not gobble the cakes that mcgonagall may gobble,since the professor should make the baklava vernon may not gobble the cakes that mcgonagall may gobble,16,17,17,1,1,1,1,1,1,0,1
lupin can not gobble a doughnut since petunia may prepare the pancake that vernon should prepare,lupin can not gobble a doughnut since petunia may prepare the pancake that vernon should prepare,15,16,16,1,1,1,1,1,1,0,1
since the wizard can sprinkle the doughnuts which vernon should chew the witch must not party,since the wizard can sprinkle the doughnuts which vernon should chew the witch must not party,15,16,16,1,1,1,1,1,1,0,1
because vernon should giggle albus can not create the eclaire since hagrid must create a croissant,because vernon should giggle albus can not create the eclaire since hagrid must create a croissant,15,16,16,1,1,1,1,1,1,0,1
hagrid should not hide the chocolate because harry may hide the cookies which harry should chew,hagrid should not hide the chocolate because harry may hide the cookies which harry should chew,15,16,16,1,1,1,1,1,1,0,1
since neville must prepare the strudels mcgonagall should not gobble the doughnuts,since neville must prepare the strudels mcgonagall should not gobble the doughnuts,11,12,12,1,1,1,1,1,1,0,1
since petunia can assemble the souffle petunia can not make a souffle,since petunia can assemble the souffle petunia can not make a souffle,11,12,12,1,1,1,1,1,1,0,1
the witch should not assemble a doughnut that fred should prepare,the witch should not assemble a doughnut that fred should prepare,10,11,11,1,1,1,1,1,1,0,1
she may not sprinkle the cookies which a professor must gobble,she may not sprinkle the cookies which a professor must gobble,10,11,11,1,1,1,1,1,1,0,1
sirius must not hide a chocolate that ron should sprinkle,sirius must not hide a chocolate that ron should sprinkle,9,10,10,1,1,1,1,1,1,0,1
petunia must not create many chocolates that draco may make,petunia must not create many chocolates that draco may make,9,10,10,1,1,1,1,1,1,0,1
fred can not create a cookie which ron must eat,fred can not create a cookie which ron must eat,9,10,10,1,1,1,1,1,1,0,1
voldemort must not eat the cookie which petunia must make,voldemort must not eat the cookie which petunia must make,9,10,10,1,1,1,1,1,1,0,1
neville should not chew a cake,neville should not chew a cake,5,6,6,1,1,1,1,1,1,0,1
draco should not prepare many eclaires,draco should not prepare many eclaires,5,6,6,1,1,1,1,1,1,0,1
snape can not sprinkle the chocolates,snape can not sprinkle the chocolates,5,6,6,1,1,1,1,1,1,0,1
harry may not hide the pancakes,harry may not hide the pancakes,5,6,6,1,1,1,1,1,1,0,1
fred can not wiggle since mcgonagall can sprinkle the strudels,fred can not wiggle since mcgonagall can sprinkle the strudels,9,10,10,1,1,1,1,1,1,0,1
lily should not make the cookies which he should sprinkle,lily should not make the cookies which he should sprinkle,9,10,10,1,1,1,1,1,1,0,1
lupin must not assemble a cake that mcgonagall can arrange,lupin must not assemble a cake that mcgonagall can arrange,9,10,10,1,1,1,1,1,1,0,1
petunia must not hide many cookies which neville should hide,petunia must not hide many cookies which neville should hide,9,10,10,1,1,1,1,1,1,0,1
petunia may not swim,petunia may not swim,3,4,4,1,1,1,1,1,1,0,1
james may not swim,james may not swim,3,4,4,1,1,1,1,1,1,0,1
albus should not laugh,albus should not laugh,3,4,4,1,1,1,1,1,1,0,1
since sirius must hide the cakes a professor may not assemble a pancake because the professor can eat a baklava,since sirius must hide the cakes a professor may not assemble a pancake because the professor can eat a baklava,19,20,20,1,1,1,1,1,1,0,1
since dobby may assemble a souffle that dobby may gobble voldemort should not arrange many strudels that harry may eat,since dobby may assemble a souffle that dobby may gobble voldemort should not arrange many strudels that harry may eat,19,20,20,1,1,1,1,1,1,0,1
a student should not sprinkle the cookie that dobby can make since george must swim,a student should not sprinkle the cookie that dobby can make since george must swim,14,15,15,1,1,1,1,1,1,0,1
lupin can not chew the souffle,lupin can not chew the souffle,5,6,6,1,1,1,1,1,1,0,1
draco must not prepare a croissant,draco must not prepare a croissant,5,6,6,1,1,1,1,1,1,0,1
lily may not sprinkle many croissants,lily may not sprinkle many croissants,5,6,6,1,1,1,1,1,1,0,1
she must not create the baklava,she must not create the baklava,5,6,6,1,1,1,1,1,1,0,1
petunia should not arrange a croissant,petunia should not arrange a croissant,5,6,6,1,1,1,1,1,1,0,1
fred should not eat the croissants,fred should not eat the croissants,5,6,6,1,1,1,1,1,1,0,1
lupin should not gobble the croissants,lupin should not gobble the croissants,5,6,6,1,1,1,1,1,1,0,1
george should not create a croissant,george should not create a croissant,5,6,6,1,1,1,1,1,1,0,1
lupin should not make the eclaire,lupin should not make the eclaire,5,6,6,1,1,1,1,1,1,0,1
since draco must sprinkle a souffle a wizard must not make the eclaires,since draco must sprinkle a souffle a wizard must not make the eclaires,12,13,13,1,1,1,1,1,1,0,1
hagrid should not make many strudels since a student should sprinkle a doughnut,hagrid should not make many strudels since a student should sprinkle a doughnut,12,13,13,1,1,1,1,1,1,0,1
since harry must assemble the croissants the witch should not assemble the baklava,since harry must assemble the croissants the witch should not assemble the baklava,12,13,13,1,1,1,1,1,1,0,1
vernon must not prepare many chocolates which hagrid should gobble,vernon must not prepare many chocolates which hagrid should gobble,9,10,10,1,1,1,1,1,1,0,1
neville may not make a pancake which she must arrange,neville may not make a pancake which she must arrange,9,10,10,1,1,1,1,1,1,0,1
harry must not jump since lupin must make the chocolates,harry must not jump since lupin must make the chocolates,9,10,10,1,1,1,1,1,1,0,1
lily can not arrange the croissants which she should gobble,lily can not arrange the croissants which she should gobble,9,10,10,1,1,1,1,1,1,0,1
fred should not hide the strudel that sirius should hide,fred should not hide the strudel that sirius should hide,9,10,10,1,1,1,1,1,1,0,1
james should not chew the cake,james should not chew the cake,5,6,6,1,1,1,1,1,1,0,1
ginny can not prepare the cookies,ginny can not prepare the cookies,5,6,6,1,1,1,1,1,1,0,1
he may not make the eclaire,he may not make the eclaire,5,6,6,1,1,1,1,1,1,0,1
she should not sprinkle the eclaire,she should not sprinkle the eclaire,5,6,6,1,1,1,1,1,1,0,1
petunia may not assemble the pancakes,petunia may not assemble the pancakes,5,6,6,1,1,1,1,1,1,0,1
snape should not arrange the strudels which harry can gobble,snape should not arrange the strudels which harry can gobble,9,10,10,1,1,1,1,1,1,0,1
draco must not eat many pancakes that snape must gobble,draco must not eat many pancakes that snape must gobble,9,10,10,1,1,1,1,1,1,0,1
a wizard may not eat the chocolates since james must smile,a wizard may not eat the chocolates since james must smile,10,11,11,1,1,1,1,1,1,0,1
dobby can not gobble the cake that a witch may eat,dobby can not gobble the cake that a witch may eat,10,11,11,1,1,1,1,1,1,0,1
the student must not create the chocolates that voldemort should hide,the student must not create the chocolates that voldemort should hide,10,11,11,1,1,1,1,1,1,0,1
dobby may not assemble the cookie that a student must gobble,dobby may not assemble the cookie that a student must gobble,10,11,11,1,1,1,1,1,1,0,1
voldemort should not assemble the souffle,voldemort should not assemble the souffle,5,6,6,1,1,1,1,1,1,0,1
she must not prepare a doughnut,she must not prepare a doughnut,5,6,6,1,1,1,1,1,1,0,1
ginny may not chew the souffle,ginny may not chew the souffle,5,6,6,1,1,1,1,1,1,0,1
harry must not chew a eclaire,harry must not chew a eclaire,5,6,6,1,1,1,1,1,1,0,1
fred must not eat many souffles,fred must not eat many souffles,5,6,6,1,1,1,1,1,1,0,1
a wizard should not sprinkle a cookie which george can create,a wizard should not sprinkle a cookie which george can create,10,11,11,1,1,1,1,1,1,0,1
the student may not arrange the baklava which snape should chew,the student may not arrange the baklava which snape should chew,10,11,11,1,1,1,1,1,1,0,1
vernon must not arrange a chocolate that the wizard can arrange,vernon must not arrange a chocolate that the wizard can arrange,10,11,11,1,1,1,1,1,1,0,1
hagrid should not sprinkle the strudel which a professor must create,hagrid should not sprinkle the strudel which a professor must create,10,11,11,1,1,1,1,1,1,0,1
the professor may not gobble a baklava which hagrid must prepare,the professor may not gobble a baklava which hagrid must prepare,10,11,11,1,1,1,1,1,1,0,1
harry must not giggle,harry must not giggle,3,4,4,1,1,1,1,1,1,0,1
voldemort can not party,voldemort can not party,3,4,4,1,1,1,1,1,1,0,1
george should not giggle,george should not giggle,3,4,4,1,1,1,1,1,1,0,1
snape should not laugh,snape should not laugh,3,4,4,1,1,1,1,1,1,0,1
she must not smile,she must not smile,3,4,4,1,1,1,1,1,1,0,1
draco should not run,draco should not run,3,4,4,1,1,1,1,1,1,0,1
hagrid must not swim,hagrid must not swim,3,4,4,1,1,1,1,1,1,0,1
ron must not giggle,ron must not giggle,3,4,4,1,1,1,1,1,1,0,1
voldemort must not laugh,voldemort must not laugh,3,4,4,1,1,1,1,1,1,0,1
hagrid must not smile,hagrid must not smile,3,4,4,1,1,1,1,1,1,0,1
neville should not party,neville should not party,3,4,4,1,1,1,1,1,1,0,1
the witch may not run,the witch may not run,4,5,5,1,1,1,1,1,1,0,1
the student can not walk,the student can not walk,4,5,5,1,1,1,1,1,1,0,1
since fred should arrange the cake draco must not hide the eclaires that fred should eat,since fred should arrange the cake draco must not hide the eclaires that fred should eat,15,16,16,1,1,1,1,1,1,0,1
neville must not prepare the strudels that lily must assemble since he should create the strudel,neville must not prepare the strudels that lily must assemble since he should create the strudel,15,16,16,1,1,1,1,1,1,0,1
