target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
since a professor must chew the cakes george may not prepare the strudels,since a professor must chew the cakes george may not prepare the strudels,12,13,13,1,1,1,1,1,1
since a wizard can chew the souffle petunia should not create the doughnut,since a wizard can chew the souffle petunia should not create the doughnut,12,13,13,1,1,1,1,1,1
since mcgonagall can make a pancake that draco can make a professor may not giggle,since mcgonagall can make a pancake that draco can make a professor may not giggle,14,15,15,1,1,1,1,1,1
since a witch should laugh snape should not assemble a doughnut that george should chew,since a witch should laugh snape should not assemble a doughnut that george should chew,14,15,15,1,1,1,1,1,1
because she should prepare a doughnut that a professor should sprinkle albus must not walk,because she should prepare a doughnut that a professor should sprinkle albus must not walk,14,15,15,1,1,1,1,1,1
because ron should smile vernon must not eat a cookie that the professor should sprinkle,because ron should smile vernon must not eat a cookie that the professor should sprinkle,14,15,15,1,1,1,1,1,1
because the student should chew the pancakes that harry should chew petunia can not walk,because the student should chew the pancakes that harry should chew petunia petunia can walk,14,15,15,0,N/A,N/A,N/A,0,0
because a professor should chew a chocolate that dobby must chew snape should not prepare the croissants that a professor must chew,because a professor should chew a chocolate that dobby must chew snape should not prepare the croissants that a professor must chew,21,22,22,1,1,1,1,1,1
because lupin should make the chocolates that hermione may sprinkle because ginny must eat a eclaire hermione may not sprinkle a cake,because lupin should make the chocolates that hermione may sprinkle because ginny must eat a eclaire hermione may sprinkle a wizard must eat,21,22,23,0,N/A,N/A,N/A,0,0
since petunia may assemble a pancake which harry must arrange because vernon may make a pancake petunia can not hide the doughnuts,since petunia may assemble a pancake which harry must arrange because vernon vernon may make a pancake petunia can hide the doughnuts,21,22,22,0,N/A,N/A,N/A,0,0
since a wizard can make a strudel that dobby can arrange the witch must not eat many pancakes that she must chew,since a wizard can make a strudel that dobby can arrange the witch must not eat many pancakes that she must chew,21,22,22,1,1,1,1,1,1
since dobby may prepare the doughnuts that draco should assemble ginny should not hide the strudel since draco should create the croissant,since dobby may prepare the doughnuts that draco should assemble ginny should not hide the strudel since draco should create the croissant since draco should create the croissant,21,22,28,0,0,0,1,1,1
since hermione must prepare the pancakes because james must chew the cookie that a student should prepare he can not create the cake,since hermione must prepare the pancakes because james must chew the cookie that a student should prepare,22,23,17,0,0,0,0,0,1
since ginny must eat a chocolate which the professor may sprinkle she can not sprinkle the cookie that the student must gobble,since ginny must eat a chocolate which the professor may sprinkle she can not sprinkle the cookie that the student must gobble,21,22,22,1,1,1,1,1,1
since the witch can eat many strudels that james must create ginny must not make the cakes that a professor should chew,since the witch can eat many strudels that james must create ginny must not make the cakes that a professor should chew,21,22,22,1,1,1,1,1,1
because hermione must assemble the baklava since james must eat the croissants which lupin should gobble ron can not create the cake,because hermione must assemble the baklava since james must eat the croissants which lupin must eat many croissants,21,22,18,0,N/A,N/A,N/A,0,0
since harry must arrange the chocolate that george must eat a professor may not eat the souffles that a student can create,since harry must arrange the chocolate that george must eat a professor may not eat the souffles that a student can create,21,22,22,1,1,1,1,1,1
since vernon can swim lily should not create the eclaire that lily can make,since vernon can swim lily should not create the eclaire that lily can make,13,14,14,1,1,1,1,1,1
since draco should hiccup george should not prepare the croissants which hagrid may prepare,since draco should hiccup george should not prepare the croissants which hagrid may prepare,13,14,14,1,1,1,1,1,1
because lily can party neville should not sprinkle many doughnuts that sirius may gobble,because lily can party neville should not sprinkle many doughnuts that sirius may gobble,13,14,14,1,1,1,1,1,1
since ron may make a eclaire that ginny may hide he can not giggle,since ron may make a eclaire that ginny may hide he can not giggle,13,14,14,1,1,1,1,1,1
since neville can arrange many cookies which petunia can create hermione should not smile,since neville can arrange many cookies which petunia can create many should not smile,13,14,14,0,N/A,N/A,N/A,1,0
since she must hide a eclaire which the wizard can create sirius must not prepare the strudel,since she must hide a eclaire which the wizard can create sirius must not prepare the strudel,16,17,17,1,1,1,1,1,1
because hermione should sprinkle the cookies vernon must not gobble the baklava that the professor can sprinkle,because hermione should sprinkle the cookies vernon must not gobble the baklava that the professor can sprinkle,16,17,17,1,1,1,1,1,1
because the professor must arrange the souffles which vernon must arrange fred must not sprinkle many baklava,because the professor must arrange the souffles which vernon must arrange fred must not sprinkle many baklava,16,17,17,1,1,1,1,1,1
because sirius must sprinkle the doughnuts that petunia can eat the student should not create the cake,because sirius must sprinkle the doughnuts that petunia can eat the student should not create the cake,16,17,17,1,1,1,1,1,1
since harry must make the souffle a professor may not chew the baklava which lily can chew,since harry must make the souffle a professor may not chew the baklava which lily can chew,16,17,17,1,1,1,1,1,1
because sirius must wiggle snape may not arrange the strudel,because sirius must wiggle snape may not arrange the strudel,9,10,10,1,1,1,1,1,1
because ron must create the pancake mcgonagall can not walk,because ron must create the pancake mcgonagall can not walk,9,10,10,1,1,1,1,1,1
since hermione must walk james can not chew the pancakes,since hermione must walk james can not chew the pancakes,9,10,10,1,1,1,1,1,1
because he can gobble many cookies voldemort must not wiggle,because he can gobble many cookies voldemort must not wiggle,9,10,10,1,1,1,1,1,1
since james can hide the souffles he may not wiggle,since james can hide the souffles he may not wiggle,9,10,10,1,1,1,1,1,1
since neville may hide the cake that harry should eat a professor should not eat a cake which albus can arrange,since neville may hide the cake that harry should eat a professor should not eat a cake which albus can arrange,20,21,21,1,1,1,1,1,1
since ron can gobble the baklava which mcgonagall can arrange albus should not prepare a strudel that a student may prepare,since ron can gobble the baklava which mcgonagall can arrange albus should not prepare a strudel that a student may prepare,20,21,21,1,1,1,1,1,1
because a student should laugh because albus may assemble a croissant which james may prepare draco should not arrange a chocolate,because a student should laugh because albus may assemble a croissant which james may assemble a draco should arrange a chocolate,20,21,21,0,N/A,N/A,N/A,0,0
because the wizard may eat the cookie which ginny may sprinkle fred must not party since vernon should gobble many chocolates,because the wizard may eat the cookie which ginny may sprinkle fred must not hide since vernon should gobble many chocolates,20,21,21,0,1,1,1,0,1
because hagrid must smile the professor must not hide the cookie that ron should eat since neville should arrange the pancakes,because hagrid must smile the professor must not hide the cookie that ron should eat since neville should arrange the pancakes,20,21,21,1,1,1,1,1,1
because dobby should giggle since a witch may eat many cookies dobby should not create the souffles,because dobby should giggle since a witch may not eat many cookies dobby should create the souffles,16,17,17,0,0,0,0,0,1
since the student should arrange a croissant that james can prepare hermione must not make a doughnut,since the student should arrange a croissant that james can prepare hermione must not make a doughnut,16,17,17,1,1,1,1,1,1
since snape must assemble a cake hagrid should not assemble the strudel that a witch may gobble,since snape must assemble a cake hagrid should not assemble the strudel that a witch may gobble,16,17,17,1,1,1,1,1,1
because fred may create the eclaire that a professor can gobble neville must not eat the pancakes,because fred may create the eclaire that a professor can gobble neville must not eat the pancakes,16,17,17,1,1,1,1,1,1
since draco must assemble the eclaires that snape must chew the student must not gobble a baklava,since draco must assemble the eclaires that snape must chew the student must not gobble a baklava,16,17,17,1,1,1,1,1,1
because vernon can assemble the pancakes voldemort can not hide the cakes that a professor should create,because vernon can assemble the pancakes voldemort can not hide the cakes that a professor should create,16,17,17,1,1,1,1,1,1
since the wizard should eat the strudels which snape should sprinkle draco should not chew a souffle,since the wizard should eat the strudels which snape should sprinkle draco should not chew a souffle,16,17,17,1,1,1,1,1,1
since george may make many pancakes that she may arrange the professor must not hide the souffles,since george may make many pancakes that she may arrange the professor must not hide the souffles,16,17,17,1,1,1,1,1,1
because vernon must assemble a strudel a witch must not sprinkle the strudel that vernon should prepare,because vernon must assemble a strudel a witch must not sprinkle the strudel that vernon should prepare,16,17,17,1,1,1,1,1,1
since neville should gobble the croissant that the student must sprinkle sirius may not eat the eclaire,since neville should gobble the croissant that the student must sprinkle sirius may not eat the eclaire,16,17,17,1,1,1,1,1,1
because fred should run because mcgonagall should arrange the souffles that hermione should assemble hagrid must not sprinkle the croissant that vernon should arrange,because fred should run because mcgonagall should arrange the souffles that hermione should not assemble hagrid must sprinkle the croissant that vernon must sprinkle,23,24,24,0,N/A,N/A,N/A,0,0
because dobby should arrange the chocolate which ginny must create since a student can gobble many cookies neville may not chew the cakes,because dobby should arrange the chocolate which ginny must create since a student can gobble many cookies,22,23,17,0,0,0,0,0,1
because a witch should eat the souffles that a wizard may assemble a professor should not gobble the strudels which mcgonagall can arrange,because a witch should eat the souffles that a wizard may assemble a professor should not gobble the strudels which mcgonagall can gobble the strudels which mcgonagall can gobble,22,23,29,0,N/A,N/A,N/A,1,0
since lily can chew the cakes since the witch should walk the student should not sprinkle many souffles that the student should arrange,since lily can chew the cakes since the witch should walk the cakes student should sprinkle many souffles that the student should sprinkle,22,23,23,0,N/A,N/A,N/A,0,0
since mcgonagall should gobble many croissants that a witch must sprinkle hermione must not gobble the souffles because ron should chew the cookies,since mcgonagall should gobble many croissants that a witch must sprinkle hermione must not gobble the souffles because ron should chew the souffles,22,23,23,0,1,1,1,1,1
since a witch should eat the doughnut which ron may hide the witch can not assemble the eclaires,since a witch should eat the doughnut which ron may hide the witch can not assemble the eclaires,17,18,18,1,1,1,1,1,1
since fred should party because albus can giggle since sirius must jump she may not chew the souffle,since fred should party because albus can giggle since since sirius must jump she may chew the souffle,17,18,18,0,N/A,N/A,N/A,0,0
since the professor may gobble the cookie which james should assemble a witch may not hide the pancake,since the professor may gobble the cookie which james should assemble a witch may not hide the pancake,17,18,18,1,1,1,1,1,1
because snape must arrange the chocolates harry can not hide the pancakes since hagrid should gobble a croissant,because snape must arrange the chocolates harry can not hide the pancakes since hagrid should gobble a croissant,17,18,18,1,1,1,1,1,1
since the witch may gobble the baklava since a wizard should laugh he must not arrange a baklava,since the witch may gobble the baklava since since a wizard should laugh he must arrange a baklava,17,18,18,0,N/A,N/A,N/A,0,0
since voldemort can arrange the cookies that ron must hide he must not hide a cake,since voldemort can arrange the cookies that ron must hide hide must not hide a cake,15,16,16,0,N/A,N/A,N/A,1,0
because he must sprinkle the chocolates petunia must not arrange the doughnut that hermione must create,because he must sprinkle the chocolates petunia must not arrange the doughnut that hermione must create,15,16,16,1,1,1,1,1,1
since hagrid may eat the doughnut neville may not create the cakes because hermione must swim,since hagrid may eat the doughnut neville may not create the cakes because hermione must swim,15,16,16,1,1,1,1,1,1
since hermione may chew the strudels he should not make the doughnut that lupin should gobble,since hermione may chew the strudels he should not make the doughnut that lupin should gobble,15,16,16,1,1,1,1,1,1
since fred must gobble the souffles that dobby should gobble harry should not gobble the cookies,since fred must gobble the souffles that dobby should not gobble harry should gobble the cookies,15,16,16,0,N/A,N/A,N/A,1,0
since hagrid can giggle because snape should prepare a croissant dobby must not arrange the croissant since a professor must smile,since hagrid can giggle because snape should not prepare a croissant dobby must arrange the croissant since a professor must smile,20,21,21,0,0,0,0,0,1
because she can gobble a eclaire that a student should chew snape should not sprinkle the chocolates that dobby should chew,because she can gobble a eclaire that a student should chew snape should not sprinkle the chocolates that dobby should chew,20,21,21,1,1,1,1,1,1
since neville should make the chocolates because a wizard may giggle hagrid can not assemble a souffle which neville must make,since neville should make the chocolates because a wizard may giggle hagrid can not assemble a souffle which neville must make,20,21,21,1,1,1,1,1,1
since a professor should sprinkle the doughnut that harry must assemble draco should not chew the chocolates that lily must gobble,since a professor should sprinkle the doughnut that harry must assemble draco should not chew the chocolates that lily must gobble,20,21,21,1,1,1,1,1,1
since harry must eat the cookies that hermione must hide a wizard should not arrange a chocolate that draco can prepare,since harry must eat the cookies that hermione must hide a wizard should not arrange a chocolate that draco can prepare,20,21,21,1,1,1,1,1,1
because the wizard may swim the witch should not hide the chocolates which hagrid may hide,because the wizard may swim the witch should not hide the chocolates which hagrid may hide,15,16,16,1,1,1,1,1,1
since lily can gobble the eclaires snape may not chew a croissant which fred should prepare,since lily can gobble the eclaires snape may not chew a croissant which fred should prepare,15,16,16,1,1,1,1,1,1
since fred should eat the strudel that draco must create george must not create the chocolates,since fred should eat the strudel that draco must create the must create the chocolates,15,16,15,0,N/A,N/A,N/A,0,0
since hermione should chew a cookie petunia can not gobble a croissant which neville should assemble,since hermione should chew a cookie petunia can not gobble a croissant which neville should assemble,15,16,16,1,1,1,1,1,1
since draco may make the cookies which lupin can prepare voldemort must not gobble the souffles,since draco may make the cookies which lupin can prepare voldemort must not gobble the souffles,15,16,16,1,1,1,1,1,1
since ron can gobble the croissants that sirius must create james must not hide many baklava,since ron can gobble the croissants that sirius must not create james must hide many baklava,15,16,16,0,N/A,N/A,N/A,0,0
because ron should chew the baklava which petunia should make he should not eat the pancakes,because ron should chew the baklava which petunia should make he should not eat the pancakes,15,16,16,1,1,1,1,1,1
because petunia can prepare the baklava mcgonagall must not sprinkle many pancakes which draco must sprinkle,because petunia can prepare the baklava mcgonagall must not sprinkle many pancakes which draco must sprinkle,15,16,16,1,1,1,1,1,1
because snape must create a baklava since he can hide the souffles albus should not smile,because snape must create a baklava since he can hide the souffles since albus should smile,15,16,16,0,0,0,0,0,1
because lupin can chew the eclaire because harry should wiggle he must not gobble the doughnuts,because lupin can chew the eclaire because harry should wiggle he must not gobble the doughnuts,15,16,16,1,1,1,1,1,1
because neville should swim she may not arrange a souffle,because neville should swim she may not arrange a souffle,9,10,10,1,1,1,1,1,1
because lily may sprinkle the doughnut ron must not wiggle,because lily may sprinkle the doughnut ron must not wiggle,9,10,10,1,1,1,1,1,1
since ron can walk neville must not eat the cookies,since ron can walk neville must not eat the cookies,9,10,10,1,1,1,1,1,1
because ron must swim harry should not sprinkle the croissant,because ron must swim harry should not sprinkle the croissant,9,10,10,1,1,1,1,1,1
since he must arrange the cookies george should not hiccup,since he must arrange the cookies george should not hiccup,9,10,10,1,1,1,1,1,1
because mcgonagall may chew a eclaire that a wizard must hide james must not assemble many eclaires that snape should assemble,because mcgonagall may chew a eclaire that a wizard must hide james must not assemble many eclaires that snape should assemble,20,21,21,1,1,1,1,1,1
since the wizard must sprinkle the baklava which neville should chew neville should not sprinkle the eclaires that lily should gobble,since the wizard must sprinkle the baklava which neville should chew neville should not sprinkle the eclaires that lily should gobble,20,21,21,1,1,1,1,1,1
because lupin can eat the souffles which a wizard must make albus should not gobble the cookies that ron should hide,because lupin can eat the souffles which a wizard must make albus should not gobble the cookies that ron should hide,20,21,21,1,1,1,1,1,1
since draco should eat the cake that hagrid should prepare because sirius can create the strudels a professor should not laugh,since draco should eat the cake that hagrid should prepare because sirius can not create the strudels a professor should laugh,20,21,21,0,0,0,0,0,1
because fred must gobble many pancakes that george can chew she can not eat the souffles that the professor may eat,because fred must gobble many pancakes that george can chew she can not eat the souffles that the professor may eat,20,21,21,1,1,1,1,1,1
since vernon may make the cakes which lily can create albus may not gobble a croissant that he can hide,since vernon may make the cakes which lily can create albus may not gobble a croissant that he can hide,19,20,20,1,1,1,1,1,1
since she may make the eclaires hagrid should not smile because george can arrange the strudel which voldemort must sprinkle,since she may make the eclaires hagrid should not smile because george can arrange the strudel which voldemort must sprinkle,19,20,20,1,1,1,1,1,1
since james should create many cookies which ron can hide james can not make the cake that he may make,since james should create many cookies which ron can hide james can not make the cake that he may make,19,20,20,1,1,1,1,1,1
since voldemort must prepare the souffle that draco should hide since he may make the eclaire she must not run,since voldemort must prepare the souffle that draco should hide since he may not make the eclaire she must run,19,20,20,0,0,0,0,0,1
since ginny may hide the baklava that hermione can arrange voldemort can not assemble a cookie that he should arrange,since ginny may hide the baklava that hermione can arrange voldemort can not assemble a cookie that he should arrange,19,20,20,1,1,1,1,1,1
since hermione should sprinkle the chocolates snape may not hide the cookies which albus should prepare because james must run,since hermione should sprinkle the chocolates snape may not hide the cookies which albus should prepare because james must run,19,20,20,1,1,1,1,1,1
because dobby must eat a eclaire which vernon must make mcgonagall can not hide the cookie which ginny should sprinkle,because dobby must eat a eclaire which vernon must make mcgonagall can hide the cookie which ginny should sprinkle,19,20,19,0,0,0,0,0,1
since petunia may chew a baklava she may not wiggle because voldemort must arrange the eclaires that harry must assemble,since petunia may chew a baklava she may not wiggle because voldemort must arrange the eclaires that harry must assemble,19,20,20,1,1,1,1,1,1
since a wizard must chew many eclaires petunia must not eat the cakes because hagrid should arrange the cakes,since a wizard must chew many eclaires petunia must not eat the cakes because hagrid should arrange the cakes,18,19,19,1,1,1,1,1,1
because the professor may assemble a cake which the student should arrange the professor should not assemble many cookies,because the professor may assemble a cake which the student should arrange the professor should not assemble many cookies,18,19,19,1,1,1,1,1,1
because voldemort can eat the cake which sirius must arrange since a wizard must eat the baklava he must not eat the strudels,because voldemort can eat the cake which sirius must arrange since a wizard must eat the baklava,22,23,17,0,0,0,0,0,1
since a student can prepare a pancake because vernon may sprinkle the baklava neville must not prepare many strudels which harry must gobble,since a student can prepare a pancake because vernon may sprinkle the baklava neville must prepare many strudels which harry must hide many strudels which harry must gobble,22,23,28,0,N/A,N/A,N/A,0,0
since snape must arrange the chocolates james should not chew the croissants since a witch can make the croissants which lily should make,since snape must arrange the chocolates james should not chew the croissants since a witch can make the croissants which lily should make,22,23,23,1,1,1,1,1,1
because lupin should sprinkle the cakes because he can sprinkle many cakes a professor should not eat the strudels that james must assemble,because lupin should sprinkle the cakes because he can sprinkle many cakes a professor should eat the strudels that james must eat,22,23,22,0,0,0,0,0,1
because snape must create the strudels since a professor must run because ron can prepare the eclaire draco should not make the doughnut,because snape must create the strudels since a professor must run because ron ron can prepare the eclaire draco should make the eclaire,22,23,23,0,N/A,N/A,N/A,0,0
because mcgonagall must jump since voldemort should chew a eclaire james may not smile because petunia may arrange the strudels,because mcgonagall must jump since voldemort should chew a eclaire eclaire james may smile because petunia may arrange the strudels,19,20,20,0,N/A,N/A,N/A,0,0
because voldemort must jump ginny should not eat the croissants that hermione must arrange because petunia should eat a cookie,because voldemort must jump ginny should not eat the croissants that hermione must arrange because petunia should eat a cookie,19,20,20,1,1,1,1,1,1
because hermione should hide the souffle a witch should not prepare the cookies because a student may eat the chocolates,because hermione should hide the souffle a witch should not prepare the cookies because a student may eat the chocolates,19,20,20,1,1,1,1,1,1
since dobby can walk because petunia must sprinkle the strudels harry should not hide the cookie which ginny should chew,since dobby can walk because petunia must sprinkle the strudels harry should hide the cookie which ginny should chew,19,20,19,0,0,0,0,0,1
since a wizard should create the cookies the wizard may not arrange the cakes because petunia should assemble the croissants,since a wizard should create the cookies the wizard may not arrange the cakes because petunia should assemble the croissants,19,20,20,1,1,1,1,1,1
since lily may giggle she may not assemble the croissant,since lily may giggle she may not assemble the croissant,9,10,10,1,1,1,1,1,1
because draco should smile lupin may not create the doughnuts,because draco should smile lupin may not create the doughnuts,9,10,10,1,1,1,1,1,1
because voldemort can run he should not hide the chocolates,because voldemort can run he should not hide the chocolates,9,10,10,1,1,1,1,1,1
since snape must laugh snape can not make the cake,since snape must laugh snape can not make the cake,9,10,10,1,1,1,1,1,1
because vernon can party ginny must not make many cakes,because vernon can party ginny must not make many cakes,9,10,10,1,1,1,1,1,1
because a student must gobble the pancakes that a student should gobble neville must not eat the baklava,because a student must gobble the pancakes that a student should gobble neville must not eat the baklava,17,18,18,1,1,1,1,1,1
since petunia should prepare the doughnut that a professor may eat the professor must not prepare the strudels,since petunia should prepare the doughnut that a professor may eat the professor must not prepare the strudels,17,18,18,1,1,1,1,1,1
because he should eat the cookie which petunia must assemble since lily can laugh neville must not run,because he should eat the cookie which petunia must assemble since lily can laugh neville must run,17,18,17,0,0,0,0,0,1
since a wizard may hide the croissants that a professor should sprinkle she should not make the cookies,since a wizard may hide the croissants that a professor should sprinkle sprinkle she should not make,17,18,17,0,N/A,N/A,N/A,1,0
since hermione can create the strudels because dobby can assemble the eclaires lily may not hide a cake,since hermione can create the strudels because dobby can assemble the eclaires lily may not hide a cake,17,18,18,1,1,1,1,1,1
because ron should gobble the cakes vernon should not make a chocolate,because ron should gobble the cakes vernon should not make a chocolate,11,12,12,1,1,1,1,1,1
because hermione may chew a eclaire lily should not arrange the eclaires,because hermione may chew a eclaire lily should not arrange the eclaires,11,12,12,1,1,1,1,1,1
because voldemort must prepare the eclaires draco should not prepare the doughnuts,because voldemort must prepare the eclaires draco should not prepare the doughnuts,11,12,12,1,1,1,1,1,1
since snape must make the cookies hagrid may not gobble the pancake,since snape must make the cookies hagrid may not gobble the pancake,11,12,12,1,1,1,1,1,1
because ginny should make the cakes lily can not chew the baklava,because ginny should make the cakes lily can not chew the baklava,11,12,12,1,1,1,1,1,1
since the student must wiggle since a wizard should assemble the doughnut that hermione can make draco can not hide the strudels,since the student must wiggle since since a wizard should assemble the doughnut that hermione can make draco can hide the strudels,21,22,22,0,N/A,N/A,N/A,0,0
because the professor should arrange the croissant since the professor may chew the cookie which george must arrange fred must not swim,because the professor should arrange the croissant since the professor may chew the witch should assemble the baklava,21,22,18,0,0,0,0,0,1
since ron should eat the strudels hagrid must not gobble the strudels which lupin may eat because lily may make the eclaire,since ron should eat the strudels hagrid must not gobble the strudels which lupin may eat because lily may make the eclaire,21,22,22,1,1,1,1,1,1
since dobby should chew many strudels because hagrid may chew the cookies that lily should eat snape should not make a doughnut,since dobby should chew many strudels because hagrid may chew the cookies that lily should eat snape should make a doughnut,21,22,21,0,0,0,0,0,1
since he must assemble the eclaires she can not create a souffle since ginny must create the baklava that hagrid should arrange,since he must assemble the eclaires she can not create a souffle since ginny must create the baklava that hagrid should arrange,21,22,22,1,1,1,1,1,1
since draco can gobble many souffles since dobby should hide the cookie which hagrid should make hermione must not chew the croissants,since draco can gobble many souffles since since dobby should hide the cookie which hagrid should make hermione must chew the croissants,21,22,22,0,N/A,N/A,N/A,0,0
since snape must chew the cake hagrid may not jump since snape should arrange the cookies because sirius must make a eclaire,since snape must chew the cake hagrid may not jump since snape should arrange the cookies because sirius must make a eclaire,21,22,22,1,1,1,1,1,1
because lily can hide the cookies which she may prepare since neville can create many doughnuts petunia should not make the doughnuts,because lily can hide the cookies which she may prepare since neville can create many doughnuts petunia should make the doughnuts doughnuts petunia should make the doughnuts,21,22,27,0,N/A,N/A,N/A,0,0
since james can hide the pancake because she can giggle lily should not eat many chocolates since he can chew the doughnuts,since james can hide the pancake because she can giggle lily should eat eat many chocolates since he can chew the doughnuts,21,22,22,0,N/A,N/A,N/A,0,0
since sirius should prepare the baklava draco must not sprinkle a eclaire that draco should chew because lupin must chew a eclaire,since sirius should prepare the baklava draco must not sprinkle a eclaire that draco should chew because lupin must chew a eclaire,21,22,22,1,1,1,1,1,1
since she should assemble a souffle mcgonagall must not eat the pancake that a wizard must make,since she should assemble a souffle mcgonagall must not eat the pancake that a wizard must make,16,17,17,1,1,1,1,1,1
because ron must chew the baklava that lupin may chew a witch must not gobble the baklava,because ron must chew the baklava that lupin may chew a witch must not gobble the baklava,16,17,17,1,1,1,1,1,1
because hagrid can chew a pancake ginny must not prepare a eclaire which the student should hide,because hagrid can chew a pancake ginny must not prepare a eclaire which the student should hide,16,17,17,1,1,1,1,1,1
because fred should gobble the strudel james must not make a cookie which the student may sprinkle,because fred should gobble the strudel james must not make a cookie which the student may sprinkle,16,17,17,1,1,1,1,1,1
because he must create many doughnuts that the student may create james must not chew the pancake,because he must create many doughnuts that the student may create james james must not chew the,16,17,17,0,N/A,N/A,N/A,1,0
since harry must arrange the baklava which neville can prepare lily can not giggle,since harry must arrange the baklava which neville can prepare lily can not giggle,13,14,14,1,1,1,1,1,1
since dobby may assemble the eclaire that neville must arrange ginny must not giggle,since dobby may assemble the eclaire that neville must arrange ginny must not giggle,13,14,14,1,1,1,1,1,1
because vernon must run draco may not assemble many eclaires that she must sprinkle,because vernon must run draco may not assemble many eclaires that she must sprinkle,13,14,14,1,1,1,1,1,1
because harry must chew a cake which george can gobble neville must not giggle,because harry must chew a cake which george can gobble a must not giggle,13,14,14,0,N/A,N/A,N/A,1,0
since lily should sprinkle the croissant that albus should gobble fred can not walk,since lily should sprinkle the croissant that albus should gobble fred can not walk,13,14,14,1,1,1,1,1,1
because dobby may laugh voldemort may not chew the cakes since mcgonagall must assemble the chocolates because a student can sprinkle the croissants,because dobby may laugh voldemort may not chew the cakes since mcgonagall must assemble the chocolates because a student can sprinkle the doughnut,22,23,23,0,0,1,1,1,1
because james must gobble a souffle that james should assemble the witch may not make the baklava which a student can hide,because james must gobble a souffle that james should assemble the witch that james should assemble the witch may make the baklava which a student can hide,21,22,27,0,N/A,N/A,N/A,0,0
since ron must create a strudel petunia can not gobble the cake that lupin must chew because neville may gobble the souffle,since ron must create a strudel petunia can not gobble the cake that lupin must chew because neville may gobble the souffle,21,22,22,1,1,1,1,1,1
because ginny can create the strudels that a student should eat the professor should not make a souffle that dobby must hide,because ginny can create the strudels that a student should eat the professor should not make a souffle that dobby must hide,21,22,22,1,1,1,1,1,1
since he should arrange many doughnuts which a student may chew mcgonagall can not arrange a chocolate which the professor may assemble,since he should arrange many doughnuts which a student may chew mcgonagall can not arrange a chocolate which the professor may assemble,21,22,22,1,1,1,1,1,1
since hagrid can make the chocolates lupin may not giggle,since hagrid can make the chocolates lupin may not giggle,9,10,10,1,1,1,1,1,1
since dobby can create many cookies she must not swim,since dobby can create many cookies she must not swim,9,10,10,1,1,1,1,1,1
since albus should laugh james should not chew the cake,since albus should laugh james should not chew the cake,9,10,10,1,1,1,1,1,1
because ron must eat the souffles she should not swim,because ron must eat the souffles she should not swim,9,10,10,1,1,1,1,1,1
since she should sprinkle a cookie she should not hiccup,since she should sprinkle a cookie she should not hiccup,9,10,10,1,1,1,1,1,1
since sirius may sprinkle a cookie harry can not hide the doughnuts which draco must sprinkle,since sirius may sprinkle a cookie harry can not hide the doughnuts which draco must sprinkle,15,16,16,1,1,1,1,1,1
since ginny must arrange the doughnut albus should not gobble the cakes which hagrid can assemble,since ginny must arrange the doughnut albus should not gobble the cakes which hagrid can assemble,15,16,16,1,1,1,1,1,1
since he must chew the cake which neville should hide ginny may not assemble the croissants,since he must chew the cake which neville should hide ginny may not assemble the croissants,15,16,16,1,1,1,1,1,1
because lily should eat a souffle that snape may sprinkle fred should not sprinkle the eclaire,because lily should eat a souffle that snape may sprinkle fred should not sprinkle the eclaire,15,16,16,1,1,1,1,1,1
because sirius must eat a strudel neville must not arrange a strudel because vernon can hiccup,because sirius must eat a strudel neville must not arrange a strudel because vernon can hiccup,15,16,16,1,1,1,1,1,1
since fred may make a cake petunia may not gobble the doughnuts that ron can eat,since fred may make a cake petunia may not gobble the doughnuts that ron can eat,15,16,16,1,1,1,1,1,1
since lupin must assemble many strudels that hagrid may prepare snape should not eat the doughnuts,since lupin must assemble many strudels that hagrid may prepare snape should not eat the doughnuts,15,16,16,1,1,1,1,1,1
because draco can assemble the pancakes dobby can not eat the baklava that lupin should assemble,because draco can assemble the pancakes dobby can not eat the baklava that lupin should assemble,15,16,16,1,1,1,1,1,1
since hermione should eat many souffles vernon should not create the baklava which albus must prepare,since hermione should eat many souffles vernon should not create the baklava which albus must prepare,15,16,16,1,1,1,1,1,1
because sirius must arrange a eclaire that snape should prepare dobby must not hide a cookie,because sirius must arrange a eclaire that snape should prepare dobby must not hide a cookie,15,16,16,1,1,1,1,1,1
since ron may chew the doughnut snape must not chew a eclaire,since ron may chew the doughnut snape must not chew a eclaire,11,12,12,1,1,1,1,1,1
because hagrid may eat the croissants she must not sprinkle a strudel,because hagrid may eat the croissants she must not sprinkle a strudel,11,12,12,1,1,1,1,1,1
because vernon must hide a chocolate sirius should not gobble a cake,because vernon must hide a chocolate sirius should not gobble a cake,11,12,12,1,1,1,1,1,1
since snape must gobble a chocolate fred must not make a doughnut,since snape must gobble a chocolate fred must not make a doughnut,11,12,12,1,1,1,1,1,1
because hagrid must eat the chocolates he must not chew a cake,because hagrid must eat the chocolates he must not chew a cake,11,12,12,1,1,1,1,1,1
because petunia can arrange the cookie that the student should create she can not gobble the doughnut that neville can eat,because petunia can arrange the cookie that the student should create she can not gobble the doughnut that neville can eat,20,21,21,1,1,1,1,1,1
