target,prediction,source length,target length,prediction length,correct,Preserves Tree Structure,Preserves Significant Clauses,Negates Main Verb,Negates Target Verb,Parseable
because hagrid can chew the croissants ginny can not sprinkle the cookies,because he can not wiggle,11,12,5,0,0,0,0,0,1
snape should not arrange the doughnuts because ginny must create a pancake,snape should not assemble a cake,11,12,6,0,0,0,0,0,1
because sirius should sprinkle the souffles he may not sprinkle the croissants,because may may not the baklava,11,12,6,0,N/A,N/A,N/A,0,0
harry should not gobble a doughnut,harry may not prepare the eclaires,5,6,6,0,0,0,0,0,1
george may not sprinkle the cake,the professor can not,5,6,4,0,N/A,N/A,N/A,0,0
he must not prepare a souffle,he must not chew a pancake,5,6,6,0,1,0,0,0,1
fred can not assemble a doughnut,fred can not prepare a cookie,5,6,6,0,1,0,0,0,1
the student should not gobble the chocolate,the student should not sprinkle the baklava,6,7,7,0,1,0,0,0,1
a wizard must not make the souffle,a wizard must not make a eclaire,6,7,7,0,1,0,0,1,1
a professor must not prepare many cakes,a professor must not chew a eclaire,6,7,7,0,0,0,0,0,1
the witch must not hide the cakes,the professor must not chew the croissants,6,7,7,0,1,0,0,0,1
james must not gobble the cakes since voldemort may eat the strudels which dobby can eat,james should not eat the souffle which dobby should not eat the souffle which dobby should not eat the souffle,15,16,20,0,N/A,N/A,N/A,0,0
because the student should eat many souffles lily must not make the pancakes,because a student should hide the baklava,12,13,7,0,0,0,0,0,1
because he should jump the student can not laugh,because can can make the baklava,8,9,6,0,N/A,N/A,N/A,0,0
the professor may not eat the cookie that hermione may chew,since he may not eat the baklava,10,11,7,0,0,0,0,1,1
since a witch can laugh voldemort should not make many croissants,since voldemort must assemble a croissant,10,11,6,0,0,0,0,0,1
fred should not prepare the strudels since albus should eat the pancake that fred may make,since may not make the pancake,15,16,6,0,N/A,N/A,N/A,0,0
because albus must sprinkle the souffle that james must create draco should not make the cookie,because ginny may not the the baklava,15,16,7,0,N/A,N/A,N/A,0,0
neville can not hide the eclaires because harry can prepare a pancake which fred must gobble,because a student may not chew a cookie that a student may not chew a cookie,15,16,16,0,N/A,N/A,N/A,0,0
since albus can make many cakes which lupin can sprinkle sirius must not eat the baklava,sirius can not sprinkle the eclaires,15,16,6,0,0,0,0,0,1
mcgonagall should not smile,neville should not smile,3,4,4,0,1,0,0,1,1
george should not jump,george should not,3,4,3,0,N/A,N/A,N/A,0,0
vernon should not smile,vernon should not,3,4,3,0,N/A,N/A,N/A,0,0
sirius can not party,sirius can not arrange,3,4,4,0,1,0,0,0,1
dobby must not walk,dobby must not,3,4,3,0,N/A,N/A,N/A,0,0
george must not jump because snape may arrange the croissants that a professor should eat,george must not hide the cakes,14,15,6,0,0,0,0,0,1
albus can not giggle,albus can not,3,4,3,0,N/A,N/A,N/A,0,0
hagrid may not prepare a baklava that voldemort should sprinkle,hagrid may not assemble a chocolate,9,10,6,0,0,0,0,0,1
george can not gobble the croissants that snape may eat,the professor may not gobble the chocolates,9,10,7,0,0,0,0,1,1
because hermione should run lupin can not prepare the strudels,the can not sprinkle the strudels,9,10,6,0,N/A,N/A,N/A,0,0
petunia must not hide the croissants that george should gobble,petunia must not hide the cakes that petunia must not,9,10,10,0,N/A,N/A,N/A,1,0
lily should not create a souffle,lily should not prepare a doughnut,5,6,6,0,1,0,0,0,1
hermione can not eat the doughnuts,hermione can not create the strudels,5,6,6,0,1,0,0,0,1
harry should not hide the pancake,harry should not hide the eclaires,5,6,6,0,0,0,0,1,1
ginny can not hide the baklava,the can not hide the strudels,5,6,6,0,N/A,N/A,N/A,1,0
voldemort should not giggle since a wizard may laugh,voldemort may not chew the baklava,8,9,6,0,0,0,0,0,1
james may not smile since he should run,james must not chew the cookie,7,8,6,0,0,0,0,0,1
the wizard must not run,the professor must not,4,5,4,0,N/A,N/A,N/A,0,0
a witch may not giggle,a may not jump,4,5,4,0,N/A,N/A,N/A,0,0
lily must not create the cookies,the student must not,5,6,4,0,N/A,N/A,N/A,0,0
george should not create the pancakes,george should not walk,5,6,4,0,0,0,0,0,1
fred must not assemble the pancakes,fred must not assemble the strudel,5,6,6,0,0,0,0,1,1
ginny should not sprinkle the souffles,the should not sprinkle the strudels,5,6,6,0,N/A,N/A,N/A,1,0
he must not make a cookie,he must not assemble a chocolate,5,6,6,0,1,0,0,0,1
lily can not assemble the chocolate,the can not arrange the baklava,5,6,6,0,N/A,N/A,N/A,0,0
albus should not make the baklava,albus should not assemble the baklava,5,6,6,0,1,0,0,0,1
she must not chew a cake that neville can prepare,she can not chew the cookies that a student can not,9,10,11,0,N/A,N/A,N/A,1,0
mcgonagall must not arrange many cakes which neville must gobble,mcgonagall must not assemble a chocolate,9,10,6,0,0,0,0,0,1
since albus should smile snape should not prepare a croissant,since voldemort must prepare a croissant,9,10,6,0,0,0,0,0,1
because she may sprinkle the cakes lily should not walk,because may should not hide the cakes,9,10,7,0,N/A,N/A,N/A,0,0
fred must not hide the strudels,fred must not prepare the,5,6,5,0,N/A,N/A,N/A,0,0
she should not prepare the chocolates,the student may not the chocolates,5,6,6,0,N/A,N/A,N/A,0,0
sirius should not hide a baklava,sirius should not assemble a cookie,5,6,6,0,0,0,0,0,1
hagrid should not arrange the strudels,the can not,5,6,3,0,N/A,N/A,N/A,0,0
lupin may not make the cookie,a student can not make the cookie,5,6,7,0,0,1,0,1,1
a witch can not sprinkle the strudels because sirius must create the cake that lupin must prepare,because he may assemble the souffles which he may assemble the souffles which he may assemble the souffles which james should sprinkle the souffles,16,17,24,0,N/A,N/A,N/A,0,0
neville should not gobble the souffles that lupin can hide since a professor may hide a cookie,neville should not prepare a cookie,16,17,6,0,0,0,0,0,1
a professor should not eat many chocolates because ginny can gobble the croissant that he may make,he may not create the chocolate which can can not,16,17,10,0,N/A,N/A,N/A,0,0
since the witch can swim because petunia must smile she must not hide many cookies which petunia should eat,because mcgonagall must not sprinkle the chocolates that he should not sprinkle the chocolates that hagrid should not sprinkle the chocolates that hagrid should not sprinkle the chocolates that mcgonagall,18,19,30,0,N/A,N/A,N/A,0,0
a student should not hide a cookie that the professor must eat since petunia should make the cake which the student may make,a witch must not a a a chocolate,22,23,8,0,N/A,N/A,N/A,0,0
hagrid must not hide the doughnuts since fred should assemble the souffles which james must hide since a witch can gobble a souffle,hagrid must not chew a chocolate,22,23,6,0,0,0,0,0,1
because a witch can sprinkle the cakes she can not sprinkle the doughnuts because petunia must make the cookies which she can gobble,because a student can chew the baklava which he must make a cookie,22,23,13,0,N/A,N/A,N/A,0,0
because a wizard may arrange the baklava that lily can prepare james must not chew a doughnut because hagrid may create the strudel,because the student can not gobble the cakes that dobby must not gobble the cakes,22,23,15,0,N/A,N/A,N/A,0,0
a witch may not hiccup,a can not arrange the chocolate,4,5,6,0,N/A,N/A,N/A,0,0
hagrid can not assemble the souffles,hagrid can not sprinkle the eclaires,5,6,6,0,1,0,0,0,1
harry should not gobble a baklava,harry must not prepare a souffle,5,6,6,0,0,0,0,0,1
voldemort must not gobble the eclaires,voldemort must not hide the,5,6,5,0,N/A,N/A,N/A,0,0
ron may not prepare a cookie,ron may not assemble a pancake,5,6,6,0,1,0,0,0,1
albus may not create the cookie,the may not prepare the strudels,5,6,6,0,N/A,N/A,N/A,0,0
ron can not sprinkle the baklava,the can not sprinkle the baklava,5,6,6,0,N/A,N/A,N/A,1,0
george must not prepare a cookie,george must not make a cake,5,6,6,0,1,0,0,0,1
snape can not assemble the strudels,ginny can not sprinkle the strudels,5,6,6,0,1,0,0,0,1
a wizard may not sprinkle a baklava which dobby should hide,dobby should not hide the baklava,10,11,6,0,0,0,0,0,1
a student may not make the pancakes that lupin should arrange,lupin should not gobble the cookie that lupin should not,10,11,10,0,N/A,N/A,N/A,0,0
the student must not create the cookie that she must sprinkle,the student must not chew the croissants,10,11,7,0,0,0,0,0,1
the wizard must not assemble the doughnuts that fred may sprinkle,the professor must not sprinkle the croissants,10,11,7,0,0,0,0,0,1
the student can not create the croissant since lily can smile,the can not create the baklava,10,11,6,0,N/A,N/A,N/A,1,0
hermione should not create the eclaire that the professor should arrange,hermione should not prepare a cake,10,11,6,0,0,0,0,0,1
dobby may not assemble the cookie that a student must gobble,dobby may not a a chocolate,10,11,6,0,N/A,N/A,N/A,0,0
the wizard may not giggle since draco can chew many souffles,the professor must not chew the croissants,10,11,7,0,0,0,0,0,1
snape can not chew a eclaire which a professor can make,snape can not chew a chocolate,10,11,6,0,0,0,0,1,1
the student should not make a souffle which george must make,since should not chew a croissant,10,11,6,0,N/A,N/A,N/A,0,0
ron can not eat the cake which james must create,a student must not create the pancakes that a student can not create the pancakes that a student can not create the pancakes that a student can not create the,9,10,30,0,N/A,N/A,N/A,0,0
the student must not gobble the eclaires because snape may jump because hermione can assemble the souffle,the student can not the the croissants,16,17,7,0,N/A,N/A,N/A,0,0
because a witch should hide the pancakes he must not arrange the strudels which sirius can arrange,because can can not chew the baklava that can not make the cakes,16,17,13,0,N/A,N/A,N/A,0,0
albus should not make the croissants that snape must chew because voldemort must hide the cookie,because should not assemble the baklava,15,16,6,0,N/A,N/A,N/A,0,0
voldemort must not create a doughnut that the student should gobble,voldemort must not hide the cakes,10,11,6,0,0,0,0,0,1
since a witch should sprinkle the souffles fred should not walk,since voldemort should not the baklava,10,11,6,0,N/A,N/A,N/A,0,0
the student may not arrange many pancakes that fred should make,the professor may not chew the cakes,10,11,7,0,0,0,0,0,1
fred should not sprinkle many strudels which the wizard may assemble,hagrid may not assemble the croissants,10,11,6,0,0,0,0,0,1
mcgonagall must not assemble many croissants which neville must hide,mcgonagall must not assemble a chocolate,9,10,6,0,0,0,0,1,1
voldemort may not arrange a cookie that harry should chew,voldemort should not chew the cakes,9,10,6,0,0,0,0,0,1
hagrid can not hide the souffle which harry should make,harry can not create a chocolate,9,10,6,0,0,0,0,0,1
mcgonagall should not make a croissant which draco can arrange because snape must arrange the doughnuts that mcgonagall may eat,because a student can not eat a cookie that can not eat a cookie that should not eat,19,20,18,0,N/A,N/A,N/A,0,0
she should not chew the cookie which fred must hide because vernon can arrange many doughnuts since neville can smile,she should not hide the baklava which he should not,19,20,10,0,N/A,N/A,N/A,0,0
since lily should gobble the doughnuts which draco must arrange lupin may not eat the baklava that he can hide,he can not create the cookies,19,20,6,0,0,0,0,0,1
a wizard may not hide a strudel that harry must prepare,a wizard may not assemble a wizard may prepare,10,11,9,0,N/A,N/A,N/A,0,0
a wizard may not eat the chocolates since james must smile,since the professor must not create the chocolates that she can gobble,10,11,12,0,0,0,0,0,1
sirius should not run,sirius should not hide the strudels,3,4,6,0,0,0,0,0,1
snape can not hiccup,snape can not laugh,3,4,4,0,1,0,0,0,1
hermione should not hiccup,hermione should not hide the baklava,3,4,6,0,0,0,0,0,1
lupin can not hiccup,lupin can not walk,3,4,4,0,1,0,0,0,1
james may not gobble the pancakes,james may not arrange the strudels,5,6,6,0,1,0,0,0,1
voldemort must not make the baklava,voldemort must not hide the baklava,5,6,6,0,1,0,0,0,1
ginny should not eat the baklava,the professor may not the the baklava,5,6,7,0,N/A,N/A,N/A,0,0
the witch must not chew the cakes,the professor must not chew the croissants,6,7,7,0,1,0,0,1,1
a witch must not gobble many baklava,a witch must not assemble a baklava,6,7,7,0,1,0,0,0,1
a wizard can not arrange the cakes,a student can not chew the eclaires,6,7,7,0,1,0,0,0,1
the student must not chew the strudel,the student must not chew the croissants,6,7,7,0,0,0,0,1,1
she must not assemble the doughnut since albus should create the chocolates that ron must assemble because a witch must hide the cake,she must not arrange the strudel,22,23,6,0,0,0,0,0,1
because mcgonagall can walk since vernon may eat many eclaires a professor can not arrange the baklava that a witch can gobble,because can not gobble the chocolates that albus can not,21,22,10,0,N/A,N/A,N/A,0,0
since a student may arrange a eclaire that sirius can gobble draco must not assemble the strudels which the professor may assemble,the professor may not assemble the baklava,21,22,7,0,0,0,0,1,1
fred can not assemble a eclaire which vernon should sprinkle since the professor should hide a pancake which james may chew,since should not chew a baklava that a student should not,20,21,11,0,N/A,N/A,N/A,0,0
a professor should not smile,a professor should not,4,5,4,0,N/A,N/A,N/A,0,0
albus must not sprinkle the chocolate,albus must not arrange the baklava,5,6,6,0,1,0,0,0,1
dobby must not assemble the cookie,dobby should not hide the strudel,5,6,6,0,1,0,0,0,1
neville may not make the doughnuts,neville may not chew,5,6,4,0,0,0,0,0,1
sirius can not arrange the chocolates,the can not gobble the chocolates,5,6,6,0,N/A,N/A,N/A,0,0
harry can not prepare the doughnuts,the can not prepare the,5,6,5,0,N/A,N/A,N/A,1,0
ron may not chew the croissants,ron may not assemble the baklava,5,6,6,0,1,0,0,0,1
voldemort must not eat the cookie,voldemort may not the pancake,5,6,5,0,N/A,N/A,N/A,0,0
vernon must not hide the baklava,vernon must not hide the baklava,5,6,6,1,1,1,1,1,1
fred should not gobble the baklava,fred should not assemble the baklava,5,6,6,0,1,0,0,0,1
because mcgonagall can hiccup dobby must not gobble a baklava which a student should chew,because a student should chew the cakes which he must chew a cookie,14,15,13,0,N/A,N/A,N/A,0,0
hermione can not hide the baklava since vernon must hide the souffle,hermione must not arrange the baklava,11,12,6,0,0,0,0,0,1
a student may not assemble the eclaire that the student must assemble,a student must not create the baklava,11,12,7,0,0,0,0,0,1
vernon can not assemble the strudels because neville can chew the cookie,because neville can sprinkle the cookie,11,12,6,0,0,0,0,0,1
a wizard can not make many souffles that a professor should arrange,a professor should not make a croissant,11,12,7,0,0,0,0,1,1
since fred must assemble the chocolate ginny must not chew a chocolate,since voldemort must assemble a chocolate,11,12,6,0,0,0,0,0,1
since albus can giggle because fred must chew the cookie that dobby must make ginny may not giggle,because he must chew the baklava that he must not chew the baklava that he must chew the cakes that he must chew the cakes that he must chew the,17,18,30,0,N/A,N/A,N/A,0,0
sirius must not hide many doughnuts that she may sprinkle,sirius may not chew the baklava,9,10,6,0,0,0,0,0,1
she must not sprinkle the souffles that petunia must chew,she must not chew,9,10,4,0,0,0,0,0,1
lupin must not hide many strudels which fred must gobble,lupin must not assemble the souffles,9,10,6,0,0,0,0,0,1
mcgonagall may not create the souffles which she must create,since he must eat the cookies which dobby should create the cookies which hagrid may create,9,10,16,0,N/A,N/A,N/A,0,0
harry can not prepare the eclaire that fred must gobble,the can not chew the cookies that voldemort can not chew the chocolates,9,10,13,0,N/A,N/A,N/A,0,0
dobby may not prepare the croissant which neville should make,neville should not prepare a cookie which should should make,9,10,10,0,N/A,N/A,N/A,1,0
because vernon may chew the souffle petunia must not chew the croissants that harry must create,since voldemort must eat the baklava that she must eat the souffles that she must create the souffles,15,16,18,0,N/A,N/A,N/A,0,0
he must not create the doughnut since neville must gobble the chocolate that lily should gobble,he must not chew the cakes,15,16,6,0,0,0,0,0,1
since harry should party since he may assemble a baklava harry must not create a chocolate,since voldemort should arrange the baklava,15,16,6,0,0,0,0,0,1
draco must not sprinkle the baklava because dobby should make a strudel that mcgonagall must eat,draco must not eat the strudel that draco must eat,15,16,10,0,0,0,0,0,1
since petunia should gobble a cake snape must not make the cookie that voldemort may eat,since voldemort may gobble the pancake that may not chew the baklava,15,16,12,0,N/A,N/A,N/A,0,0
vernon should not jump,vernon should not prepare,3,4,4,0,1,0,0,0,1
he should not run,he should not,3,4,3,0,N/A,N/A,N/A,0,0
harry may not walk,harry may not walk,3,4,4,1,1,1,1,1,1
fred should not jump,fred should not assemble,3,4,4,0,1,0,0,0,1
dobby should not giggle,dobby must not,3,4,3,0,N/A,N/A,N/A,0,0
because albus must prepare a cake that fred may create sirius must not wiggle,because a student may eat a cake which a must not eat a cake,13,14,14,0,N/A,N/A,N/A,0,0
since harry must party snape must not gobble a cookie which vernon should sprinkle,since voldemort must hide the baklava that a professor may not chew the chocolate,13,14,14,0,N/A,N/A,N/A,0,0
he may not run since albus may prepare a baklava which lupin can hide,he may not chew the eclaires,13,14,6,0,0,0,0,0,1
snape should not walk,snape should not,3,4,3,0,N/A,N/A,N/A,0,0
he may not walk,he may not,3,4,3,0,N/A,N/A,N/A,0,0
petunia may not wiggle,petunia may not walk,3,4,4,0,1,0,0,0,1
lupin must not run,lupin must not arrange,3,4,4,0,1,0,0,0,1
neville can not wiggle,neville can not prepare,3,4,4,0,1,0,0,0,1
lupin can not make a baklava which he should arrange,lupin can not chew a croissant,9,10,6,0,0,0,0,0,1
snape can not hide the cakes that hermione can chew,snape can not chew the cakes,9,10,6,0,0,0,0,0,1
harry must not hide the cakes which ginny can arrange,harry can not make the eclaires,9,10,6,0,0,0,0,0,1
a student must not walk,a student must not,4,5,4,0,N/A,N/A,N/A,0,0
dobby may not create the eclaire,dobby may not gobble,5,6,4,0,0,0,0,0,1
snape can not eat the croissant,the can not create the strudels,5,6,6,0,N/A,N/A,N/A,0,0
albus must not chew the souffle,albus must not arrange the baklava,5,6,6,0,1,0,0,0,1
petunia must not gobble the baklava,petunia must not hide the baklava,5,6,6,0,1,0,0,0,1
a witch may not chew the souffle,a professor may not the souffle,6,7,6,0,N/A,N/A,N/A,0,0
a student may not eat a strudel,a student must not a a student must hide,6,7,9,0,N/A,N/A,N/A,0,0
ginny can not eat the souffle,the can not create the souffle,5,6,6,0,N/A,N/A,N/A,0,0
neville can not chew the strudels,the can not arrange the strudels,5,6,6,0,N/A,N/A,N/A,0,0
he must not eat the cookie because hermione must gobble the baklava which hagrid should arrange since harry may party,because ginny must not chew the baklava that ginny must not chew the baklava that ginny must not chew the baklava that he must not chew the baklava that he,19,20,30,0,N/A,N/A,N/A,0,0
since voldemort can create the doughnuts which harry may prepare he should not assemble the souffles that he may eat,harry may not eat the cookies which harry may create the baklava which harry can not create the pancakes which harry can create,19,20,23,0,N/A,N/A,N/A,0,0
neville should not wiggle,neville should not prepare the strudels,3,4,6,0,0,0,0,0,1
ron can not smile,ron can not walk,3,4,4,0,1,0,0,0,1
mcgonagall must not party,mcgonagall must not hide,3,4,4,0,1,0,0,0,1
petunia should not jump,petunia should not hide,3,4,4,0,1,0,0,0,1
he must not walk,he must not chew,3,4,4,0,1,0,0,0,1
mcgonagall can not eat a cake,mcgonagall can not make,5,6,4,0,0,0,0,0,1
hagrid can not sprinkle the baklava,the can not sprinkle the baklava,5,6,6,0,N/A,N/A,N/A,1,0
ginny can not sprinkle many baklava,ginny may not not,5,6,4,0,N/A,N/A,N/A,0,0
snape may not prepare a cookie,snape may not assemble a chocolate,5,6,6,0,1,0,0,0,1
since hagrid must create the pancakes which snape may prepare hagrid can not sprinkle a cookie,since he may not sprinkle the chocolate,15,16,7,0,0,0,0,1,1
sirius can not eat the baklava because petunia should eat the doughnut which voldemort should assemble,because dobby should prepare the baklava which he must prepare the baklava,15,16,12,0,N/A,N/A,N/A,0,0
since she must hide the pancake which neville may create lily may not chew the croissant,since he may not the baklava,15,16,6,0,N/A,N/A,N/A,0,0
james should not sprinkle a cake since voldemort can laugh because james should chew the chocolates,since should should not hide the eclaires,15,16,7,0,N/A,N/A,N/A,0,0
because a professor must assemble the eclaires which ginny should sprinkle snape must not hiccup,because must must not chew the baklava that a must not chew a cookie,14,15,14,0,N/A,N/A,N/A,0,0
a wizard should not chew the doughnut which neville should eat,neville should not chew the baklava that lupin should chew,10,11,10,0,0,1,0,1,1
a professor should not sprinkle the eclaires which sirius must make,a professor should not make a chocolate,10,11,7,0,0,0,0,0,1
lily can not prepare many baklava that the professor can make,draco can not make the pancake,10,11,6,0,0,0,0,0,1
hermione must not prepare the baklava that the witch can sprinkle,hermione can not arrange the baklava,10,11,6,0,0,0,0,0,1
the professor should not chew the cake that lupin can chew,the professor should not eat the souffles,10,11,7,0,0,0,0,0,1
draco may not arrange a strudel which sirius can assemble,draco may not assemble a baklava that a student may assemble,9,10,11,0,0,1,0,0,1
sirius must not prepare many cookies which albus must assemble,sirius must not assemble the baklava,9,10,6,0,0,0,0,0,1
harry can not arrange many doughnuts which lupin must prepare,harry must not make the eclaires,9,10,6,0,0,0,0,0,1
since hermione can walk petunia must not hide many cookies since a wizard must chew a baklava that lupin may assemble,since voldemort must hide the baklava that hagrid must not chew the baklava,20,21,13,0,N/A,N/A,N/A,0,0
since mcgonagall can create the eclaires which a witch can assemble he must not prepare many cakes that he must assemble,a student not create the eclaires which she must not create a chocolate which which should not create,20,21,18,0,N/A,N/A,N/A,0,0
because the wizard should arrange a souffle a student can not swim because sirius must arrange the souffle,because a student can sprinkle the baklava which a student should not sprinkle the baklava,17,18,15,0,N/A,N/A,N/A,0,0
the professor must not hide the cakes which a wizard may gobble because ron can gobble the pancake,the professor can not,17,18,4,0,N/A,N/A,N/A,0,0
since vernon should create the chocolates the student must not hide a cookie that lupin should chew,the student must not create the baklava that a student can chew the chocolates that a student can chew,16,17,19,0,N/A,N/A,N/A,0,0
hermione should not chew the cake that dobby may create since the student can arrange the doughnut,hermione should not hide the baklava,16,17,6,0,0,0,0,0,1
because voldemort must eat the croissants sirius should not hide the souffles that the witch may make,because may may not chew the cakes which he may not make the cakes,16,17,14,0,N/A,N/A,N/A,0,0
since the professor can make the baklava that fred must chew lily must not gobble many pancakes,since vernon must not create the baklava that a student must create,16,17,12,0,0,0,0,0,1
petunia can not gobble the cake that a wizard should assemble because she should eat the croissant,a student can not gobble the baklava,16,17,7,0,0,0,0,1,1
draco may not chew a doughnut which neville must assemble,draco may not assemble a baklava that a student may assemble,9,10,11,0,0,1,0,0,1
fred must not chew a cookie that neville can hide,fred must not assemble the chocolates,9,10,6,0,0,0,0,0,1
since she must chew the cakes albus must not walk,since voldemort must not chew a croissant,9,10,7,0,0,0,0,0,1
a professor must not gobble the eclaire since fred may walk,a professor must not a a,10,11,6,0,N/A,N/A,N/A,0,0
voldemort should not arrange many chocolates that the witch may sprinkle,voldemort may not the pancake,10,11,5,0,N/A,N/A,N/A,0,0
ron can not assemble the chocolates which the student should eat,the student should not eat the cookies that lupin should not,10,11,11,0,N/A,N/A,N/A,0,0
snape should not gobble the eclaires,snape should not assemble the baklava,5,6,6,0,1,0,0,0,1
george may not eat the pancakes,the may not create the strudels,5,6,6,0,N/A,N/A,N/A,0,0
neville should not make the souffles,neville should not prepare the baklava,5,6,6,0,1,0,0,0,1
lily can not assemble many cookies,ginny can not assemble,5,6,4,0,0,0,0,1,1
harry should not create many doughnuts,harry should not arrange the pancakes,5,6,6,0,1,0,0,0,1
draco should not arrange the baklava,draco should not assemble the baklava,5,6,6,0,1,0,0,0,1
james should not chew the cookies,james should not hide the,5,6,5,0,N/A,N/A,N/A,0,0
he can not create the pancakes,the can not create the souffle,5,6,6,0,N/A,N/A,N/A,1,0
petunia may not assemble the pancakes,petunia may not gobble the baklava,5,6,6,0,1,0,0,0,1
because vernon should sprinkle a chocolate snape should not make the eclaires which harry must assemble,vernon should not hide the souffle,15,16,6,0,0,0,0,0,1
since george should jump he should not chew the souffles since lily may assemble the baklava,since voldemort must hide the baklava,15,16,6,0,0,0,0,0,1
lily can not eat the baklava which lily should create because ginny may hide the cakes,because hagrid may gobble the baklava that he may gobble the baklava that he may gobble the baklava that she may gobble the baklava that she may gobble the baklava,15,16,30,0,N/A,N/A,N/A,0,0
sirius should not eat the cookie that petunia may hide,she should not eat the cookie,9,10,6,0,0,0,0,1,1
neville must not prepare a croissant that ron must create,neville must not chew a cake that neville must chew,9,10,10,0,1,0,0,0,1
lily should not hide the baklava that voldemort should create,draco may not the the baklava that lupin may gobble the baklava,9,10,12,0,N/A,N/A,N/A,0,0
because neville may run hagrid can not create the souffles,because voldemort may sprinkle the baklava,9,10,6,0,0,0,0,0,1
george may not arrange the doughnuts which vernon may hide,vernon may not chew the cookies that vernon must create,9,10,10,0,1,0,0,0,1
the wizard must not create the doughnuts that hagrid must gobble,the must not chew the pancake,10,11,6,0,N/A,N/A,N/A,0,0
hagrid can not create the pancakes which hermione may assemble,the professor can not gobble the baklava which the can create,9,10,11,0,N/A,N/A,N/A,0,0
ron should not giggle since petunia may hide many cookies,ron should not assemble the baklava,9,10,6,0,0,0,0,0,1
he should not gobble the strudels that she should make since petunia should hide the strudel which a student can gobble,a professor should make a chocolate that a student must make a souffle that a student must make,20,21,18,0,N/A,N/A,N/A,0,0
albus may not prepare many croissants that fred should prepare because the professor may gobble the cakes which james should make,albus must not assemble a pancake,20,21,6,0,0,0,0,0,1
because harry must eat the pancakes which a student may eat ginny may not hide the doughnuts that lupin should prepare,because he may prepare the souffles,20,21,6,0,0,0,0,0,1
he should not hide the eclaires which sirius should hide since petunia may prepare the doughnuts that the professor can gobble,he should not assemble the souffles,20,21,6,0,0,0,0,0,1
albus should not create the croissant that vernon can arrange because ron can eat the cookie that the witch may prepare,draco may not prepare the strudels,20,21,6,0,0,0,0,0,1
because he should create a croissant that george may chew draco should not hiccup,because a professor should not hide the baklava which he must not hide the cakes that a professor should not,13,14,20,0,N/A,N/A,N/A,0,0
because petunia can giggle petunia can not create the pancakes that hagrid can gobble,because snape must not eat the souffles which he must not eat the souffles,13,14,14,0,N/A,N/A,N/A,0,0
the student may not sprinkle the souffles which snape can chew,the professor can not chew the pancake,10,11,7,0,0,0,0,0,1
the witch must not eat a strudel which albus can prepare,the student must not chew the chocolate,10,11,7,0,0,0,0,0,1
the student may not make the cookie that lupin should create,lupin should not hide the souffles,10,11,6,0,0,0,0,0,1
the student can not sprinkle the strudels which snape may chew,since he may not the strudels,10,11,6,0,N/A,N/A,N/A,0,0
since ron must laugh the wizard may not gobble a pancake,since a professor must not chew a chocolate,10,11,8,0,0,0,0,0,1
lupin must not arrange the souffle that the witch must create,lupin must not assemble the souffles,10,11,6,0,0,0,0,0,1
hagrid should not eat many strudels because the student may smile,because voldemort should eat the strudels,10,11,6,0,0,0,0,0,1
a wizard must not chew a souffle that petunia should assemble,a wizard must not assemble a wizard must not,10,11,9,0,N/A,N/A,N/A,0,0
since petunia may gobble the eclaires since harry should wiggle petunia must not gobble a souffle that harry should arrange,since voldemort may assemble the croissant,19,20,6,0,0,0,0,0,1
albus can not prepare many croissants which harry may hide because hagrid may create many souffles that james must hide,since may not chew the pancakes that he can chew,19,20,10,0,N/A,N/A,N/A,0,0
george must not create the cookies which lupin must gobble because ginny may make the doughnut that vernon can assemble,the student can not gobble the chocolates,19,20,7,0,0,0,0,0,1
since sirius should assemble the cakes which the witch must hide petunia must not make the baklava,since petunia must not the baklava,16,17,6,0,N/A,N/A,N/A,0,0
since mcgonagall may chew many doughnuts george should not create the eclaire since a professor may wiggle,since voldemort may not a baklava,16,17,6,0,N/A,N/A,N/A,0,0
since hagrid should chew the strudels which hagrid should sprinkle albus can not hide the cake,hagrid can not sprinkle the souffles,15,16,6,0,0,0,0,0,1
the wizard can not gobble the chocolates,the can not create the chocolates,6,7,6,0,N/A,N/A,N/A,0,0
the wizard must not gobble the cookies,the professor must not prepare the cookies,6,7,7,0,1,0,0,0,1
the witch can not prepare the souffle,the can not gobble the souffle,6,7,6,0,N/A,N/A,N/A,0,0
a student can not hide a chocolate,a student can not a a student can make,6,7,9,0,N/A,N/A,N/A,0,0
albus must not eat the strudels,the strudels that lily must not create the strudels,5,6,9,0,N/A,N/A,N/A,0,0
mcgonagall must not arrange the doughnuts,mcgonagall must not arrange the baklava,5,6,6,0,1,0,0,1,1
lily can not eat the pancakes,the can not create the pancakes,5,6,6,0,N/A,N/A,N/A,0,0
voldemort can not prepare the souffle,the can not create the souffle,5,6,6,0,N/A,N/A,N/A,0,0
ron must not sprinkle the cake,ron must not arrange the baklava,5,6,6,0,1,0,0,0,1
hagrid can not hide the chocolates,the can not create the chocolates,5,6,6,0,N/A,N/A,N/A,0,0
a wizard can not create the pancakes that albus should create,a professor can not create the pancakes,10,11,7,0,0,0,0,1,1
the witch must not make a chocolate which mcgonagall should sprinkle,the professor can not chew the baklava,10,11,7,0,0,0,0,0,1
a witch must not arrange the cake which harry must hide,a professor must not hide the baklava,10,11,7,0,0,0,0,0,1
