Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
because sirius may make the cookies a professor should assemble the eclaire since ron may prepare many chocolates which ron may arrange,because sirius may make the cookies a professor should assemble the eclaire which ron may prepare since ron may giggle,22,22,20,0,1,0,0
because lily may gobble the cookie a wizard may eat the cookies that james must assemble because ron must party,because lily may gobble the cookie a wizard may eat the cookies that lily must assemble because james must party,20,20,20,0,1,1,1
because a wizard must hide a chocolate he should chew the croissants that he must make since albus must hiccup,because a wizard must hide a chocolate he should chew the croissants that he must make since albus must hiccup,20,20,20,1,1,1,1
because neville can chew the chocolate which the wizard should gobble he can sprinkle the pancake which neville can make,because neville can chew the chocolate which the wizard should gobble he can sprinkle the pancake which neville can make,20,20,20,1,1,1,1
because hermione should assemble a doughnut that he must create a student may assemble the cookies that james must sprinkle,because hermione should assemble a doughnut that he must create a student may assemble the cookies that james must sprinkle,20,20,20,1,1,1,1
because dobby must make the pancake which he may prepare lupin should sprinkle the pancake which hagrid must hide,because dobby must make the pancake which he may prepare lupin should sprinkle the pancake which hagrid must hide,19,19,19,1,1,1,1
since she must eat the cookies the student must laugh,since she must eat the cookies the student must laugh,10,10,10,1,1,1,1
since neville may run the student must gobble the cookies,since neville may run the student must gobble the cookies,10,10,10,1,1,1,1
since fred should assemble the baklava which ron should chew hagrid may hide the cakes,since fred should assemble the baklava which ron should chew hagrid may hide the cakes,15,15,15,1,1,1,1
since she should make a baklava that mcgonagall must hide harry should arrange a baklava,since she should make a baklava that mcgonagall must hide harry should arrange a baklava,15,15,15,1,1,1,1
since he should arrange the souffle a witch can eat the cakes,since he should arrange the souffle a witch can eat the cakes,12,12,12,1,1,1,1
since dobby can eat the croissant the witch should gobble the doughnuts,since dobby can eat the croissant the witch should gobble the doughnuts,12,12,12,1,1,1,1
because he may giggle a wizard should assemble the souffles that albus must prepare,because he may swim a wizard should prepare the doughnuts that albus must assemble,14,14,14,0,1,1,1
because ron can giggle vernon should prepare a cake that a student should gobble,because ron can giggle vernon should prepare a cake that a student should gobble,14,14,14,1,1,1,1
because sirius can eat the cake because she can prepare the cookie a wizard can arrange a chocolate since ron should party,because sirius can eat the cake because she can prepare the souffle a wizard can create a cookie since ron should laugh,22,22,22,0,1,1,1
since neville may make the eclaires a professor should hide the croissants that snape can create since ginny can sprinkle the eclaires,since neville may make the eclaires that a professor should assemble ginny can hide the croissants since ginny can create the eclaires,22,22,22,0,1,0,0
because sirius should eat the chocolates ron can prepare the cakes,because sirius should eat the chocolates ron can prepare the cakes,11,11,11,1,1,1,1
because vernon must create the cookies james may chew the chocolate,because vernon must create the cookies james may chew the chocolate,11,11,11,1,1,1,1
since the wizard should gobble the eclaires that draco may eat hagrid must prepare the chocolate that a student can create,since the wizard should gobble the eclaires that draco may eat the wizard must prepare a chocolate that vernon can create,21,21,21,0,1,0,1
because albus can eat the croissants because neville may sprinkle the chocolates that mcgonagall should sprinkle ron should sprinkle the croissants,because albus can eat the croissants that neville may sprinkle because the student should sprinkle the croissants mcgonagall should sprinkle many chocolates,21,21,22,0,1,0,0
since the professor should smile the witch should chew the cookies which mcgonagall can hide since hagrid should prepare a croissant,since the professor should smile the witch should chew the cookies which mcgonagall can prepare since hagrid should smile,21,21,19,0,1,0,0
because dobby may chew the eclaire that vernon may prepare petunia must sprinkle the baklava that he may assemble,because dobby may chew the eclaire that vernon may prepare albus must sprinkle the baklava that he may assemble,19,19,19,0,1,1,1
because petunia may sprinkle the eclaire since fred should assemble the croissants the witch should sprinkle the chocolates,because petunia may sprinkle the eclaire since fred should assemble the croissants the witch should sprinkle the chocolates,18,18,18,1,1,1,1
because lupin can prepare a baklava which hermione may create a wizard can arrange the croissant which sirius should make,because lupin can prepare a baklava which hermione can arrange a wizard may create the croissant which sirius should make,20,20,20,0,1,1,1
because the wizard may chew many cookies that james may eat he may eat a baklava that he can create,because the wizard may chew many cookies that he may eat james can eat a cookie that he may create,20,20,20,0,1,0,1
since the student may chew the strudel which hagrid should arrange fred must hide many souffles that albus must chew,since the student may chew the strudel which hagrid should arrange albus must hide many souffles that fred must chew,20,20,20,0,1,1,1
because hagrid may hiccup since the professor must prepare a souffle petunia should assemble the chocolate,because hagrid may hiccup since the professor must prepare a souffle petunia should assemble the chocolate,16,16,16,1,1,1,1
because the professor should create a doughnut dobby should gobble the cookies which hagrid should sprinkle,because the professor should create a doughnut dobby should gobble the cookies which hagrid should sprinkle,16,16,16,1,1,1,1
because he must hide the cookie the witch should walk because ron may chew the croissants,because he must hide the cookie the witch should walk because ron may chew the croissants,16,16,16,1,1,1,1
because ginny should arrange the chocolates since hermione can jump since albus may gobble a eclaire draco may giggle,because ginny should arrange the chocolates since hermione can jump since albus may gobble a eclaire that draco may giggle,19,19,20,0,1,0,0
since fred can assemble the pancakes that she should eat since lupin must prepare the doughnuts voldemort can hiccup,since fred can assemble the pancakes that she should prepare since lupin must eat the souffles she can prepare,19,19,19,0,1,0,1
since neville should gobble the cookies which fred may create snape must sprinkle the cake that lily may create,since neville should gobble the cookies which sirius may create george must create the cake that snape may create,19,19,19,0,1,1,1
since draco should walk since voldemort must eat the cakes that ginny must eat mcgonagall should make the doughnuts,since draco should walk since voldemort must eat the cakes that ginny must make mcgonagall should eat the doughnuts,19,19,19,0,1,1,1
since neville should prepare a pancake lily must swim,since neville should prepare a pancake lily must swim,9,9,9,1,1,1,1
since sirius may walk harry can gobble the strudels,since sirius may walk harry can gobble the strudels,9,9,9,1,1,1,1
because lily must assemble the souffles james must laugh,because lily must assemble the souffles james must laugh,9,9,9,1,1,1,1
since lily can arrange many souffles george can run,since lily can arrange many souffles george can run,9,9,9,1,1,1,1
since petunia should gobble a croissant a student must laugh,since petunia should gobble a croissant a student must laugh,10,10,10,1,1,1,1
since a wizard may walk because a wizard must make the strudel she should hide a chocolate that hermione must assemble,because a wizard may walk since the wizard must make a strudel that neville should hide chocolate must laugh,21,21,19,0,0,N/A,N/A
because george should chew many baklava albus should gobble many strudels since ginny may eat the cake that vernon can hide,because george should chew many baklava albus should chew many souffles since ginny may hide the chocolates that vernon can eat,21,21,21,0,1,1,1
since lupin must create the souffles snape should sprinkle the cookies which dobby can eat,since lupin must create the souffles snape should sprinkle the cookies which dobby can eat,15,15,15,1,1,1,1
because neville can sprinkle a baklava which draco must create draco must create a baklava,because neville can sprinkle a baklava which draco must create draco must create a baklava,15,15,15,1,1,1,1
because petunia should chew the cookies because the professor must arrange the croissants neville can prepare the doughnuts,because petunia should chew the doughnuts because the professor must arrange the croissant the can prepare the doughnuts,18,18,18,0,0,N/A,N/A
since a professor can gobble the croissants the professor must gobble the cookie which voldemort must hide,since a professor can gobble the croissants the professor must gobble the cookie which voldemort must hide,17,17,17,1,1,1,1
since he can hiccup he should hiccup,since he can hiccup he should hiccup,7,7,7,1,1,1,1
since snape can swim sirius should jump,since snape can swim sirius should jump,7,7,7,1,1,1,1
because snape must party he should giggle,because snape must party he should giggle,7,7,7,1,1,1,1
because he should laugh she can giggle,because he should laugh she can giggle,7,7,7,1,1,1,1
since james may jump hermione should party,since james may jump hermione should party,7,7,7,1,1,1,1
since vernon may create a souffle ginny should chew the cookies,since vernon may create a souffle ginny should chew the cookies,11,11,11,1,1,1,1
because george must eat a strudel ginny can make a strudel,because george must eat a strudel ginny can make a strudel,11,11,11,1,1,1,1
since dobby must make a eclaire james can create a eclaire,since dobby must make a eclaire james can create a eclaire,11,11,11,1,1,1,1
since the witch must gobble the cakes james must assemble the doughnuts that james must assemble,since the witch must gobble the cakes james must assemble the doughnuts that james must assemble,16,16,16,1,1,1,1
since ginny can chew the baklava the witch can arrange the souffles which george should hide,since ginny can chew the baklava the witch can arrange the souffles which george should hide,16,16,16,1,1,1,1
since dobby must hide the cookie the wizard can create the pancake that petunia may gobble,since dobby must hide the cookie the wizard can create the pancake that petunia may gobble,16,16,16,1,1,1,1
because ron must chew the doughnuts that dobby should hide the professor may chew many croissants,because ron must chew the doughnuts that dobby should hide the professor may chew many croissants,16,16,16,1,1,1,1
because the professor must chew the chocolates mcgonagall can create many souffles which george can arrange,because the professor must chew the chocolates mcgonagall can create many souffles which george can arrange,16,16,16,1,1,1,1
because harry should chew a cake fred can gobble a chocolate which she should eat,because harry should chew a cake fred can gobble a chocolate which she should eat,15,15,15,1,1,1,1
since hermione should create the doughnut james should prepare the chocolates that voldemort should hide,since hermione should create the doughnut james should prepare the chocolates that voldemort should hide,15,15,15,1,1,1,1
because harry may party draco can make the cookies since vernon should assemble a souffle,because harry may party draco can make the cookies since vernon should assemble a souffle,15,15,15,1,1,1,1
because james must eat the strudels snape must gobble a souffle that petunia may prepare,because james must eat the strudels snape must gobble a souffle that petunia may prepare,15,15,15,1,1,1,1
since a witch should gobble a cookie which neville can assemble george must party,since a witch should gobble a cookie which neville can assemble george must party,14,14,14,1,1,1,1
since he may assemble the croissant that the student should eat james must create many strudels,since he may assemble the croissant that the student should eat james must create many strudels,16,16,16,1,1,1,1
since james may create a strudel a witch may create many baklava,since james may create a strudel a witch may create many baklava,12,12,12,1,1,1,1
because hermione may make the chocolates that she must arrange a student can run,because hermione may make the chocolates that she must gobble a student can giggle,14,14,14,0,1,1,1
because sirius must assemble the souffle that mcgonagall must create the student must laugh,because sirius must assemble the souffle that mcgonagall must create the student must laugh,14,14,14,1,1,1,1
since petunia may assemble the doughnut petunia should make the chocolates that james can prepare,since petunia may assemble the doughnut petunia should make the chocolates that james can prepare,15,15,15,1,1,1,1
since voldemort can create the doughnut mcgonagall must eat a strudel since fred can giggle,since voldemort can create the doughnut mcgonagall must eat a strudel since mcgonagall can giggle,15,15,15,0,1,1,1
since harry can make the cookies which hagrid may hide albus may make the pancake,since harry can make the cookies which hagrid may hide albus may make the pancake,15,15,15,1,1,1,1
because george can gobble the baklava that ron must assemble he can eat a pancake,because george can gobble the baklava that ron must assemble he can eat a pancake,15,15,15,1,1,1,1
because the student may hide the chocolates that a student can chew lily should gobble many strudels,because the student may hide the chocolates that a student can chew lily should gobble many strudels,17,17,17,1,1,1,1
because he should create a strudel that a professor must sprinkle a wizard should make the cake,because he should create a strudel that a professor must sprinkle a wizard should make the cake,17,17,17,1,1,1,1
since the professor should gobble the croissant lupin must arrange many chocolates which the witch must make,since the professor should gobble the croissant lupin must arrange many chocolates which the witch must make,17,17,17,1,1,1,1
since a wizard should arrange a eclaire fred should prepare the cakes since the student should eat the pancakes,since a wizard should arrange a eclaire fred should prepare the cakes since the student should prepare the pancakes,19,19,19,0,1,1,1
because voldemort may sprinkle the cookies which harry must hide neville should make a cookie that he should make,because voldemort may sprinkle the cookies which neville must hide neville should make a cookie that draco should make,19,19,19,0,1,0,1
because hagrid should hide the baklava because neville should gobble the chocolates that hagrid must create she must smile,because hagrid should hide the baklava that the witch should gobble because she must create chocolates hagrid must smile,19,19,19,0,0,N/A,N/A
because harry should sprinkle the souffles which snape must make since she must make many pancakes albus must walk,because harry should sprinkle the souffles which snape must make since albus must make many pancakes she must walk,19,19,19,0,1,0,1
since hermione may make many doughnuts that a professor must hide a student must create the pancakes,since hermione may make many doughnuts that a professor must hide a student must create the pancakes,17,17,17,1,1,1,1
because fred should chew a baklava because the wizard should create a croissant she must sprinkle a eclaire,because fred should chew a baklava because the wizard should create a eclaire she must sprinkle a croissant,18,18,18,0,1,1,1
because hagrid must walk because hermione should walk fred must make the cake that the professor must hide,because hagrid must walk because draco should walk since harry must make the cake that the must hide,18,18,18,0,0,N/A,N/A
since the student may assemble the doughnuts dobby should eat the doughnuts that the witch should make,since the student may assemble the doughnuts dobby should eat the doughnuts that the witch should make,17,17,17,1,1,1,1
since harry should make the cookie george must assemble the croissants that the professor should chew,since harry should make the cookie george must assemble the croissants that the professor should chew,16,16,16,1,1,1,1
since a professor should party ginny must assemble the cookie,since a professor should party ginny must assemble the cookie,10,10,10,1,1,1,1
because neville may chew the baklava the student must wiggle,because neville may chew the baklava the student must wiggle,10,10,10,1,1,1,1
because mcgonagall can hide the chocolates the witch must assemble a eclaire that a professor can assemble,because mcgonagall can hide the chocolates the professor must assemble a eclaire that a witch can assemble,17,17,17,0,1,1,1
because hagrid must chew the cookie albus should create a doughnut,because hagrid must chew the cookie albus should create a doughnut,11,11,11,1,1,1,1
because she should prepare a pancake fred must chew the souffles,because she should prepare a pancake fred must chew the souffles,11,11,11,1,1,1,1
since george may make the cakes she should prepare the croissants,since george may make the cakes she should prepare the croissants,11,11,11,1,1,1,1
because harry should hide the souffles george should assemble a cookie,because harry should hide the souffles george should assemble a cookie,11,11,11,1,1,1,1
because he may prepare the doughnut albus must gobble the croissants,because he may prepare the doughnut albus must gobble the croissants,11,11,11,1,1,1,1
since he should gobble the cake neville may gobble a doughnut,since he should gobble the cake neville may gobble a doughnut,11,11,11,1,1,1,1
since fred may hide the croissant draco should prepare the doughnut,since fred may hide the croissant draco should prepare the doughnut,11,11,11,1,1,1,1
because she can smile voldemort may chew the pancake that the witch must eat,because she can smile voldemort may chew the pancake that the witch must eat,14,14,14,1,1,1,1
because petunia should assemble a cake petunia must hide many cakes which he may sprinkle,because petunia should assemble a cake petunia must gobble many cakes which he may sprinkle,15,15,15,0,1,1,1
because neville should gobble a eclaire he must chew many doughnuts that ginny can arrange,because neville should gobble a eclaire he must chew many doughnuts that ginny can arrange,15,15,15,1,1,1,1
because ginny should sprinkle the strudels which lily must arrange he must hide the pancakes,because ginny should sprinkle the strudels which lily must arrange he must hide the pancakes,15,15,15,1,1,1,1
since lupin can chew a croissant that petunia may assemble voldemort must assemble the croissant,since lupin can chew a croissant that petunia may assemble voldemort must assemble the croissant,15,15,15,1,1,1,1
since james should run a wizard can arrange a cake,since james should run a wizard can arrange a cake,10,10,10,1,1,1,1
because hermione may walk a student can hide the cakes,because hermione may walk a student can hide the cakes,10,10,10,1,1,1,1
because lily can gobble a cookie which the student should make voldemort must laugh,because lily can gobble a cookie which the student should make voldemort must laugh,14,14,14,1,1,1,1
since james may hide a croissant the student should hide a cookie,since james may hide a croissant the student should hide a cookie,12,12,12,1,1,1,1
because he must make the cakes ginny must create the eclaires that she can prepare,because he must make the cakes ginny must create the eclaires that she can prepare,15,15,15,1,1,1,1
because ron should gobble the strudels which albus must chew hermione should assemble the pancake,because ron should gobble the strudels which albus must chew hermione should assemble the pancake,15,15,15,1,1,1,1
because albus should hiccup hagrid can gobble a eclaire which a professor should prepare,because albus should hiccup hagrid can gobble a eclaire which a professor should prepare,14,14,14,1,1,1,1
since a wizard should arrange many cookies that lupin must assemble albus must party,since a wizard should arrange many cookies that lupin must assemble albus must party,14,14,14,1,1,1,1
because mcgonagall should eat the doughnut which the professor may eat draco may hiccup,because mcgonagall should eat the doughnut which the professor may eat draco may hiccup,14,14,14,1,1,1,1
because james must make the chocolates since harry can prepare the chocolate lily should arrange the cakes which ginny should assemble,because james must make the chocolates since harry can prepare the chocolate lily should arrange the cakes which ginny should assemble,21,21,21,1,1,1,1
since draco should eat the strudel because fred may prepare a chocolate that sirius must eat lily must chew the cookies,because draco should eat the strudel since sirius may prepare a chocolate that fred must eat because must chew the cookies,21,21,21,0,0,N/A,N/A
because albus should assemble the strudels ron should eat the strudels,because albus should assemble the strudels ron should eat the strudels,11,11,11,1,1,1,1
because james should eat the chocolates petunia must sprinkle the pancakes,because james should eat the chocolates petunia must sprinkle the pancakes,11,11,11,1,1,1,1
since he must prepare a pancake harry must assemble the cake,since he must prepare a pancake harry must assemble the cake,11,11,11,1,1,1,1
since petunia should hide the doughnuts fred must arrange the pancake,since petunia should hide the doughnuts fred must arrange the pancake,11,11,11,1,1,1,1
because the witch may create the strudel which albus must eat ginny can sprinkle a pancake since james should chew a strudel,because the witch may create the strudel which albus must eat james can sprinkle a strudel since ginny should chew a pancake,22,22,22,0,1,1,1
since a student can chew many pancakes that the wizard can sprinkle because ginny may gobble many baklava draco should smile,since a student can chew the pancakes that a wizard can sprinkle because ginny may gobble many baklava draco should smile,21,21,21,0,1,1,1
since mcgonagall may smile since the witch should hide the eclaire petunia can gobble the cookies which a witch should hide,since mcgonagall may smile since the witch should hide the eclaire petunia can gobble the cookies which a witch should hide,21,21,21,1,1,1,1
since the wizard may sprinkle the cakes that hermione should create mcgonagall must hide a eclaire that a witch can assemble,since the wizard may sprinkle the cakes that hermione should create mcgonagall must hide a eclaire that a witch can assemble,21,21,21,1,1,1,1
since he should eat the strudels lily may hide the strudel that george may arrange since james must chew the strudel,since he should eat the strudels lily may hide the strudel that lily may arrange since sirius must chew the strudel,21,21,21,0,1,1,1
because james can prepare the pancakes that a witch should prepare a professor can chew the pancake that sirius can chew,because james can prepare the pancakes that a witch should prepare a pancake that the can chew a professor can hiccup,21,21,21,0,0,N/A,N/A
since james can arrange the croissants which vernon must sprinkle harry may prepare the eclaires which she must assemble,since james must arrange the croissants which vernon must sprinkle harry can prepare the eclaires which vernon must arrange,19,19,19,0,1,0,1
since voldemort should hide a cake that dobby must arrange sirius can sprinkle the cookies which draco must chew,since voldemort should hide a cake that dobby must arrange sirius can sprinkle the cookies which draco must chew,19,19,19,1,1,1,1
since fred may chew the souffle which voldemort must create hagrid can eat a pancake which snape can arrange,since fred may chew the souffle which voldemort must create hagrid can eat a pancake which snape can arrange,19,19,19,1,1,1,1
since ginny should arrange the eclaires that hagrid may eat snape must chew the cookies which he must sprinkle,since ginny should arrange the eclaires that hagrid may eat snape must chew the cookies which he must sprinkle,19,19,19,1,1,1,1
because a student should eat a eclaire that george may arrange hagrid must prepare the cookies which the student should arrange,because a student should eat a eclaire that george may arrange hagrid must arrange the cookies which the student should prepare,21,21,21,0,1,1,1
because dobby should arrange the souffles that a professor must eat because sirius must eat many souffles james should giggle,because dobby should arrange the souffles that a professor must eat sirius must eat many souffles because james should giggle,20,20,20,0,1,0,0
since lily should party james should prepare a pancake because a professor can assemble a cookie which mcgonagall should make,since lily should party james should prepare a croissant because a professor can hide a strudel which mcgonagall should make,20,20,20,0,1,1,1
since lupin must sprinkle a eclaire which hagrid should make since hermione should wiggle fred must gobble the baklava,since lupin must sprinkle a eclaire which hagrid should make since vernon should wiggle george must gobble the baklava,19,19,19,0,1,1,1
because sirius must gobble the doughnuts that he may sprinkle ginny should create a cake which he may gobble,because sirius must gobble the doughnuts that he may sprinkle ginny should create a cake which he may gobble,19,19,19,1,1,1,1
since mcgonagall must chew the eclaires a wizard should make the chocolates,since mcgonagall must chew the eclaires a wizard should make the chocolates,12,12,12,1,1,1,1
because the student should prepare a cookie a professor must smile,because the student should prepare a cookie a professor must smile,11,11,11,1,1,1,1
because a witch must hiccup the witch should party since ginny should create the eclaires that lily should hide,because a witch must party since ginny should create the eclaires that ginny should hiccup ginny should party,19,19,18,0,1,0,0
since mcgonagall should smile hermione may sprinkle the souffles that snape should hide because lupin must eat the pancake,since mcgonagall should smile hermione may sprinkle the souffles that snape should hide because neville must eat the pancake,19,19,19,0,1,1,1
since sirius can gobble a croissant that vernon can prepare voldemort may create the eclaires that ron should gobble,since sirius can gobble a croissant that vernon can prepare voldemort may create the eclaires that vernon should gobble,19,19,19,0,1,1,1
since ginny must prepare the pancakes she can make many croissants,since ginny must prepare the pancakes she can make many croissants,11,11,11,1,1,1,1
since vernon must hide the eclaires dobby may prepare the chocolates,since vernon must hide the eclaires dobby may prepare the chocolates,11,11,11,1,1,1,1
because lupin must make many cakes fred can create the baklava,because lupin must make many cakes fred can create the baklava,11,11,11,1,1,1,1
because lupin must hide the cakes hermione may gobble a souffle,because lupin must hide the cakes hermione may gobble a souffle,11,11,11,1,1,1,1
since george must chew a strudel she should gobble the eclaires,since george must chew a strudel she should gobble the eclaires,11,11,11,1,1,1,1
since a student must gobble the cookie the professor must swim,since a student must gobble the cookie the professor must swim,11,11,11,1,1,1,1
since mcgonagall must create the chocolates harry may arrange the pancakes,since mcgonagall must create the chocolates harry may arrange the pancakes,11,11,11,1,1,1,1
since ron must hide the cookies that hermione should create lily can gobble the cookie,since ron must hide the cookies that hermione should create lily can gobble the cookie,15,15,15,1,1,1,1
because the professor can assemble the eclaires which snape must create the student must walk,because the professor can assemble the eclaires which snape must create the student must walk,15,15,15,1,1,1,1
since neville should prepare the croissant which petunia must create draco may arrange many chocolates,since neville should prepare the croissant which petunia must create draco may arrange many chocolates,15,15,15,1,1,1,1
since he may gobble the pancakes draco may create a pancake that mcgonagall may create,since he may gobble the pancakes draco may create a pancake that mcgonagall may create,15,15,15,1,1,1,1
because ginny may make many croissants that she must gobble dobby should sprinkle the croissants,because ginny may make many croissants that she must gobble dobby should sprinkle the croissants,15,15,15,1,1,1,1
because hermione must create the eclaires which george can sprinkle neville may gobble the doughnuts that a student must arrange,because hermione must sprinkle the eclaires which george can create neville may gobble the doughnuts that a student must arrange,20,20,20,0,1,1,1
because dobby can sprinkle a chocolate that george can assemble hagrid can chew the cookies which a wizard should sprinkle,because dobby can sprinkle the chocolate that hagrid can assemble a wizard can chew the cookies which george should sprinkle,20,20,20,0,1,0,1
because ron may gobble the croissant that hagrid must create the student should assemble the souffles which dobby should sprinkle,because ron may gobble the croissant that hagrid must create the student should assemble the souffles which dobby should sprinkle,20,20,20,1,1,1,1
because sirius can make a baklava which hagrid should chew the witch may gobble the cookies,because sirius can make a baklava which hagrid should chew the witch may gobble the cookies,16,16,16,1,1,1,1
because a wizard must prepare many strudels that hermione can create neville must hide the pancake,because a wizard must prepare many strudels that hermione can create neville must hide the pancake,16,16,16,1,1,1,1
because fred must wiggle snape should prepare the souffles,because fred must wiggle snape should prepare the souffles,9,9,9,1,1,1,1
because hagrid must run voldemort may prepare the souffle,because hagrid must run voldemort may prepare the souffle,9,9,9,1,1,1,1
because hermione should create the baklava george can party,because hermione should create the baklava george can party,9,9,9,1,1,1,1
because petunia can eat a eclaire neville should wiggle,because petunia can eat a eclaire neville should wiggle,9,9,9,1,1,1,1
since albus should smile fred must prepare the strudels,since albus should smile fred must prepare the strudels,9,9,9,1,1,1,1
because the student should make a baklava since harry should giggle hagrid should assemble the cake that dobby must arrange,because the student should make a baklava since should giggle since harry should assemble the cake that hagrid must arrange,20,20,20,0,0,N/A,N/A
because hermione must jump since a professor must eat a baklava which hagrid may chew petunia must make the cakes,because hermione must jump since a professor must chew a baklava which hagrid may eat petunia must make the cakes,20,20,20,0,1,1,1
since petunia should chew the chocolates he must prepare many doughnuts which the witch should arrange,since petunia should chew the chocolates he must prepare many doughnuts since the witch should arrange,16,16,16,0,1,0,0
since sirius should sprinkle the cake a student should gobble a cake that ginny must chew,since sirius should sprinkle the cake a student should gobble a cake that ginny must chew,16,16,16,1,1,1,1
since the professor can party lupin can eat a eclaire which she must arrange,since the professor can party lupin can eat a eclaire which she must arrange,14,14,14,1,1,1,1
since fred should hiccup lily must gobble the doughnut which a wizard can assemble,since fred should hiccup lily must gobble the doughnut which a wizard can assemble,14,14,14,1,1,1,1
since snape can assemble the pancake which ron should sprinkle since lupin must hide the strudel a wizard should prepare a chocolate,since snape can assemble the pancake which lupin should sprinkle since ron must hide the strudel a wizard should prepare a chocolate,22,22,22,0,1,1,1
because sirius should create a eclaire that sirius must prepare neville should hide a chocolate that ginny must prepare,because sirius should create a eclaire that sirius must prepare neville should hide a chocolate that sirius must prepare,19,19,19,0,1,1,1
since harry may create the eclaire that vernon may hide lupin can create many pancakes that snape should hide,since harry may create the eclaire that lupin may hide vernon can create many pancakes that snape should hide,19,19,19,0,1,1,1
since lily may chew the doughnut that he can eat albus may prepare a cake which harry should gobble,since lily may chew the baklava that albus can eat he may prepare a chocolate which harry should gobble,19,19,19,0,1,0,1
because sirius may jump because draco must make many souffles that voldemort should prepare petunia may make the chocolate,because sirius may jump because voldemort must make the souffles that draco should prepare voldemort may make a chocolate,19,19,19,0,1,1,1
because fred must chew the croissants that george should hide harry must wiggle because he should create the chocolates,because fred must chew the croissants that george should hide because must wiggle because chocolates should create the chocolates,19,19,19,0,0,N/A,N/A
because hermione should wiggle a student may arrange the chocolate which draco must arrange,because hermione should wiggle a student may arrange the chocolate which draco must arrange,14,14,14,1,1,1,1
because mcgonagall can jump ginny must smile because the wizard must gobble the croissant,because mcgonagall can jump because ginny must smile the wizard must gobble the croissant,14,14,14,0,1,0,0
since the professor may eat the eclaire that the student must prepare the student may create the chocolates,since the professor may eat the eclaire that the student must prepare the student may create the chocolates,18,18,18,1,1,1,1
because lily should wiggle ron must gobble the croissant that draco can sprinkle,because lily should wiggle ron must gobble the croissant that draco can sprinkle,13,13,13,1,1,1,1
because a professor should eat the chocolates that vernon may gobble hermione can create a cake,because a professor should eat the chocolates that vernon may gobble hermione can create a cake,16,16,16,1,1,1,1
because draco should sprinkle a strudel the witch should gobble the cookies which ginny must sprinkle,because draco should sprinkle a strudel the witch should gobble the cookies which ginny must sprinkle,16,16,16,1,1,1,1
because a student can chew the croissants which he should assemble petunia should assemble a cake,because a student can chew the croissants which he should assemble petunia should assemble a cake,16,16,16,1,1,1,1
since a wizard should chew the strudels which ron should hide lupin may sprinkle a strudel,since a wizard should chew the strudels which ron should sprinkle lupin may hide a strudel,16,16,16,0,1,1,1
since lily must eat a baklava lily may prepare the doughnut which snape must arrange,since lily must eat a baklava lily may prepare the doughnut which snape must arrange,15,15,15,1,1,1,1
because neville may hide a strudel that neville can sprinkle he should assemble the eclaire,because neville may hide a strudel that neville can sprinkle he should assemble the eclaire,15,15,15,1,1,1,1
since lupin must sprinkle the souffles petunia must sprinkle the cookies that hermione can eat,since lupin must sprinkle the souffles petunia must sprinkle the cookies that hermione can eat,15,15,15,1,1,1,1
since hermione can walk a student must assemble the cookies which the professor should prepare,since hermione can walk a student must assemble the cookies which the professor should prepare,15,15,15,1,1,1,1
since she should chew many doughnuts that harry may chew fred may hide the pancake,since she should chew many doughnuts that harry may chew fred may hide the pancake,15,15,15,1,1,1,1
since mcgonagall should hide a souffle which the professor must hide he should arrange the cakes that james must chew,since mcgonagall should hide a souffle which the professor must hide he should arrange the cakes that james must chew,20,20,20,1,1,1,1
because draco may chew the souffle that a professor should sprinkle draco should gobble the croissants that harry must gobble,because draco may chew the souffle that a professor should sprinkle draco should gobble the croissants that harry must gobble,20,20,20,1,1,1,1
since james may chew the chocolate a wizard can sprinkle many doughnuts,since james may chew the chocolate a wizard can sprinkle many doughnuts,12,12,12,1,1,1,1
because a witch should create many eclaires hermione should eat the baklava,because a witch should create many eclaires hermione should eat the baklava,12,12,12,1,1,1,1
because draco can create the baklava snape should run,because draco can create the baklava snape should run,9,9,9,1,1,1,1
because lily can giggle vernon may assemble many souffles,because lily can giggle vernon may assemble many souffles,9,9,9,1,1,1,1
since she must run hagrid may eat many pancakes,since she must run hagrid may eat many pancakes,9,9,9,1,1,1,1
since lily should prepare the doughnut harry must smile,since lily should prepare the doughnut harry must smile,9,9,9,1,1,1,1
because voldemort may walk hagrid should hide the croissants,because voldemort may walk hagrid should hide the croissants,9,9,9,1,1,1,1
since the student may create the croissants the professor should eat the cake which ginny must chew,since the student may create the croissants the professor should eat the cake which ginny must chew,17,17,17,1,1,1,1
because dobby may chew the strudels the student must sprinkle the eclaires that a witch must assemble,because dobby may chew the strudels the student must sprinkle the eclaires that a witch must assemble,17,17,17,1,1,1,1
since albus should sprinkle the strudels that george must prepare he may party since george must walk,since albus should sprinkle the strudels that george must prepare he may party since george must party,17,17,17,0,1,1,1
since a student can arrange the croissants that hermione should assemble a professor should arrange the strudels,since a student can arrange the croissants that hermione should assemble a professor should arrange the strudels,17,17,17,1,1,1,1
because lupin must make the souffle a student must hiccup because ron may create a eclaire,because lupin must make the souffle a student must hiccup because a professor may create a eclaire,16,16,17,0,1,0,0
