Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)"
since albus can chew a croissant because petunia can make a doughnut sirius must gobble the chocolates,since albus can chew a croissant because petunia can make a doughnut sirius must gobble the chocolates,17,17,17,1,1,1,1
he may hide the strudels,he may hide the strudels,5,5,5,1,1,1,1
draco must gobble many croissants,draco must gobble many croissants,5,5,5,1,1,1,1
lupin must gobble the cookies,lupin must gobble the cookies,5,5,5,1,1,1,1
james must arrange the doughnut,james must arrange the doughnut,5,5,5,1,1,1,1
since a professor should create a strudel that petunia must hide sirius should create the baklava,since a professor should create a strudel that petunia must hide sirius should create the baklava,16,16,16,1,1,1,1
fred may prepare the pancakes that a professor can arrange,fred may prepare the pancakes that a professor can arrange,10,10,10,1,1,1,1
lupin can chew the doughnut which the witch may assemble,lupin can chew the doughnut which the witch may assemble,10,10,10,1,1,1,1
a professor can sprinkle the pancakes that dobby should gobble,a professor can sprinkle the pancakes that dobby should gobble,10,10,10,1,1,1,1
a student may walk,a student may walk,4,4,4,1,1,1,1
the professor must laugh,the professor must laugh,4,4,4,1,1,1,1
a student may walk,a student may walk,4,4,4,1,1,1,1
dobby must hiccup,dobby must hiccup,3,3,3,1,1,1,1
since ron must create the strudel she must sprinkle the cake that dobby should make,since ron must create the strudel she must sprinkle the cake that dobby should make,15,15,15,1,1,1,1
ginny must assemble the souffles because george must arrange many baklava which he should gobble,ginny must assemble the souffles because george must arrange many baklava which he should gobble,15,15,15,1,1,1,1
hermione can assemble the souffles that hagrid may gobble,hermione can assemble the souffles that hagrid may gobble,9,9,9,1,1,1,1
james should assemble the eclaires that fred must prepare,james should assemble the eclaires that fred must prepare,9,9,9,1,1,1,1
draco may chew a cake which snape must eat,draco may chew a cake which snape must eat,9,9,9,1,1,1,1
neville should make the croissant which dobby can eat,neville should make the croissant which dobby can eat,9,9,9,1,1,1,1
petunia may eat the pancakes because mcgonagall should hiccup,petunia may eat the pancakes because mcgonagall should hiccup,9,9,9,1,1,1,1
hagrid may smile because she may wiggle,hagrid may smile because she may wiggle,7,7,7,1,1,1,1
ginny can assemble a chocolate which snape may make,ginny can assemble a chocolate which snape may make,9,9,9,1,1,1,1
lupin must prepare the cookies which draco must assemble,lupin must prepare the cookies which draco must assemble,9,9,9,1,1,1,1
sirius can assemble the cakes that lily can assemble,sirius can assemble the cakes that lily can assemble,9,9,9,1,1,1,1
lupin should create a croissant that neville should hide,lupin should create a croissant that neville should hide,9,9,9,1,1,1,1
hagrid must eat the croissants that voldemort should gobble,hagrid must eat the croissants that voldemort should gobble,9,9,9,1,1,1,1
albus can run since lily can smile,albus can run since lily can smile,7,7,7,1,1,1,1
sirius must run since he can walk,sirius must run since he can walk,7,7,7,1,1,1,1
because ginny can run since a student should prepare the cookies vernon can assemble the baklava that voldemort must gobble,because ginny can run since a student should prepare the cookies vernon can assemble the baklava that voldemort must gobble,20,20,20,1,1,1,1
sirius can assemble the cookie which a professor must assemble because he should chew the pancakes which neville must hide,sirius can assemble the cookie which a professor must assemble because he should chew the pancakes which neville must hide,20,20,20,1,1,1,1
since dobby should create the doughnuts that draco may eat the student should run because dobby must gobble many souffles,since dobby should create the doughnuts that draco may eat the student should run because dobby must gobble many souffles,20,20,20,1,1,1,1
the student should wiggle,the student should wiggle,4,4,4,1,1,1,1
a professor should party,a professor should party,4,4,4,1,1,1,1
the student must create the strudels,the student must create the strudels,6,6,6,1,1,1,1
sirius may arrange the eclaires which a witch must chew,sirius may arrange the eclaires which a witch must chew,10,10,10,1,1,1,1
since a wizard may giggle harry must arrange a croissant,since a wizard may giggle harry must arrange a croissant,10,10,10,1,1,1,1
the witch may prepare the eclaires,the witch may prepare the eclaires,6,6,6,1,1,1,1
the student should arrange the baklava,the student should arrange the baklava,6,6,6,1,1,1,1
snape can arrange the cake,snape can arrange the cake,5,5,5,1,1,1,1
he can prepare the doughnut,he can prepare the doughnut,5,5,5,1,1,1,1
hermione must hide a pancake,hermione must hide a pancake,5,5,5,1,1,1,1
dobby should assemble the souffles,dobby should assemble the souffles,5,5,5,1,1,1,1
mcgonagall must make the cakes,mcgonagall must make the cakes,5,5,5,1,1,1,1
the professor must assemble the baklava,the professor must assemble the baklava,6,6,6,1,1,1,1
a student should gobble the croissants,a student should gobble the croissants,6,6,6,1,1,1,1
hermione can gobble the strudels because snape should arrange the cookies that she can eat,hermione can gobble the strudels because snape should arrange the cookies that she can eat,15,15,15,1,1,1,1
because george may eat the eclaires which dobby should create albus should make a doughnut,because george may eat the eclaires which dobby should create albus should make a doughnut,15,15,15,1,1,1,1
since a witch must sprinkle the chocolate harry can create a doughnut,since a witch must sprinkle the chocolate harry can create a doughnut,12,12,12,1,1,1,1
petunia should hide the souffles because the witch must gobble the cookie,petunia should hide the souffles because the witch must gobble the cookie,12,12,12,1,1,1,1
the student must chew the strudels which sirius must prepare,the student must chew the strudels which sirius must prepare,10,10,10,1,1,1,1
petunia should assemble many pancakes that a professor may hide,petunia should assemble many pancakes that a professor may hide,10,10,10,1,1,1,1
the student may create the doughnuts that harry may gobble,the student may create the doughnuts that harry may gobble,10,10,10,1,1,1,1
petunia may laugh,petunia may laugh,3,3,3,1,1,1,1
lupin must walk,lupin must walk,3,3,3,1,1,1,1
he should hiccup,he should hiccup,3,3,3,1,1,1,1
hagrid should hiccup,hagrid should hiccup,3,3,3,1,1,1,1
hermione must hiccup,hermione must hiccup,3,3,3,1,1,1,1
dobby must arrange the doughnut that hermione must chew,dobby must arrange the doughnut that hermione must chew,9,9,9,1,1,1,1
because albus can hide a baklava he must run,because albus can hide a baklava he must run,9,9,9,1,1,1,1
because draco can wiggle a professor should walk,because draco can wiggle a professor should walk,8,8,8,1,1,1,1
a student should sprinkle a cake,a student should sprinkle a cake,6,6,6,1,1,1,1
hermione can eat a chocolate which draco must chew,hermione can eat a chocolate which draco must chew,9,9,9,1,1,1,1
he may create the croissant that james must hide,he may create the croissant that james must hide,9,9,9,1,1,1,1
snape can prepare the eclaires which hagrid must create,snape can prepare the eclaires which hagrid must create,9,9,9,1,1,1,1
snape must gobble a strudel which she must gobble,snape must gobble a strudel which she must gobble,9,9,9,1,1,1,1
hermione may assemble the cookie which she should assemble,hermione may assemble the cookie which she should assemble,9,9,9,1,1,1,1
the professor may gobble the baklava because dobby should eat the pancake,the professor may gobble the baklava because dobby should eat the pancake,12,12,12,1,1,1,1
he should prepare the souffles since a witch must prepare the baklava,he should prepare the souffles since a witch must prepare the baklava,12,12,12,1,1,1,1
vernon must prepare the strudels,vernon must prepare the strudels,5,5,5,1,1,1,1
lily must sprinkle the pancake,lily must sprinkle the pancake,5,5,5,1,1,1,1
a wizard can party,a wizard can party,4,4,4,1,1,1,1
a professor should assemble the strudels,a professor should assemble the strudels,6,6,6,1,1,1,1
the student may assemble the cakes,the student may assemble the cakes,6,6,6,1,1,1,1
since george must hide a pancake that fred can hide mcgonagall can wiggle,since george must hide a pancake that fred can hide mcgonagall can wiggle,13,13,13,1,1,1,1
james can sprinkle the doughnuts that ginny can sprinkle since snape should run,james can sprinkle the doughnuts that ginny can sprinkle since snape should run,13,13,13,1,1,1,1
voldemort can hiccup,voldemort can hiccup,3,3,3,1,1,1,1
neville should run,neville should run,3,3,3,1,1,1,1
ron must swim,ron must swim,3,3,3,1,1,1,1
albus should run,albus should run,3,3,3,1,1,1,1
petunia can swim,petunia can swim,3,3,3,1,1,1,1
the wizard must eat a eclaire that a professor can prepare since the wizard may chew the pancake that george can make,the wizard must eat a eclaire that a professor can prepare since the wizard may chew the pancake that george can make,22,22,22,1,1,1,1
because george must chew the chocolates since he should prepare the doughnut that fred may hide lily must eat the souffle,because george must chew the chocolates since he should prepare the doughnut that fred may hide lily must eat the souffle,21,21,21,1,1,1,1
hagrid should hide the cake,hagrid should hide the cake,5,5,5,1,1,1,1
sirius must make a cookie,sirius must make a cookie,5,5,5,1,1,1,1
snape may arrange the chocolate,snape may arrange the chocolate,5,5,5,1,1,1,1
draco may create a strudel,draco may create a strudel,5,5,5,1,1,1,1
she can arrange the doughnuts that mcgonagall can arrange because a witch may hide many croissants which vernon should prepare,she can arrange the doughnuts that mcgonagall can arrange because a witch may hide many croissants which vernon should prepare,20,20,20,1,1,1,1
albus can sprinkle the baklava since petunia must walk since ginny may hide the strudels which he should sprinkle,albus can sprinkle the baklava since petunia must walk since ginny may hide the strudels which he should sprinkle,19,19,19,1,1,1,1
george must prepare the cookie because he can smile because petunia should assemble a chocolate which sirius should prepare,george must prepare the cookie because he can smile because petunia should assemble a chocolate which sirius should prepare,19,19,19,1,1,1,1
because mcgonagall should laugh since george must assemble the cookie since voldemort should laugh james should gobble a eclaire,because mcgonagall should laugh since george must assemble the cookie since voldemort should laugh james should gobble a eclaire,19,19,19,1,1,1,1
petunia must create a cookie which ron must sprinkle,petunia must create a cookie which ron must sprinkle,9,9,9,1,1,1,1
because neville should assemble the souffle sirius can hiccup,because neville should assemble the souffle sirius can hiccup,9,9,9,1,1,1,1
harry must chew the eclaires that vernon can arrange,harry must chew the eclaires that vernon can arrange,9,9,9,1,1,1,1
she must wiggle since dobby should create many cakes,she must wiggle since dobby should create many cakes,9,9,9,1,1,1,1
dobby should assemble the strudel that sirius may chew,dobby should assemble the strudel that sirius may chew,9,9,9,1,1,1,1
ron may chew many cookies since lupin should make the baklava,ron may chew many cookies since lupin should make the baklava,11,11,11,1,1,1,1
a wizard may eat the croissants that a professor must hide,a wizard may eat the croissants that a professor must hide,11,11,11,1,1,1,1
sirius should chew a croissant since ron can create the pancakes which lily may prepare,sirius should chew a croissant since ron can create the pancakes which lily may prepare,15,15,15,1,1,1,1
since ron can hide the strudel which vernon should sprinkle neville can assemble many cookies,since ron can hide the strudel which vernon should sprinkle neville can assemble many cookies,15,15,15,1,1,1,1
the professor may arrange a baklava,the professor may arrange a baklava,6,6,6,1,1,1,1
since he must party fred may run since lily may assemble the croissants,since he must party fred may run since lily may assemble the croissants,13,13,13,1,1,1,1
a student should make the souffles which fred may prepare,a student should make the souffles which fred may prepare,10,10,10,1,1,1,1
voldemort may sprinkle the cookie that lily must chew,voldemort may sprinkle the cookie that lily must chew,9,9,9,1,1,1,1
fred should assemble the cookies that vernon must prepare,fred should assemble the cookies that vernon must prepare,9,9,9,1,1,1,1
ron may arrange the cookie which vernon must hide,ron may arrange the cookie which vernon must hide,9,9,9,1,1,1,1
lily should assemble a eclaire which harry should prepare,lily should assemble a eclaire which harry should prepare,9,9,9,1,1,1,1
lily should hiccup since mcgonagall can arrange the strudels,lily should hiccup since mcgonagall can arrange the strudels,9,9,9,1,1,1,1
snape may walk because neville must wiggle,snape may walk because neville must wiggle,7,7,7,1,1,1,1
lupin should arrange the doughnuts that mcgonagall should arrange,lupin should arrange the doughnuts that mcgonagall should arrange,9,9,9,1,1,1,1
because fred must laugh draco should prepare the strudels,because fred must laugh draco should prepare the strudels,9,9,9,1,1,1,1
lupin must make the souffles which harry should hide,lupin must make the souffles which harry should hide,9,9,9,1,1,1,1
because fred must sprinkle the souffles sirius should laugh,because fred must sprinkle the souffles sirius should laugh,9,9,9,1,1,1,1
hermione may eat the eclaires that lupin should create,hermione may eat the eclaires that lupin should create,9,9,9,1,1,1,1
the professor should eat the strudels that the witch can make,the professor should eat the strudels that the witch can make,11,11,11,1,1,1,1
since albus must eat the baklava that hermione may gobble neville must sprinkle a eclaire that the wizard should hide,since albus must eat the baklava that hermione may gobble neville must sprinkle a eclaire that the wizard should hide,20,20,20,1,1,1,1
because sirius should create the cakes hermione must prepare the baklava,because sirius should create the cakes hermione must prepare the baklava,11,11,11,1,1,1,1
since she must make the chocolates hermione may prepare many eclaires,since she must make the chocolates hermione may prepare many eclaires,11,11,11,1,1,1,1
she must gobble many pancakes since neville should chew the baklava,she must gobble many pancakes since neville should chew the baklava,11,11,11,1,1,1,1
snape can eat the croissants,snape can eat the croissants,5,5,5,1,1,1,1
fred must chew a pancake,fred must chew a pancake,5,5,5,1,1,1,1
vernon may prepare a croissant,vernon may prepare a croissant,5,5,5,1,1,1,1
neville should prepare the strudels,neville should prepare the strudels,5,5,5,1,1,1,1
harry must chew a strudel that hagrid should hide,harry must chew a strudel that hagrid should hide,9,9,9,1,1,1,1
dobby can assemble the pancakes which lupin must assemble,dobby can assemble the pancakes which lupin must assemble,9,9,9,1,1,1,1
sirius must eat many strudels because sirius must giggle,sirius must eat many strudels because sirius must giggle,9,9,9,1,1,1,1
hagrid must make a chocolate that hagrid must prepare,hagrid must make a chocolate that hagrid must prepare,9,9,9,1,1,1,1
lupin can make the cookies that petunia must chew,lupin can make the cookies that petunia must chew,9,9,9,1,1,1,1
voldemort should make a cookie that petunia must create since george may eat the croissants,voldemort should make a cookie that petunia must create since george may eat the croissants,15,15,15,1,1,1,1
because lily may jump he must hide the doughnuts because harry must assemble the eclaire,because lily may jump he must hide the doughnuts because harry must assemble the eclaire,15,15,15,1,1,1,1
the student must run because vernon must create a souffle which a witch can create,the student must run because vernon must create a souffle which a witch can create,15,15,15,1,1,1,1
since neville must eat the croissants which draco may create voldemort may prepare many baklava,since neville must eat the croissants which draco may create voldemort may prepare many baklava,15,15,15,1,1,1,1
voldemort can eat the pancakes that a professor may assemble,voldemort can eat the pancakes that a professor may assemble,10,10,10,1,1,1,1
the professor may sprinkle the baklava which petunia should gobble,the professor may sprinkle the baklava which petunia should gobble,10,10,10,1,1,1,1
because petunia should chew the croissant that she can create snape must sprinkle a strudel that sirius must make,because petunia should chew the croissant that she can create snape must sprinkle a strudel that sirius must make,19,19,19,1,1,1,1
fred must prepare the baklava that sirius should eat since dobby must gobble the baklava which james may sprinkle,fred must prepare the baklava that sirius should eat since dobby must gobble the baklava which james may sprinkle,19,19,19,1,1,1,1
because albus can hide the eclaire she may prepare a eclaire that she may prepare because he must laugh,because albus can hide the eclaire she may prepare a eclaire that she may prepare because he must laugh,19,19,19,1,1,1,1
draco must assemble many chocolates that george may arrange because dobby should sprinkle the eclaire that voldemort may arrange,draco must assemble many chocolates that george may arrange because dobby should sprinkle the eclaire that voldemort may arrange,19,19,19,1,1,1,1
draco should chew the croissant that sirius can hide because the student should gobble the eclaire,draco should chew the croissant that sirius can hide because the student should gobble the eclaire,16,16,16,1,1,1,1
he should assemble the baklava that hagrid must gobble since a professor must arrange a cake,he should assemble the baklava that hagrid must gobble since a professor must arrange a cake,16,16,16,1,1,1,1
because james should arrange the souffles that hermione should make a professor can assemble the strudels,because james should arrange the souffles that hermione should make a professor can assemble the strudels,16,16,16,1,1,1,1
draco should arrange many eclaires that a wizard should hide,draco should arrange many eclaires that a wizard should hide,10,10,10,1,1,1,1
harry should make a souffle that a witch must eat,harry should make a souffle that a witch must eat,10,10,10,1,1,1,1
the professor may create a cake,the professor may create a cake,6,6,6,1,1,1,1
since george can giggle the professor must prepare a cookie which dobby may chew,since george can giggle the professor must prepare a cookie which dobby may chew,14,14,14,1,1,1,1
mcgonagall may sprinkle the cake,mcgonagall may sprinkle the cake,5,5,5,1,1,1,1
voldemort may make the strudels,voldemort may make the strudels,5,5,5,1,1,1,1
lily may eat the eclaires,lily may eat the eclaires,5,5,5,1,1,1,1
vernon can create a chocolate,vernon can create a chocolate,5,5,5,1,1,1,1
lupin must eat the pancakes,lupin must eat the pancakes,5,5,5,1,1,1,1
voldemort must hide the baklava,voldemort must hide the baklava,5,5,5,1,1,1,1
george may chew the doughnuts,george may chew the doughnuts,5,5,5,1,1,1,1
snape can create the eclaires,snape can create the eclaires,5,5,5,1,1,1,1
hermione may hide the eclaire,hermione may hide the eclaire,5,5,5,1,1,1,1
a student should sprinkle the baklava which vernon must gobble,a student should sprinkle the baklava which vernon must gobble,10,10,10,1,1,1,1
a witch must sprinkle the souffles since voldemort should hiccup,a witch must sprinkle the souffles since voldemort should hiccup,10,10,10,1,1,1,1
because the professor may hiccup hagrid must hide the croissants,because the professor may hiccup hagrid must hide the croissants,10,10,10,1,1,1,1
since hagrid must make the pancakes neville must make the cakes which snape may chew,since hagrid must make the pancakes neville must make the cakes which snape may chew,15,15,15,1,1,1,1
since james must eat the eclaires that lily must prepare albus may arrange the chocolates,since james must eat the eclaires that lily must prepare albus may arrange the chocolates,15,15,15,1,1,1,1
since albus should arrange the cookie which lily must arrange harry must chew many doughnuts,since albus should arrange the cookie which lily must arrange harry must chew many doughnuts,15,15,15,1,1,1,1
vernon should swim since a professor should party,vernon should swim since a professor should party,8,8,8,1,1,1,1
since draco can sprinkle a baklava lupin can arrange the strudels which george must assemble,since draco can sprinkle a baklava lupin can arrange the strudels which george must assemble,15,15,15,1,1,1,1
because albus should prepare the pancake which neville may make ginny can prepare the chocolates,because albus should prepare the pancake which neville may make ginny can prepare the chocolates,15,15,15,1,1,1,1
since fred should hide a pancake that neville must prepare she should chew the cake,since fred should hide a pancake that neville must prepare she should chew the cake,15,15,15,1,1,1,1
since dobby can gobble a cookie which fred should make mcgonagall may chew the baklava,since dobby can gobble a cookie which fred should make mcgonagall may chew the baklava,15,15,15,1,1,1,1
because neville should prepare a croissant which dobby may make a professor should arrange a chocolate that she can chew,because neville should prepare a croissant which dobby may make a professor should arrange a chocolate that she can chew,20,20,20,1,1,1,1
because a professor should make the croissants that james should arrange vernon may make the souffle which george must arrange,because a professor should make the croissants that james should arrange vernon may make the souffle which george must arrange,20,20,20,1,1,1,1
a student should assemble the strudel since neville should create the souffle which neville may sprinkle,a student should assemble the strudel since neville should create the souffle which neville may sprinkle,16,16,16,1,1,1,1
a wizard can hide the baklava since voldemort can gobble the pancake that petunia can assemble,a wizard can hide the baklava since voldemort can gobble the pancake that petunia can assemble,16,16,16,1,1,1,1
the student must hide the baklava,the student must hide the baklava,6,6,6,1,1,1,1
a student should gobble the chocolates,a student should gobble the chocolates,6,6,6,1,1,1,1
petunia must eat the croissant that ginny must create,petunia must eat the croissant that ginny must create,9,9,9,1,1,1,1
draco can hide many doughnuts that lily can hide,draco can hide many doughnuts that lily can hide,9,9,9,1,1,1,1
he should chew the chocolates that mcgonagall must eat,he should chew the chocolates that mcgonagall must eat,9,9,9,1,1,1,1
hagrid must prepare the souffles since hagrid must smile,hagrid must prepare the souffles since hagrid must smile,9,9,9,1,1,1,1
george may prepare the doughnut that fred must create,george may prepare the doughnut that fred must create,9,9,9,1,1,1,1
harry should sprinkle a cake which lily may chew,harry should sprinkle a cake which lily may chew,9,9,9,1,1,1,1
dobby can create the eclaire that he must hide,dobby can create the eclaire that he must hide,9,9,9,1,1,1,1
he should eat a doughnut which harry may hide,he should eat a doughnut which harry may hide,9,9,9,1,1,1,1
lupin may hide a strudel that he should gobble,lupin may hide a strudel that he should gobble,9,9,9,1,1,1,1
dobby should hide many souffles that draco must arrange,dobby should hide many souffles that draco must arrange,9,9,9,1,1,1,1
draco can walk,draco can walk,3,3,3,1,1,1,1
james should swim,james should swim,3,3,3,1,1,1,1
a professor must hiccup,a professor must hiccup,4,4,4,1,1,1,1
the student should smile,the student should smile,4,4,4,1,1,1,1
ron may prepare the baklava,ron may prepare the baklava,5,5,5,1,1,1,1
james can create many cookies,james can create many cookies,5,5,5,1,1,1,1
voldemort should create the strudels,voldemort should create the strudels,5,5,5,1,1,1,1
ron must hide the cakes,ron must hide the cakes,5,5,5,1,1,1,1
the wizard should hide the strudel that sirius may make,the wizard should hide the strudel that sirius may make,10,10,10,1,1,1,1
fred may prepare the baklava which draco may arrange,fred may prepare the baklava which draco may arrange,9,9,9,1,1,1,1
because ron can chew the strudel vernon may hiccup,because ron can chew the strudel vernon may hiccup,9,9,9,1,1,1,1
james can make the baklava because she can swim,james can make the baklava because she can swim,9,9,9,1,1,1,1
neville may gobble the chocolates which ron may eat,neville may gobble the chocolates which ron may eat,9,9,9,1,1,1,1
the professor may make the cake which she must create,the professor may make the cake which she must create,10,10,10,1,1,1,1
dobby should sprinkle many chocolates which a student may assemble,dobby should sprinkle many chocolates which a student may assemble,10,10,10,1,1,1,1
ginny may hide the croissant which a student must make,ginny may hide the croissant which a student must make,10,10,10,1,1,1,1
the professor must chew a baklava,the professor must chew a baklava,6,6,6,1,1,1,1
the witch must chew a baklava,the witch must chew a baklava,6,6,6,1,1,1,1
a student must hide the eclaire,a student must hide the eclaire,6,6,6,1,1,1,1
ginny should make the souffles which the student must sprinkle,ginny should make the souffles which the student must sprinkle,10,10,10,1,1,1,1
snape must assemble a doughnut that the student may create since she should wiggle,snape must assemble a doughnut that the student may create since she should wiggle,14,14,14,1,1,1,1
since the witch must party ginny may arrange many doughnuts that james must assemble,since the witch must party ginny may arrange many doughnuts that james must assemble,14,14,14,1,1,1,1
hermione may assemble the chocolate,hermione may assemble the chocolate,5,5,5,1,1,1,1
draco must gobble a cake,draco must gobble a cake,5,5,5,1,1,1,1
she must chew the baklava,she must chew the baklava,5,5,5,1,1,1,1
a student may walk,a student may walk,4,4,4,1,1,1,1
sirius can laugh,sirius can laugh,3,3,3,1,1,1,1
she may hiccup,she may hiccup,3,3,3,1,1,1,1
he must walk,he must walk,3,3,3,1,1,1,1
dobby should laugh,dobby should laugh,3,3,3,1,1,1,1
he can walk,he can walk,3,3,3,1,1,1,1
neville must gobble a eclaire because george must eat the baklava that the wizard should assemble,neville must gobble a eclaire because george must eat the baklava that the wizard should assemble,16,16,16,1,1,1,1
because the witch should make the strudels that neville can sprinkle hermione must assemble a strudel,because the witch should make the strudels that neville can sprinkle hermione must assemble a strudel,16,16,16,1,1,1,1
because the wizard must gobble many cakes james should eat the souffles which vernon can sprinkle,because the wizard must gobble many cakes james should eat the souffles which vernon can sprinkle,16,16,16,1,1,1,1
petunia must assemble a cookie that james must create,petunia must assemble a cookie that james must create,9,9,9,1,1,1,1
hermione can make the pancakes that harry can sprinkle,hermione can make the pancakes that harry can sprinkle,9,9,9,1,1,1,1
since draco should walk hagrid should assemble many pancakes,since draco should walk hagrid should assemble many pancakes,9,9,9,1,1,1,1
since petunia must chew the souffles voldemort should swim,since petunia must chew the souffles voldemort should swim,9,9,9,1,1,1,1
mcgonagall should create the baklava which lupin may create,mcgonagall should create the baklava which lupin may create,9,9,9,1,1,1,1
snape can prepare the croissant,snape can prepare the croissant,5,5,5,1,1,1,1
she should assemble the souffle,she should assemble the souffle,5,5,5,1,1,1,1
snape may assemble the souffle,snape may assemble the souffle,5,5,5,1,1,1,1
voldemort must eat a cake,voldemort must eat a cake,5,5,5,1,1,1,1
ron may gobble the souffles,ron may gobble the souffles,5,5,5,1,1,1,1
since james may create the baklava that neville can assemble sirius must hide the pancakes,since james may create the baklava that neville can assemble sirius must hide the pancakes,15,15,15,1,1,1,1
because she must eat the eclaires neville can prepare the pancakes that vernon must gobble,because she must eat the eclaires neville can prepare the pancakes that vernon must gobble,15,15,15,1,1,1,1
lily may arrange many pancakes which lily should hide since albus can prepare the chocolate,lily may arrange many pancakes which lily should hide since albus can prepare the chocolate,15,15,15,1,1,1,1
snape can arrange many pancakes that snape can make,snape can arrange many pancakes that snape can make,9,9,9,1,1,1,1
albus must eat the cookies which vernon must chew,albus must eat the cookies which vernon must chew,9,9,9,1,1,1,1
hermione must hide many doughnuts that petunia must make,hermione must hide many doughnuts that petunia must make,9,9,9,1,1,1,1
ginny may create the doughnuts that voldemort should create,ginny may create the doughnuts that voldemort should create,9,9,9,1,1,1,1
dobby must assemble a pancake since lupin should assemble the souffle,dobby must assemble a pancake since lupin should assemble the souffle,11,11,11,1,1,1,1
a wizard must hide a souffle,a wizard must hide a souffle,6,6,6,1,1,1,1
the student must hide the pancakes,the student must hide the pancakes,6,6,6,1,1,1,1
the professor should make the souffles because a witch may run,the professor should make the souffles because a witch may run,11,11,11,1,1,1,1
the professor must make the strudel since a wizard should giggle,the professor must make the strudel since a wizard should giggle,11,11,11,1,1,1,1
draco should sprinkle the strudels since fred should hide the pancakes,draco should sprinkle the strudels since fred should hide the pancakes,11,11,11,1,1,1,1
sirius must make a strudel because dobby may make the doughnuts which hagrid may hide,sirius must make a strudel because dobby may make the doughnuts which hagrid may hide,15,15,15,1,1,1,1
hagrid must prepare the baklava since ginny may sprinkle the cakes which james should gobble,hagrid must prepare the baklava since ginny may sprinkle the cakes which james should gobble,15,15,15,1,1,1,1
because voldemort should gobble the souffle that mcgonagall may hide lupin must make many eclaires,because voldemort should gobble the souffle that mcgonagall may hide lupin must make many eclaires,15,15,15,1,1,1,1
snape may assemble a croissant,snape may assemble a croissant,5,5,5,1,1,1,1
lily should arrange the cookies,lily should arrange the cookies,5,5,5,1,1,1,1
ginny may make a strudel,ginny may make a strudel,5,5,5,1,1,1,1
dobby should assemble the chocolates,dobby should assemble the chocolates,5,5,5,1,1,1,1
he can laugh,he can laugh,3,3,3,1,1,1,1
snape should run,snape should run,3,3,3,1,1,1,1
george must swim,george must swim,3,3,3,1,1,1,1
harry can run,harry can run,3,3,3,1,1,1,1
draco should jump,draco should jump,3,3,3,1,1,1,1
the professor should prepare a croissant,the professor should prepare a croissant,6,6,6,1,1,1,1
ron must gobble a baklava that lupin must eat,ron must gobble a baklava that lupin must eat,9,9,9,1,1,1,1
petunia must hide a pancake because voldemort must giggle,petunia must hide a pancake because voldemort must giggle,9,9,9,1,1,1,1
he should chew a strudel that ron should eat,he should chew a strudel that ron should eat,9,9,9,1,1,1,1
dobby should create a cookie which mcgonagall can arrange,dobby should create a cookie which mcgonagall can arrange,9,9,9,1,1,1,1
ron may hide the souffles that james must gobble,ron may hide the souffles that james must gobble,9,9,9,1,1,1,1
hermione must chew the cakes which the student can eat,hermione must chew the cakes which the student can eat,10,10,10,1,1,1,1
a student must eat the chocolates which he must gobble,a student must eat the chocolates which he must gobble,10,10,10,1,1,1,1
since snape should hide the souffles ginny must chew a baklava,since snape should hide the souffles ginny must chew a baklava,11,11,11,1,1,1,1
because vernon should arrange many doughnuts fred must assemble the doughnut,because vernon should arrange many doughnuts fred must assemble the doughnut,11,11,11,1,1,1,1
he can sprinkle the eclaire that a student must create,he can sprinkle the eclaire that a student must create,10,10,10,1,1,1,1
a witch may chew the croissant which voldemort should chew,a witch may chew the croissant which voldemort should chew,10,10,10,1,1,1,1
the student should sprinkle a doughnut which ron must assemble,the student should sprinkle a doughnut which ron must assemble,10,10,10,1,1,1,1
harry must giggle since the witch should assemble the pancake,harry must giggle since the witch should assemble the pancake,10,10,10,1,1,1,1
a witch must hide a pancake because she must hide a cake,a witch must hide a pancake because she must hide a cake,12,12,12,1,1,1,1
voldemort must chew the croissant because a professor must chew a cake,voldemort must chew the croissant because a professor must chew a cake,12,12,12,1,1,1,1
since ron should make a doughnut the student may prepare the croissants,since ron should make a doughnut the student may prepare the croissants,12,12,12,1,1,1,1
since snape should create a strudel petunia may make the eclaire,since snape should create a strudel petunia may make the eclaire,11,11,11,1,1,1,1
the wizard may smile because a professor can sprinkle many strudels,the wizard may smile because a professor can sprinkle many strudels,11,11,11,1,1,1,1
a professor must assemble a cookie,a professor must assemble a cookie,6,6,6,1,1,1,1
he should assemble a croissant that neville should sprinkle,he should assemble a croissant that neville should sprinkle,9,9,9,1,1,1,1
fred should prepare the doughnuts which dobby can hide,fred should prepare the doughnuts which dobby can hide,9,9,9,1,1,1,1
she may create the souffles that albus can make,she may create the souffles that albus can make,9,9,9,1,1,1,1
neville may chew the cakes which he should hide,neville may chew the cakes which he should hide,9,9,9,1,1,1,1
since lily should arrange the pancake voldemort can party,since lily should arrange the pancake voldemort can party,9,9,9,1,1,1,1
james must hide the cookie,james must hide the cookie,5,5,5,1,1,1,1
sirius should arrange a croissant,sirius should arrange a croissant,5,5,5,1,1,1,1
hermione may chew a cake,hermione may chew a cake,5,5,5,1,1,1,1
ginny should create a chocolate,ginny should create a chocolate,5,5,5,1,1,1,1
snape can create the baklava,snape can create the baklava,5,5,5,1,1,1,1
