target,prediction,target length,correct
since he must sprinkle many baklava draco may not sprinkle many baklava,since he must sprinkle many baklava draco may not sprinkle many baklava,12,1
voldemort should not hide a strudel since harry must sprinkle the pancakes,voldemort should not hide a strudel since harry must sprinkle the pancakes,12,1
since the student must arrange a chocolate the professor must not giggle,since the student must arrange a chocolate the professor must not giggle,12,1
lupin can not chew the pancakes because ginny should eat the croissants,lupin can not chew the pancakes because ginny should eat the croissants,12,1
because lupin must walk snape can run because the student must giggle,because lupin must walk snape can run because the student must giggle,12,1
because neville can eat a strudel mcgonagall must not hide the cakes,because neville can eat a strudel mcgonagall must not hide the cakes,12,1
hagrid may not chew a croissant because lupin can hide the strudels,hagrid may not chew a croissant because lupin can hide the strudels,12,1
the student should not sprinkle the pancakes which a witch must prepare,the student should not sprinkle the pancakes which a witch must prepare,12,1
since he must chew the strudel neville should not gobble the cake,since he must chew the strudel neville should not gobble the cake,12,1
ginny may not create the cake because vernon should chew a cake,ginny may not create the cake because vernon should chew a cake,12,1
lily should not create a baklava since neville must eat many eclaires,lily should not create a baklava since neville must eat many eclaires,12,1
because petunia should hide the souffles voldemort can not create the cakes,because petunia should hide the souffles voldemort can not create the cakes,12,1
george should not sprinkle a baklava since voldemort should hide the souffles,george should not sprinkle a baklava since voldemort should hide the souffles,12,1
james must not sprinkle the chocolates since vernon may create many eclaires,james must not sprinkle the chocolates since vernon may create many eclaires,12,1
since the wizard must make the pancake hermione can create the doughnuts,since the wizard must make the pancake hermione can create the doughnuts,12,1
because the professor may create many souffles he may chew the doughnuts,because the professor may create many souffles he may chew the doughnuts,12,1
a professor should not gobble the croissant that a wizard can hide,a professor should not gobble the croissant that a wizard can hide,12,1
since albus must arrange a baklava james may not gobble the baklava,since albus must arrange a baklava james may not gobble the baklava,12,1
since lily must eat the baklava petunia may not arrange many chocolates,since lily must eat the baklava petunia may not arrange many chocolates,12,1
since a wizard can assemble a doughnut ginny may sprinkle the croissant,since a wizard can assemble a doughnut ginny may sprinkle the croissant,12,1
snape should not sprinkle a eclaire since he may hide many cookies,snape should not sprinkle a eclaire since he may hide many cookies,12,1
because she should create a cookie a wizard must chew the cookies,because she should create a cookie a wizard must chew the cookies,12,1
a professor must not eat the baklava that the witch can arrange,a professor must not eat the baklava that the witch can arrange,12,1
the professor must not assemble the souffles that a wizard may arrange,the professor must not assemble the souffles that a wizard may arrange,12,1
the student must not prepare the baklava which a wizard should create,the student must not prepare the baklava which a wizard should create,12,1
a student must not arrange many strudels which the student should sprinkle,a student must not arrange many strudels which the student should sprinkle,12,1
because vernon must make the cookies hagrid can not gobble the eclaire,because vernon must make the cookies hagrid can not gobble the eclaire,12,1
since neville must prepare the strudels mcgonagall should not gobble the doughnuts,since neville must prepare the strudels mcgonagall should not gobble the doughnuts,12,1
since ron must create many strudels he should not sprinkle the chocolates,since ron must create many strudels he should not sprinkle the chocolates,12,1
since george must gobble a souffle a student must eat many pancakes,since george must gobble a souffle a student must eat many pancakes,12,1
mcgonagall must not gobble a souffle because snape should make the chocolates,mcgonagall must not gobble a souffle because snape should make the chocolates,12,1
the student must eat the pancake because she must gobble many cakes,the student must eat the pancake because she must gobble many cakes,12,1
since lupin should gobble the eclaires a wizard can sprinkle the cookies,since lupin should gobble the eclaires a wizard can sprinkle the cookies,12,1
a professor must not prepare many souffles which the witch should hide,a professor must not prepare many souffles which the witch should hide,12,1
a witch may not eat a chocolate that a professor must hide,a witch may not eat a chocolate that a professor must hide,12,1
because fred may prepare a cake fred may not sprinkle a chocolate,because fred may prepare a cake fred may not sprinkle a chocolate,12,1
the professor must hide a eclaire because fred can assemble a baklava,the professor must hide a eclaire because fred can assemble a baklava,12,1
ron must not make the eclaire since petunia can hide the strudel,ron must not make the eclaire since petunia can hide the strudel,12,1
she must not create the cake since lupin must hide the eclaires,she must not create the cake since lupin must hide the eclaires,12,1
neville should not make the cakes because petunia must prepare a souffle,neville should not make the cakes because petunia must prepare a souffle,12,1
since vernon must prepare the baklava neville must not gobble a chocolate,since vernon must prepare the baklava neville must not gobble a chocolate,12,1
snape should not arrange the doughnuts because ginny must create a pancake,snape should not arrange the doughnuts because ginny must create a pancake,12,1
because sirius should sprinkle the souffles he may not sprinkle the croissants,because sirius should sprinkle the souffles he may not sprinkle the croissants,12,1
because dobby may sprinkle the eclaires hagrid must not chew the pancake,because dobby may sprinkle the eclaires hagrid must not chew the pancake,12,1
since ron should make a eclaire ron should not prepare many strudels,since ron should make a eclaire ron should not prepare many strudels,12,1
because lupin may arrange the chocolate he may not hide the baklava,because lupin may arrange the chocolate he may not hide the baklava,12,1
because harry must laugh dobby must swim since albus should hide a baklava,because harry must laugh dobby must swim since albus should hide a baklava,13,1
a wizard can not make many souffles that a professor should arrange,a wizard can not make many souffles that a professor should arrange,12,1
mcgonagall must chew many cakes because the wizard must sprinkle the souffles,mcgonagall must chew many cakes because the wizard must sprinkle the souffles,12,1
since a wizard should chew a croissant vernon can make the cakes,since a wizard should chew a croissant vernon can make the cakes,12,1
the witch must sprinkle the cookie since lily must hide the strudel,the witch must sprinkle the cookie since lily must hide the strudel,12,1
snape may walk since george can make many cookies which she should create,snape may walk since george can make many cookies which she should create,13,1
voldemort must hide a baklava that dobby should make because draco may party,voldemort must hide a baklava that dobby should make because draco may party,13,1
voldemort must not eat the doughnuts because the professor can prepare many cookies,voldemort must not eat the doughnuts because the professor can prepare many cookies,13,1
draco may not sprinkle a souffle since the wizard must prepare a cake,draco may not sprinkle a souffle since the wizard must prepare a cake,13,1
since neville should arrange the eclaires that sirius should gobble albus must swim,since neville should arrange the eclaires that sirius should gobble albus must swim,13,1
because the student should eat many souffles lily must not make the pancakes,because the student should eat many souffles lily must not make the pancakes,13,1
because mcgonagall may sprinkle a cookie which james can eat harry can wiggle,because mcgonagall may sprinkle a cookie which james can eat harry can wiggle,13,1
petunia should make the souffle which george can arrange since petunia may hiccup,petunia should make the souffle which george can arrange since petunia may hiccup,13,1
a witch can not hide the chocolate because vernon can make the cookies,a witch can not hide the chocolate because vernon can make the cookies,13,1
since vernon must create the pancakes which hermione may chew snape must jump,since vernon must create the pancakes which hermione may chew snape must jump,13,1
because the witch must hide a baklava george must not sprinkle a baklava,because the witch must hide a baklava george must not sprinkle a baklava,13,1
because vernon should party lupin should chew the cakes which vernon must assemble,because vernon should party lupin should chew the cakes which vernon must assemble,13,1
lupin may not gobble a eclaire because a student should prepare the strudels,lupin may not gobble a eclaire because a student should prepare the strudels,13,1
because voldemort should hide a chocolate which petunia must gobble she can party,because voldemort should hide a chocolate which petunia must gobble she can party,13,1
because dobby should wiggle ginny must hide the cookie which petunia must make,because dobby should wiggle ginny must hide the cookie which petunia must make,13,1
because fred must eat the strudel the wizard may not create a eclaire,because fred must eat the strudel the wizard may not create a eclaire,13,1
sirius must not chew the baklava because a wizard can eat a croissant,sirius must not chew the baklava because a wizard can eat a croissant,13,1
since lupin may create the souffles hermione must walk since dobby must run,since lupin may create the souffles hermione must walk since dobby must run,13,1
since the wizard must make the doughnuts a wizard should gobble the cookie,since the wizard must make the doughnuts a wizard should gobble the cookie,13,1
because the professor can arrange the croissants the wizard can assemble the cookie,because the professor can arrange the croissants the wizard can assemble the cookie,13,1
because the witch may assemble the cookie sirius may not prepare the doughnuts,because the witch may assemble the cookie sirius may not prepare the doughnuts,13,1
she must not sprinkle a baklava because a professor may chew the cookies,she must not sprinkle a baklava because a professor may chew the cookies,13,1
she may smile since harry may sprinkle many croissants which vernon can prepare,she may smile since harry may sprinkle many croissants which vernon can prepare,13,1
because a professor must create the souffle sirius should not assemble a croissant,because a professor must create the souffle sirius should not assemble a croissant,13,1
because he may eat the eclaires a student can not create the chocolates,because he may eat the eclaires a student can not create the chocolates,13,1
hagrid must not make the cakes since the professor should gobble the pancakes,hagrid must not make the cakes since the professor should gobble the pancakes,13,1
because the student can make many cakes james may not hide the eclaires,because the student can make many cakes james may not hide the eclaires,13,1
since a professor should arrange a doughnut she can not eat the cake,since a professor should arrange a doughnut she can not eat the cake,13,1
because vernon may prepare the cookies which petunia may prepare fred should wiggle,because vernon may prepare the cookies which petunia may prepare fred should wiggle,13,1
since harry should eat the eclaire which ron can chew hermione may laugh,since harry should eat the eclaire which ron can chew hermione may laugh,13,1
lily should hide the doughnuts which vernon may eat because ron must jump,lily should hide the doughnuts which vernon may eat because ron must jump,13,1
the student must gobble the cakes since a professor must hide the strudels,the student must gobble the cakes since a professor must hide the strudels,13,1
james may assemble a doughnut that ron should chew since neville must run,james may assemble a doughnut that ron should chew since neville must run,13,1
because the student must hide the cookies fred must not make a souffle,because the student must hide the cookies fred must not make a souffle,13,1
the professor may not assemble the strudels because harry can sprinkle the doughnut,the professor may not assemble the strudels because harry can sprinkle the doughnut,13,1
she must wiggle since vernon can assemble the chocolate that she should chew,she must wiggle since vernon can assemble the chocolate that she should chew,13,1
mcgonagall should not eat the pancake since the student must eat the doughnuts,mcgonagall should not eat the pancake since the student must eat the doughnuts,13,1
because george should hide the cookie that petunia must sprinkle vernon must swim,because george should hide the cookie that petunia must sprinkle vernon must swim,13,1
since james must run since hermione can make the eclaires draco may wiggle,since petunia must run since hermione can make the eclaires draco may wiggle,13,0
because harry should walk petunia should assemble the cookie which ron may make,because harry should walk petunia should assemble the cookie which ron may make,13,1
since sirius may sprinkle the chocolates which george should hide hagrid must jump,since sirius may sprinkle the chocolates which george should hide hagrid must jump,13,1
since a student must create a strudel lily should not chew many baklava,since a student must create a strudel lily should not chew many baklava,13,1
draco should hiccup because dobby must gobble many cakes which he can eat,draco should hiccup because dobby must gobble many cakes which he can eat,13,1
because petunia may smile because he may run albus should arrange the croissant,because petunia may smile because he may run albus should arrange the croissant,13,1
since fred can assemble a baklava that hagrid can assemble lupin can laugh,since fred can assemble a baklava that hagrid can assemble lupin can laugh,13,1
since the professor should arrange the doughnut a professor must make the souffles,since the professor should arrange the doughnut a professor must make the souffles,13,1
because she should eat the eclaires a professor must not prepare the baklava,because she should eat the eclaires a professor must not prepare the baklava,13,1
because lily can chew the strudel that lupin must make ron can laugh,because lily can chew the strudel that lupin must make ron can laugh,13,1
snape may not eat the eclaires because a professor must make many croissants,snape may not eat the eclaires because a professor must make many croissants,13,1
because harry must gobble the pancakes voldemort must run because petunia should smile,because harry must gobble the pancakes petunia must run because voldemort should smile,13,0
lupin may not sprinkle the baklava since the wizard may make the pancakes,lupin may not sprinkle the baklava since the wizard may make the pancakes,13,1
since she may run neville can chew the eclaire which mcgonagall should assemble,since she may run neville can chew the eclaire which mcgonagall should assemble,13,1
because james must chew the pancakes which voldemort can chew ron may giggle,because james must chew the pancakes which voldemort can chew ron may giggle,13,1
mcgonagall may chew the eclaire which voldemort must eat because fred can hiccup,mcgonagall may chew the eclaire which voldemort must eat because fred can hiccup,13,1
a student must make the chocolates since a wizard must arrange the eclaire,a student must make the chocolates since a wizard must arrange the eclaire,13,1
hermione can run since george must gobble a cookie which vernon should eat,hermione can run since george must gobble a cookie which vernon should eat,13,1
since george must make the chocolates the witch must not create a doughnut,since george must make the chocolates the witch must not create a doughnut,13,1
because ginny should hide a cake that dobby should prepare sirius may swim,because ginny should hide a cake that dobby should prepare sirius may swim,13,1
since she should eat the souffle that ginny should make vernon should laugh,since she should eat the souffle that ginny should make vernon should laugh,13,1
because lupin may run lily should gobble a baklava which she must sprinkle,because lupin may run lily should gobble a baklava which she must sprinkle,13,1
because the witch may prepare the cakes the student must create a eclaire,because the witch may prepare the cakes the student must create a eclaire,13,1
a witch may not chew the croissants because albus must create a souffle,a witch may not chew the croissants because albus must create a souffle,13,1
because the witch may create many cakes sirius may not make the chocolate,because the witch may create many cakes sirius may not make the chocolate,13,1
sirius may chew many eclaires that fred may arrange since hermione should swim,sirius may chew many eclaires that fred may arrange since hermione should swim,13,1
since ginny should gobble many croissants the student must not prepare a cookie,since ginny should gobble many croissants the student must not prepare a cookie,13,1
a student must sprinkle the souffles because a student should create the baklava,a student must sprinkle the souffles because a student should create the baklava,13,1
since she should jump dobby must arrange a pancake which albus may eat,since she should jump dobby must arrange a pancake which albus may eat,13,1
george must not chew the eclaire since a wizard can prepare a souffle,george must not chew the eclaire since a wizard can prepare a souffle,13,1
since vernon can wiggle sirius can arrange the cake which petunia must chew,since vernon can wiggle sirius can arrange the cake which petunia must chew,13,1
because ginny may eat the strudels that sirius must make james can laugh,because ginny may eat the strudels that sirius must make james can laugh,13,1
since the student should hide the eclaires neville should not create the cookies,since the student should hide the eclaires neville should not create the cookies,13,1
because lily must party harry can hide the doughnuts that george may prepare,because lily must party harry can hide the doughnuts that george may prepare,13,1
since voldemort should sprinkle the croissants that snape can sprinkle sirius should party,since voldemort should sprinkle the croissants that snape can sprinkle sirius should party,13,1
the wizard must eat the doughnut since the student may hide the strudel,the wizard must eat the doughnut since the student may hide the strudel,13,1
because a witch should eat the croissants petunia should not sprinkle the baklava,because a witch should eat the croissants petunia should not sprinkle the baklava,13,1
because petunia must run snape must assemble the strudels that albus may assemble,because petunia must run snape must assemble the strudels that albus may assemble,13,1
since a professor can prepare the souffle draco should not sprinkle a croissant,since a professor can prepare the souffle draco should not sprinkle a croissant,13,1
since a professor must gobble the chocolate vernon can not chew the baklava,since a professor must gobble the chocolate vernon can not chew the baklava,13,1
the witch must not arrange many cakes since hagrid should chew many eclaires,the witch must not arrange many cakes since hagrid should chew many eclaires,13,1
because hagrid can chew many cookies the wizard can not chew the doughnuts,because hagrid can chew many cookies the wizard can not chew the doughnuts,13,1
the witch can prepare the pancakes since the professor should make the chocolate,the witch can prepare the pancakes since the professor should make the chocolate,13,1
hagrid must run because albus must hide a eclaire that fred can sprinkle,hagrid must run because albus must hide a eclaire that fred can sprinkle,13,1
vernon should not arrange the eclaire because the student may arrange a chocolate,vernon should not arrange the eclaire because the student may arrange a chocolate,13,1
because he can create the souffles that ginny must gobble neville must wiggle,because he can create the souffles that ginny must gobble neville must wiggle,13,1
dobby should jump since vernon can create the baklava that lupin may gobble,dobby should jump since vernon can create the baklava that lupin may gobble,13,1
since george must hide a pancake that fred can hide mcgonagall can wiggle,since george must hide a pancake that fred can hide mcgonagall can wiggle,13,1
since mcgonagall may chew the cakes the wizard may not eat a croissant,since mcgonagall may chew the cakes the wizard may not eat a croissant,13,1
lily should assemble the cakes which albus should prepare since fred can party,lily should assemble the cakes which albus should prepare since fred can party,13,1
george should giggle since vernon may hide the baklava that draco may eat,george should giggle since vernon may hide the baklava that draco may eat,13,1
ron can laugh because draco may eat the doughnuts which sirius may hide,ron can laugh because draco may eat the doughnuts which sirius may hide,13,1
because hermione may hide the cake draco may laugh since petunia must smile,because hermione may hide the cake draco may laugh since petunia must smile,13,1
since albus should chew the chocolate that petunia should chew sirius must swim,since albus should chew the chocolate that petunia should chew sirius must swim,13,1
the witch should not chew the strudels because harry must sprinkle the souffles,the witch should not chew the strudels because harry must sprinkle the souffles,13,1
mcgonagall should assemble the cakes that ron should arrange because ginny should jump,mcgonagall should assemble the cakes that ron should arrange because ginny should jump,13,1
because neville may gobble a strudel the professor may not assemble the strudels,because neville may gobble a strudel the professor may not assemble the strudels,13,1
mcgonagall should jump since petunia must make the baklava which voldemort must create,mcgonagall should jump since petunia must make the baklava which voldemort must create,13,1
he should create a chocolate that voldemort may sprinkle since snape may walk,he should create a chocolate that voldemort may sprinkle since snape may walk,13,1
since ginny should laugh ron should hide the chocolates because ron must wiggle,since ginny should laugh ron should hide the chocolates because ron must wiggle,13,1
he must laugh since hagrid should hide the doughnut that petunia may eat,he must laugh since hagrid should hide the doughnut that petunia may eat,13,1
because lupin should smile fred can eat the souffles that sirius may gobble,because lupin should smile fred can eat the souffles that sirius may gobble,13,1
sirius can not sprinkle the cake because the professor should arrange the cookies,sirius can not sprinkle the cake because the professor should arrange the cookies,13,1
because hermione should party she must create the baklava that george can eat,because hermione should party she must create the baklava that george can eat,13,1
albus should arrange the cakes that snape must create because draco must wiggle,albus should arrange the cakes that snape must create because draco must wiggle,13,1
because vernon must laugh petunia must prepare the cakes which draco may hide,because vernon must laugh petunia must prepare the cakes which draco may hide,13,1
because sirius must create many cookies a student should not arrange many croissants,because sirius must create many cookies a student should not arrange many croissants,13,1
james can sprinkle the doughnuts that ginny can sprinkle since snape should run,james can sprinkle the doughnuts that ginny can sprinkle since snape should run,13,1
he should chew the croissants that he must make since albus must hiccup,he should chew the croissants that he must make since albus must hiccup,13,1
ginny should sprinkle many chocolates that draco should assemble since fred may party,ginny should sprinkle many chocolates that draco should assemble since fred may party,13,1
since george should giggle mcgonagall should create the chocolates that she must sprinkle,since george should giggle mcgonagall should create the chocolates that she must sprinkle,13,1
snape should smile since harry must create the baklava that draco should gobble,snape should smile since harry must create the baklava that draco should gobble,13,1
sirius should smile because albus may eat the pancakes that voldemort must create,sirius should smile because albus may eat the pancakes that voldemort must create,13,1
harry must not prepare the pancake because the professor should chew the chocolate,harry must not prepare the pancake because the professor should chew the chocolate,13,1
hagrid may create a strudel which petunia must create because petunia must run,hagrid may create a strudel which petunia must create because petunia must run,13,1
she can party since sirius may hide the souffles that george must eat,she can party since sirius may hide the souffles that george must eat,13,1
he may chew a strudel which he may assemble since dobby should giggle,he may chew a strudel which he may assemble since dobby should giggle,13,1
since she should arrange the doughnuts a student should not prepare a pancake,since she should arrange the doughnuts a student should not prepare a pancake,13,1
because neville can create a croissant a witch must not chew the souffles,because neville can create a croissant a witch must not chew the souffles,13,1
because a witch must sprinkle a cookie the witch must create the croissants,because a witch must sprinkle a cookie the witch must create the croissants,13,1
since hagrid may sprinkle the eclaire the wizard must not gobble the cakes,since hagrid may sprinkle the eclaire the wizard must not gobble the cakes,13,1
because petunia must smile because harry can prepare a doughnut harry must jump,because petunia must smile because harry can prepare a doughnut harry must jump,13,1
because mcgonagall should laugh hermione may arrange the eclaires that ginny must eat,because mcgonagall should laugh hermione may arrange the eclaires that ginny must eat,13,1
harry should gobble the pancakes that voldemort should eat because dobby may wiggle,harry should gobble the pancakes that voldemort should eat because dobby may wiggle,13,1
since he can laugh albus may eat the croissants that ginny must create,since he can laugh albus may eat the croissants that ginny must create,13,1
since he must hide the doughnuts that ginny can make lupin must laugh,since he must hide the doughnuts that ginny can make lupin must laugh,13,1
since harry may create the cakes a professor should not prepare a eclaire,since harry may create the cakes a professor should not prepare a eclaire,13,1
because ginny must make the pancakes that she may sprinkle lily may jump,because ginny must make the pancakes that she may sprinkle lily may jump,13,1
because a professor must chew a cake she should not arrange the doughnuts,because a professor must chew a cake she should not arrange the doughnuts,13,1
draco may not prepare a chocolate since the student must prepare a doughnut,draco may not prepare a chocolate since the student must prepare a doughnut,13,1
lily can not hide the eclaires because a witch may prepare the eclaires,lily can not hide the eclaires because a witch may prepare the eclaires,13,1
the professor can not assemble the cake because snape must sprinkle many cookies,the professor can not assemble the cake because snape must sprinkle many cookies,13,1
the student should eat the cake because the student must hide the strudel,the student should eat the cake because the student must hide the strudel,13,1
since george should hiccup hagrid must make the chocolates which albus must arrange,since george should hiccup hagrid must make the chocolates which albus must arrange,13,1
since ron must assemble a baklava the student must not prepare the pancake,since ron must assemble a baklava a student must not prepare the pancake,13,0
since a student may create a croissant the professor can chew a strudel,since a student may create a croissant the professor can chew a strudel,13,1
since voldemort should gobble the chocolate the professor should not chew a cookie,since voldemort should gobble the chocolate the professor should not chew a cookie,13,1
she should hiccup since albus may create the cookies which fred must make,she should hiccup since albus may create the cookies which fred must make,13,1
since snape may eat the baklava which james should make dobby may jump,since snape may eat the baklava which james should make dobby may jump,13,1
because harry should hide many doughnuts the wizard must not assemble a cookie,because harry should hide many doughnuts the wizard must not assemble a cookie,13,1
because petunia should eat the baklava that james must hide lupin must run,because petunia should eat the baklava that james must hide lupin must run,13,1
george can chew a eclaire that harry can chew since she must wiggle,george can chew a eclaire that harry can chew since she must wiggle,13,1
lupin should sprinkle the strudels that she can eat because dobby may smile,lupin should sprinkle the strudels that she can eat because dobby may smile,13,1
since vernon may hiccup james must eat the souffle that she must sprinkle,since vernon may hiccup james must eat the souffle that she must sprinkle,13,1
since sirius may sprinkle the pancake which lupin must create petunia may wiggle,since sirius may sprinkle the pancake which lupin must create petunia may wiggle,13,1
harry can eat the doughnut that vernon may eat since he must walk,harry can eat the doughnut that vernon may eat since he must walk,13,1
the professor should not gobble the souffle since hagrid must hide a chocolate,the professor should not gobble the souffle since hagrid must hide a chocolate,13,1
since lily should eat the cakes snape may laugh since george must jump,since lily should eat the cakes snape may laugh since george must jump,13,1
since she must run lily can hiccup because lupin must make the doughnuts,since she must run lily can hiccup because lupin must make the doughnuts,13,1
hermione can not gobble the cookies since the professor can sprinkle a doughnut,hermione can not gobble the cookies since the professor can sprinkle a doughnut,13,1
ginny should not hide the eclaires because a student can hide the eclaires,ginny should not hide the eclaires because a student can hide the eclaires,13,1
because james can swim petunia must hiccup because she should chew the doughnuts,because james can swim petunia must hiccup because she should chew the doughnuts,13,1
since draco must sprinkle a souffle a wizard must not make the eclaires,since draco must sprinkle a souffle a wizard must not make the eclaires,13,1
a student can not prepare the chocolates since he must hide the doughnut,a student can not prepare the chocolates since he must hide the doughnut,13,1
since harry must assemble the croissants the witch should not assemble the baklava,since harry must assemble the croissants the witch should not assemble the baklava,13,1
because george should chew the cookie which dobby should sprinkle lily may smile,because george should chew the cookie which dobby should sprinkle lily may smile,13,1
albus must prepare the eclaire that vernon may create since snape must run,albus must prepare the eclaire that vernon may create since snape must run,13,1
because hagrid must giggle sirius should gobble a cookie which albus must chew,because hagrid must giggle sirius should gobble a cookie which albus must chew,13,1
a student should not eat a cake since mcgonagall can arrange the souffles,a student should not eat a cake since mcgonagall can arrange the souffles,13,1
since neville should walk mcgonagall should assemble the souffles that snape should eat,since neville should walk mcgonagall should assemble the souffles that snape should eat,13,1
george may sprinkle the doughnuts that lupin should prepare since petunia can party,george may sprinkle the doughnuts that lupin should prepare since petunia can party,13,1
hermione may party because ron should prepare the doughnuts that lily can make,hermione may party because ron should prepare the doughnuts that lily can make,13,1
ron should not sprinkle the cakes because a professor should make the croissants,ron should not sprinkle the cakes because a professor should make the croissants,13,1
since she may sprinkle the strudels which he must assemble ron can jump,since she may sprinkle the strudels which he must assemble ron can jump,13,1
because mcgonagall must sprinkle a chocolate that dobby must chew voldemort may hiccup,because mcgonagall must sprinkle a chocolate that dobby must chew voldemort may hiccup,13,1
harry must run since draco can hide the chocolate which george must assemble,harry must run since draco can hide the chocolate which george must assemble,13,1
because she can assemble the croissants which lily must eat snape should run,because she can assemble the croissants which lily must eat snape should run,13,1
hagrid should not make many strudels since a student should sprinkle a doughnut,hagrid should not make many strudels since a student should sprinkle a doughnut,13,1
albus can not make the cookies since a student can hide the cookies,albus can not make the cookies since a student can hide the cookies,13,1
she should not eat the strudels since the wizard may gobble the strudel,she should not eat the strudels since the wizard may gobble the strudel,13,1
albus may not gobble the eclaires because a wizard should hide a croissant,albus may not gobble the eclaires because a wizard should hide a croissant,13,1
mcgonagall can run since she should arrange the baklava which george should assemble,mcgonagall can run since she should arrange the baklava which george should assemble,13,1
because a wizard can chew the baklava sirius must not chew the croissants,because a wizard can chew the baklava sirius must not chew the croissants,13,1
the witch can arrange the strudels since a student may create the souffle,the witch can arrange the strudels since a student may create the souffle,13,1
snape may wiggle because vernon should gobble the croissant that snape may make,snape may wiggle because vernon should gobble the croissant that snape may make,13,1
voldemort should not chew the cookie since the witch must chew the strudel,voldemort should not chew the cookie since the witch must chew the strudel,13,1
lily must walk since lupin must arrange a strudel which he should assemble,lily must walk since lupin must arrange a strudel which he should assemble,13,1
since albus can giggle dobby must smile because dobby should assemble the baklava,since albus can giggle dobby must smile because dobby should assemble the baklava,13,1
since petunia should chew the doughnuts that he must hide she may run,since petunia should chew the doughnuts that he must hide she may run,13,1
since a professor must create a pancake george must not sprinkle many eclaires,since a professor must create a pancake george must not sprinkle many eclaires,13,1
snape should hide the chocolate that george can hide since ginny may laugh,snape should hide the chocolate that george can hide since ginny may laugh,13,1
lupin should gobble the baklava that neville must create since neville must laugh,lupin should gobble the baklava that neville must create since neville must laugh,13,1
because lupin can sprinkle the eclaires a professor must not hide a strudel,because lupin can sprinkle the eclaires a professor must not hide a strudel,13,1
she should swim because he can prepare many pancakes which james can gobble,she should swim because he can prepare many pancakes which james can gobble,13,1
because draco should swim lily must eat the cakes which snape may make,because draco should swim lily must eat the cakes which snape may make,13,1
since the student should assemble the souffle he must not hide the croissant,since the student should assemble the souffle he must not hide the croissant,13,1
hagrid must hiccup because lupin must sprinkle the croissants that she may eat,hagrid must hiccup because lupin must sprinkle the croissants that she may eat,13,1
james may jump since mcgonagall can eat many strudels that she may sprinkle,james may jump since mcgonagall can eat many strudels that she may sprinkle,13,1
because he must run ron must assemble the pancakes because lily can giggle,because he must run ron must assemble the pancakes because lily can giggle,13,1
sirius should hide the chocolates that he must assemble because vernon should hiccup,sirius should hide the chocolates that he must assemble because vernon should hiccup,13,1
because a professor may sprinkle a croissant a professor must prepare a chocolate,because a professor may sprinkle a croissant a professor must prepare a chocolate,13,1
hermione should chew the croissant that george should hide because mcgonagall can party,hermione should chew the croissant that george should hide because mcgonagall can party,13,1
snape may not sprinkle the souffles since the student must chew a doughnut,snape may not sprinkle the souffles since the student must chew a doughnut,13,1
harry should laugh since she should chew many doughnuts that lupin may create,harry should laugh since she should chew many doughnuts that lupin may create,13,1
he should hide the eclaire that albus must prepare since sirius may jump,he should hide the eclaire that albus must prepare since sirius may jump,13,1
because dobby should gobble the baklava that he can prepare draco can giggle,because dobby should gobble the baklava that he can prepare draco can giggle,13,1
the wizard should not hide the souffles since he can assemble many cakes,the wizard should not hide the souffles since he can assemble many cakes,13,1
since fred must eat many doughnuts the witch must not prepare a chocolate,since fred must eat the doughnuts a witch must not prepare the chocolate,13,0
since james should walk ginny must prepare the cookies that ginny must assemble,since james should walk ginny must prepare the cookies that ginny must assemble,13,1
because snape must party snape should assemble the pancakes which mcgonagall can eat,because snape must party snape should assemble the pancakes which mcgonagall can eat,13,1
dobby should wiggle since he may make the baklava that snape must sprinkle,dobby should wiggle since he may make the baklava that snape must sprinkle,13,1
because lily may wiggle dobby should assemble a eclaire that hagrid must chew,because lily may wiggle dobby should assemble a eclaire that hagrid must chew,13,1
snape should hiccup because mcgonagall may gobble the cakes that neville may arrange,snape should hiccup because mcgonagall may gobble the cakes that neville may arrange,13,1
because snape should party hermione should make many doughnuts which harry may arrange,because snape should party hermione should make many doughnuts which harry may arrange,13,1
because she may prepare the chocolates that ginny should assemble neville should wiggle,because she may prepare the chocolates that ginny should assemble neville should wiggle,13,1
he must chew the souffle that dobby must make because vernon may wiggle,he must chew the souffle that dobby must make because sirius may wiggle,13,0
since albus must arrange the eclaire the student should not hide the pancake,since albus must arrange the eclaire the student should not hide the pancake,13,1
harry should chew the chocolate that he should create since vernon can giggle,harry should chew the chocolate that he should create since vernon can giggle,13,1
hagrid should swim since sirius must assemble the cookie which lupin may sprinkle,hagrid should swim since sirius must assemble the cookie which lupin may sprinkle,13,1
since lupin can make the pancake a wizard should not prepare the cake,since lupin can make the pancake a wizard should not prepare the cake,13,1
fred must laugh since hermione should prepare a pancake which hagrid must create,fred must laugh since hermione should prepare a pancake which hagrid must create,13,1
because neville may chew a souffle that snape may create dobby must hiccup,because neville may chew a souffle that snape may create dobby must hiccup,13,1
since he must party fred may run since lily may assemble the croissants,since he must party fred may run since lily may assemble the croissants,13,1
petunia can run because he should arrange the chocolates which dobby should assemble,petunia can run because he should arrange the chocolates which dobby should assemble,13,1
petunia must run since lupin must hide the chocolates that hagrid can eat,petunia must run since lupin must hide the chocolates that hagrid can eat,13,1
since ron should make the baklava that mcgonagall must gobble dobby can swim,since ron should make the baklava that mcgonagall must gobble dobby can swim,13,1
