Target Sentence,Predicted Sentence,Source Length,Target Length,Prediction Length,Correct Transformation,Parseable,Preserves Identical Tree Structure,"Preserves Significant Clauses (S, AdvP, RelP)",Negates Main Clause,Has Main Clause,Negates Main Clause,Negates Outside of Main Clause,Has Target Verb,Negates Target Verb
"['because george may assemble the pancake that the witch must sprinkle harry can not wiggle', 'because petunia may not assemble the pancake that the student should assemble the pancake that the student should assemble', 14, 15, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since george can create the doughnuts which draco should gobble albus should not prepare many croissants', 'since george can not prepare many cakes which albus can prepare many doughnuts which albus should prepare', 15, 16, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because george should arrange the eclaire which mcgonagall should chew harry can not chew the chocolates', 'because should not arrange the eclaire which mcgonagall can chew the eclaire which mcgonagall can chew', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because the witch should assemble the souffle ron must not make the eclaire', 'because james should not assemble the souffle ron may assemble the souffle', 12, 13, 12, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since draco should eat the baklava the student must not prepare the cakes', 'since should not eat the baklava the student should prepare the baklava', 12, 13, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because vernon must sprinkle the strudel the student should not make the souffles', 'because must not sprinkle the souffles that vernon must sprinkle the souffles', 12, 13, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since snape should make the croissants ron may not laugh', 'since snape should not make the croissants ron may laugh', 9, 10, 10, 0, 1, 0, 1, 1, 1, 1]"
"['because she must laugh snape should not eat the baklava', 'because she should not eat the baklava because the student should eat the baklava', 9, 10, 14, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because draco must gobble the croissants that george may prepare since neville should eat the cakes he should not prepare the eclaires', 'because she must not gobble the croissants that she must hide the croissants that she must hide the croissants that she must hide', 21, 22, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since albus can assemble the baklava dobby can not prepare the doughnuts', 'since albus can not assemble the baklava since albus can assemble the baklava dobby can prepare the baklava', 11, 12, 18, 0, 1, 0, 0, 1, 1, 1]"
"['because george can sprinkle the pancake snape should not hide many cookies', 'because george can not sprinkle the pancake', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because snape should hide the chocolates george should not arrange the cookie', 'because should not hide the cookie because snape should hide the cookie', 11, 12, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because draco should prepare the souffles lupin may not laugh since albus should prepare a strudel which lily must eat', 'because should should not prepare the souffles which lupin may prepare', 19, 20, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since albus can chew the souffles which fred can assemble lily must not eat the souffles that he can eat', 'since albus can not chew the souffles that he must chew', 19, 20, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because lily must arrange many cakes a professor may not jump because she can arrange the cake which hermione should hide', 'because she must not arrange many cakes which a professor may arrange the cakes which a must arrange the cakes which a witch may arrange', 20, 21, 25, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since draco can create many eclaires because a witch can party draco can not assemble the croissants which ron should assemble', 'since draco can not assemble the eclaires because ron can assemble the eclaires', 20, 21, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since hermione may assemble the souffle that a witch should make albus should not chew a croissant which hermione should prepare', 'since may not assemble the souffle that mcgonagall may assemble the souffle which the student may assemble the souffle which the professor may assemble the souffle that the student may', 20, 21, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since voldemort should create the eclaire ron should not party', 'voldemort should not create a eclaire ron may party', 9, 10, 9, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because ron must sprinkle many strudels george may not swim', 'because she must not sprinkle a professor should prepare', 9, 10, 9, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since neville should create the cookies which mcgonagall must arrange since voldemort should gobble the doughnuts a professor must not prepare the cake', 'since neville should not create the cookies which she should gobble the doughnuts which she should gobble the doughnuts which she should gobble', 22, 23, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because the student should wiggle mcgonagall can not hide the doughnuts since ginny must chew a croissant because sirius must make the souffle', 'because the student can not hide the doughnuts a student must hide the doughnuts', 22, 23, 14, 0, 1, 0, 0, 1, 1, 1, 1]"
"['since the student should sprinkle the doughnut harry may not chew the cakes since hermione can hide the doughnuts that ron should eat', 'since the student should not sprinkle the doughnut that harry can sprinkle', 22, 23, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because neville can wiggle since a wizard should hide the eclaire since a student must create a pancake draco should not wiggle', 'because a should not hide the eclaire since a witch can hide the eclaire', 21, 22, 14, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because hagrid may hiccup a wizard should not make the cakes that voldemort must hide', 'because a should not make the chocolates that a student should make the cakes that petunia can assemble', 14, 15, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since albus can hide the baklava because dobby may chew the souffles voldemort can not gobble the eclaire', 'since albus can not hide the baklava because dobby can gobble the baklava', 17, 18, 13, 0, 1, 0, 0, 0, 0, 1, 1]"
"['since he must jump because ron may walk dobby can not gobble a strudel which voldemort must create', 'since must not jump a pancake which ron must arrange', 17, 18, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since harry must arrange the cookies he should not gobble the doughnut because hermione should create the doughnut', 'since must not gobble the cookies must make the cookies because the must sprinkle the cookies because the cookies because the cookies because the cookies because the cookies because the', 17, 18, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since the student can arrange a chocolate draco should not gobble a cake that dobby may prepare', 'since the student can arrange a chocolate since the student should sprinkle a chocolate that a student may create', 16, 17, 19, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['because hagrid may eat the cake sirius should not gobble a baklava which the wizard should gobble', 'because james may not eat the strudels which a wizard should eat the strudels which the should', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since she should eat the souffles that neville must hide the professor must not eat the baklava', 'since she should not eat the souffles that she must hide the souffles that he must hide', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since mcgonagall can gobble the doughnuts which sirius may sprinkle a student can not assemble a baklava', 'since mcgonagall can not gobble the doughnuts which she can gobble the doughnuts which she can gobble', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because george can chew a croissant the professor should not sprinkle many pancakes', 'because the can not prepare many pancakes', 12, 13, 7, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because snape should chew the chocolates a student can not chew the cake', 'because should not chew the chocolates a cookie snape should chew the chocolates', 12, 13, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since the student may make the baklava petunia may not eat the baklava', 'since the student may not make the professor may make the baklava', 12, 13, 12, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since the wizard must wiggle james should not arrange the pancake that lupin should create', 'since james must not arrange the pancake that lupin may arrange', 14, 15, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because dobby must run since a wizard can swim george must not gobble the croissants', 'because a wizard must gobble the croissants because a professor should gobble the croissants', 14, 15, 14, 0, 1, 0, 0, 0, 0, 0, 1]"
"['because hermione may gobble a doughnut which dobby should create dobby can not create the eclaire', 'because petunia may not giggle a eclaire which a wizard should assemble the eclaire which a professor should arrange a eclaire which a professor should arrange a eclaire which a', 15, 16, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since ginny may eat the croissants which petunia may prepare hermione can not arrange the souffles', 'since ginny may not eat the croissants which she may arrange', 15, 16, 11, 0, 1, 0, 0, 0, 0, 1, 1]"
"['since albus should hide a eclaire that james must hide ginny should not eat the cakes', 'since albus should not hide the cakes that a professor must hide the chocolates that james must eat', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because she must giggle because she can gobble the strudel petunia should not create the cookie which neville can eat', 'because she must gobble the strudel which she can gobble the strudel which she can gobble', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because mcgonagall must create the pancake which snape may prepare snape should not chew the baklava that he should chew', 'because she must not eat the baklava that the should assemble', 19, 20, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because ron may make the croissants that ron may eat since hermione must assemble the pancake voldemort can not prepare the baklava', 'because may not assemble the croissants ron may prepare the croissants that ron can sprinkle', 21, 22, 15, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because vernon must assemble the cake because albus can sprinkle the chocolates that petunia should sprinkle james can not chew a chocolate', 'because snape must sprinkle the albus should prepare the cake that she can sprinkle since ginny should sprinkle', 21, 22, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since vernon must sprinkle the cakes draco must not prepare the eclaires because albus should chew a eclaire that mcgonagall should chew', 'since must not sprinkle the croissants that mcgonagall must sprinkle the croissants that a must chew', 21, 22, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since the wizard must assemble the eclaires that albus must eat james should not gobble a baklava that a wizard may hide', 'since james must not assemble the eclaires that sirius must assemble the eclaires that sirius must assemble', 21, 22, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since draco must create a cake lily should not walk', 'since must not walk', 9, 10, 4, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because petunia should giggle ron must not prepare the strudels', 'because petunia should not prepare the strudels', 9, 10, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since sirius must gobble the doughnut vernon can not hiccup', 'since must not gobble the doughnut which vernon can gobble the doughnut', 9, 10, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because albus should giggle harry may not assemble a strudel', 'because should not hide a doughnut which a wizard should hide a doughnut', 9, 10, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since voldemort may chew the chocolates that vernon must create george can not hide the souffles that the professor can eat', 'voldemort may not hide the souffles that the witch can hide', 20, 21, 11, 0, 1, 0, 0, 1, 1, 1, 1]"
"['since petunia may sprinkle the doughnut that draco should eat vernon should not gobble the chocolates that a wizard must make', 'since petunia may not sprinkle the doughnut that draco may sprinkle', 20, 21, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since albus can assemble many doughnuts that voldemort must create voldemort should not sprinkle the strudel which the witch may eat', 'since albus can not assemble many doughnuts which mcgonagall can assemble', 20, 21, 11, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because she may arrange many baklava that petunia should assemble the wizard must not prepare a souffle', 'because may not arrange many baklava that the should arrange the baklava that hagrid may assemble', 16, 17, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since sirius must create many baklava because the student must smile she must not arrange the baklava', 'since must not create the baklava because the student must eat the baklava', 16, 17, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since a student may run hagrid can not prepare the chocolates since he must gobble the souffles', 'since a student should not prepare the souffles', 16, 17, 8, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since harry must gobble a souffle that james should assemble harry can not gobble the pancake since a student may prepare a chocolate', 'since must not gobble the souffle that harry can gobble the pancake that harry can gobble the pancake', 22, 23, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since snape should create a eclaire since albus may chew the eclaires because the student must sprinkle the souffles draco must not swim', 'since snape must not sprinkle the souffles because draco may sprinkle the souffles because draco must sprinkle the souffles', 22, 23, 19, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since dobby must assemble the baklava which mcgonagall can gobble because the professor should hide the souffles james should not arrange the cake', 'since must not assemble the baklava which the professor can gobble the baklava which the professor can gobble the baklava which the professor can gobble the baklava which the professor', 22, 23, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because james should laugh neville may not arrange the doughnuts which lily may chew', 'because should not arrange the doughnuts which she may arrange the doughnuts which she may arrange', 13, 14, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since he should walk albus must not chew the baklava that james should assemble', 'he should not chew the baklava that james must eat', 13, 14, 10, 0, 1, 0, 0, 1, 1, 1, 1]"
"['since albus may smile lupin should not prepare a strudel that ginny should assemble', 'since albus should not smile lupin lupin lupin may smile', 13, 14, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because sirius must chew the croissant that ginny should sprinkle lupin should not create a cookie because lupin may sprinkle the souffles', 'because she must not chew the croissant that a student may sprinkle because she must sprinkle the pancake that lupin should sprinkle', 21, 22, 22, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since the wizard may hide the souffle which albus may hide a professor should not assemble a cookie that vernon must eat', 'since james must not hide the souffle that a student should hide', 21, 22, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because james should assemble the chocolate lupin must not assemble many souffles that lily may prepare because george should prepare the pancakes', 'because james should not assemble the chocolate that lupin may assemble because lupin must assemble the pancakes that lupin may assemble the pancakes that dobby should create the baklava that', 21, 22, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since dobby may hide a eclaire that petunia should create snape should not gobble the chocolates', 'since may not gobble the chocolates that a professor should gobble the chocolates that a professor should gobble', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because voldemort should arrange a croissant that ron may assemble she should not eat a pancake', 'voldemort should not arrange a croissant that because a should assemble a croissant that ron must create', 15, 16, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because draco should prepare the strudels dobby may not laugh because voldemort must gobble a cake', 'draco should not prepare the strudels may assemble the strudels', 15, 16, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because hagrid should create a doughnut that he must arrange lily should not eat a baklava', 'because she should not arrange a doughnut that because hagrid should assemble because a should arrange because a should arrange', 15, 16, 20, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since he must sprinkle the baklava ron may not assemble a chocolate that neville must sprinkle', 'since must not sprinkle the baklava ron can sprinkle the baklava that ron must sprinkle', 15, 16, 15, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because mcgonagall can laugh he may not sprinkle the strudel', 'because can can sprinkle the strudel because mcgonagall may sprinkle the strudel', 9, 10, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because fred may laugh hagrid must not prepare a cookie', 'because may laugh hagrid may laugh hagrid may arrange hagrid hagrid hagrid hagrid', 9, 10, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since he must giggle harry can not create the souffles', 'since must not create the souffles', 9, 10, 6, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since lily can make a baklava george must not wiggle', 'since can not make a doughnut', 9, 10, 6, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since george can wiggle he can not chew the eclaires', 'since george can not chew the eclaires', 9, 10, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since fred must assemble the baklava lily may not make the pancake', 'since must not assemble the baklava since fred must assemble the baklava', 11, 12, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since fred must sprinkle the cookie lily must not gobble a doughnut', 'since must not sprinkle the cookie since fred can sprinkle the cookie', 11, 12, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since fred can gobble the cake voldemort must not create the eclaire', 'since fred can not gobble the eclaire voldemort voldemort can gobble the eclaire', 11, 12, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because ron should prepare a doughnut lupin should not arrange many souffles', 'because should not arrange many souffles ron should chew', 11, 12, 9, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since the professor can hide the strudels sirius must not gobble the pancakes', 'since the professor can not hide the strudels sirius must hide the strudels', 12, 13, 13, 0, 1, 0, 1, 1, 1, 0, 0]"
"['because fred must arrange the cake the student may not hide the chocolates', 'because must not arrange the student should arrange the chocolates', 12, 13, 10, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because sirius must chew the chocolates draco can not run', 'because sirius must not run since draco should run', 9, 10, 9, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since she should wiggle dobby should not assemble the doughnuts', 'since she should not assemble the doughnuts since hermione should assemble the doughnuts since hermione should assemble the doughnuts', 9, 10, 19, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because george must smile neville may not gobble the doughnuts', 'because george must not gobble the doughnuts because vernon can gobble the doughnuts', 9, 10, 13, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since draco may giggle draco may not sprinkle a doughnut', 'since james may not party draco may party', 9, 10, 8, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because the professor can create the doughnuts which dobby should prepare ginny can not make a strudel', 'because the professor should not arrange the doughnuts which the student should arrange the doughnuts which the student should arrange', 16, 17, 20, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because draco can eat a strudel sirius may not chew many pancakes which the student must sprinkle', 'draco can not chew many pancakes which a witch should chew', 16, 17, 11, 0, 1, 0, 0, 1, 1, 1, 1]"
"['because snape can sprinkle the doughnuts that the student may make the wizard can not prepare many strudels that the professor should create', 'snape can not sprinkle the doughnuts that the student may sprinkle', 22, 23, 11, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because dobby should chew a cookie since a professor must assemble the eclaire which neville must create james should not arrange a chocolate', 'because should not assemble the eclaire which a professor should assemble the eclaire which a professor should assemble the eclaire which a professor should assemble', 22, 23, 25, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because neville may hide the doughnut petunia should not prepare a strudel since lily must make the cakes which a wizard may prepare', 'because a wizard may hide the doughnut which a professor should hide the doughnut which a student may hide', 22, 23, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since ron should make many doughnuts she should not create the cake that she can arrange', 'since should not make many doughnuts that she should chew many doughnuts that a student should chew', 15, 16, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since lupin must make the croissant which voldemort can hide lily must not sprinkle the cakes', 'since must not sprinkle the croissant which mcgonagall must sprinkle the croissant which hermione must sprinkle the croissant', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because a professor must prepare many strudels that lily must sprinkle a professor should not hiccup', 'because a wizard should prepare many strudels that a student should prepare', 15, 16, 12, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['since a professor should arrange the pancakes which dobby must sprinkle the student can not party', 'since a professor should not arrange a doughnut which the student should party', 15, 16, 13, 0, 1, 0, 0, 0, 0, 1, 1]"
"['since the student must arrange a strudel which she must sprinkle james should not sprinkle the strudel', 'since must not sprinkle the strudel which mcgonagall must sprinkle the strudel which vernon must sprinkle', 16, 17, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because ron should arrange the eclaire that a professor may assemble lily may not arrange the pancakes', 'because should not arrange the eclaire that ron may arrange the eclaire that the professor must arrange', 16, 17, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because she must eat a chocolate which the professor must gobble he may not gobble the chocolates', 'because she must not gobble the chocolates because she must gobble the chocolates which the professor may gobble the chocolates', 16, 17, 20, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because voldemort should make the croissants snape must not party', 'voldemort should not make the chocolates', 9, 10, 6, 0, 1, 0, 0, 1, 1, 0, 0]"
"['because lily must eat a croissant ginny can not create the cookie which lily should chew', 'because she must not cookie because a professor can create the cookie which a professor should assemble', 15, 16, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since george should smile since fred must eat the souffles vernon must not chew the souffles', 'since george should not eat the souffles that she must eat the souffles', 15, 16, 13, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since vernon must eat the souffles which hagrid may chew fred may not assemble many pancakes', 'since must not eat many souffles which snape should assemble many souffles which snape should assemble', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since neville must eat the croissants harry can not create the cookies', 'since neville must not eat the cookies', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['since snape can chew a souffle snape must not chew the cake', 'since snape can not chew the chocolates', 11, 12, 7, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['because hagrid must sprinkle the eclaire ginny can not chew the eclaires', 'because hagrid must not sprinkle the eclaire because hagrid must sprinkle the eclaire', 11, 12, 13, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because ginny must hide a cookie vernon can not gobble many cakes that dobby should sprinkle', 'because must not gobble many cakes that vernon can gobble many cakes that vernon can gobble', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since he can eat a cake voldemort must not hide the eclaires which snape must hide', 'since he can not hide the eclaires which the witch must hide the eclaires which a witch must hide', 15, 16, 19, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since sirius must prepare the doughnuts snape should not create the souffles which lily should assemble', 'since must not prepare the doughnuts which snape should prepare the souffles which snape should prepare', 15, 16, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because fred must make the souffles mcgonagall should not sprinkle the pancake that voldemort should chew', 'because she must not sprinkle the souffles that she must sprinkle', 15, 16, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since he must prepare the croissants because lily must arrange the croissant that neville must gobble the student should not chew the souffles', 'since must not prepare the croissant that mcgonagall may arrange the souffles that the should assemble', 22, 23, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because hagrid must sprinkle the souffles that ron should eat because she may prepare a chocolate a professor may not sprinkle the croissants', 'because hagrid must not sprinkle the souffles that ron should sprinkle', 22, 23, 11, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since she should sprinkle the eclaires which a student should arrange because james may chew many cookies lily must not sprinkle the chocolates', 'since she should not sprinkle the eclaires which she should sprinkle the eclaires which dobby should sprinkle', 22, 23, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because a professor should chew a eclaire sirius should not sprinkle the baklava since ron can assemble a doughnut that dobby may make', 'because a professor should sprinkle a baklava a student should sprinkle the baklava that ron must sprinkle', 22, 23, 17, 0, 1, 0, 0, 1, 1]"
"['because hagrid can make the baklava a wizard can not sprinkle the souffles which a student can chew', 'because a can not sprinkle the souffles which she may sprinkle', 17, 18, 11, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the witch should chew a chocolate vernon can not sprinkle the strudels which the witch must sprinkle', 'because witch should sprinkle the chocolate which the student should sprinkle a cake which neville must sprinkle', 17, 18, 17, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because the professor may prepare the croissants fred should not assemble the cake which ginny should create', 'because the professor should not assemble the croissants which a witch should assemble the croissants which a student should assemble the croissants which a student should assemble', 16, 17, 27, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the witch should arrange the doughnut which harry must arrange she should not gobble the cookies', 'because james should arrange the doughnut which the professor should gobble the cookies which the professor should gobble the cookies which the professor should gobble', 16, 17, 25, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since the student can assemble the cookie harry should not create the strudel that james may gobble', 'since the student can assemble the cookie that james can assemble the cookie that james can assemble the cookie that james can assemble', 16, 17, 23, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because the witch can eat the chocolates voldemort can not hide the baklava that hagrid must make', 'because witch can eat the baklava that hagrid may hide the baklava that hagrid may hide', 16, 17, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['because harry must hide the cake a professor must not hide the croissant that snape should sprinkle', 'harry must not hide the croissant that snape should hide', 16, 17, 10, 0, 1, 0, 0, 1, 1, 1, 1]"
"['since james can make a cookie because fred must assemble many eclaires the professor may not laugh', 'since james can not assemble many eclaires because fred must assemble many eclaires because fred must assemble many eclaires', 16, 17, 19, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because harry should chew a souffle that harry should arrange mcgonagall can not assemble a strudel', 'harry should not arrange a souffle that harry may arrange because a student should arrange a souffle that harry must create', 15, 16, 21, 0, 1, 0, 0, 1, 1, 0, 0]"
"['since james should make a souffle which albus must arrange lily should not make a baklava that ginny should arrange', 'since should not arrange a souffle which a should eat a pancake that a should eat', 19, 20, 16, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since fred must make a strudel which albus may hide lily should not prepare the pancakes that fred may arrange', 'since must not prepare the pancakes that a student should prepare the pancakes that a student should prepare', 19, 20, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['since mcgonagall should smile the professor should not giggle since she must sprinkle many strudels that lily can prepare', 'since should not smile the chocolates that ginny must sprinkle since ginny should sprinkle', 18, 19, 14, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['since fred can prepare a souffle because george should smile george may not assemble the baklava which a professor may chew', 'since fred can not assemble the chocolates which he may assemble the baklava which a student must assemble the chocolates which he may assemble', 20, 21, 24, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because the wizard can create a strudel because a wizard must gobble a croissant george should not prepare the baklava', 'because a wizard can not prepare the croissant because the witch should prepare the baklava', 19, 20, 15, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since dobby can giggle fred can not smile', 'since dobby can not party since can should smile', 7, 8, 9, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since neville may jump neville can not hiccup', 'since petunia may not hiccup since petunia can hiccup', 7, 8, 9, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since neville may run dobby can not swim', 'since petunia may not swim since neville may not swim', 7, 8, 10, 0, 1, 0, 0, 0, 0, 1, 1, 1]"
"['since he may gobble the eclaires voldemort may not chew the eclaires that harry can arrange', 'since he may not gobble the eclaires that a student may gobble', 15, 16, 12, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
"['because he may arrange a cake that dobby must sprinkle hermione should not assemble the strudel', 'because may not assemble the strudel that mcgonagall may assemble the strudel that mcgonagall may assemble the strudel that mcgonagall may assemble', 15, 16, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
"['because harry must eat many doughnuts sirius should not hide the croissants which hagrid can chew', 'harry must not eat the doughnuts which a witch should hide the doughnuts which the witch should hide', 15, 16, 18, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1]"
"['since the student must sprinkle a eclaire a student should not sprinkle a strudel that ginny can chew because hagrid should make many cakes', 'since must not make many eclaires that dobby can gobble many cakes', 23, 24, 12, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because lupin should chew the doughnuts that george can eat voldemort must not walk because fred must chew the baklava that neville can eat', 'because should not chew the doughnuts that lupin must chew the doughnuts that the must chew the baklava that the must chew', 23, 24, 22, 0, 0, 'N/A', 'N/A', 0, 0, 0, 0, 0]"
"['because the student must chew a chocolate the professor can not make the doughnuts which dobby may hide because neville may chew the cakes', 'because must not make the doughnuts which may make the doughnuts which may make the doughnuts which may make the doughnuts which may make the doughnuts which may can make', 23, 24, 30, 0, 0, 'N/A', 'N/A', 0, 0, 0, 1, 1]"
